Term,STRM,COLL,DEPT,SUBJECT,CAT No,SECTION,ENRL TTL,ENRL A TO F,GPA,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,I,IC,RD,RP,SP,W,WU,CLASS No
F19,2199,BE,ACCT,ACCT,3250,04,41,41,2.68,2,3,4,18,0,2,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,91287
F19,2199,BE,ACCT,ACCT,4200,01,20,20,2.84,6,0,3,4,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,91010
F19,2199,BE,ACCT,ACCT,4210A,02,15,15,3.11,3,2,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91012
F19,2199,BE,ACCT,ACCT,4210A,03,16,16,2.57,1,2,2,3,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,91013
F19,2199,BE,ACCT,ACCT,4240A,02,32,32,3.63,14,12,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96440
F19,2199,BE,ACCT,ACCT,4240A,03,24,24,2.97,7,0,1,9,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91016
F19,2199,BE,ACCT,ACCT,4240A,04,20,20,2.8,4,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91017
F19,2199,BE,ACCT,ACCT,4240A,05,27,27,3.54,12,9,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,97346
F19,2199,BE,ACCT,ACCT,4240B,02,31,31,2.7,6,1,0,10,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91288
F19,2199,BE,ACCT,ACCT,4240B,03,18,18,2.98,1,2,4,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95114
F19,2199,BE,ACCT,ACCT,4270,01,16,16,2.77,3,1,2,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,91020
F19,2199,BE,ACCT,ACCT,4340,01,21,22,2.38,2,0,0,5,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91021
F19,2199,BE,ACCT,ACCT,4340,02,11,11,2.91,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91289
F19,2199,BE,ACCT,ACCT,4340,03,19,19,2.68,3,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94852
F19,2199,BE,ACCT,ACCT,4350,01,13,13,3.62,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91022
F19,2199,BE,ACCT,ACCT,4950,03,14,14,3.09,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95010
F19,2199,BE,ACCT,ACCT,4950,04,18,18,2.65,0,0,0,7,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96479
F19,2199,BE,ACCT,ACCT,4950,05,16,16,3.15,4,1,0,8,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97104
F19,2199,BE,ACCT,ACCT,5210A,01,19,20,3.27,3,6,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91025
F19,2199,BE,ACCT,ACCT,5240A,01,11,11,3.65,6,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91027
F19,2199,BE,ACCT,ACCT,5260,01,9,12,3.23,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,96481
F19,2199,BE,ACCT,ACCT,5350,01,12,12,3.88,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91028
F19,2199,BE,BED,BUS,1010,01,25,29,3.08,7,0,0,13,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,1,0,91168
F19,2199,BE,BED,BUS,1010,02,30,31,3.4,16,0,0,10,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,91169
F19,2199,BE,BED,BUS,1010,03,30,30,3.84,24,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91170
F19,2199,BE,BED,BUS,1010,05,29,29,3.21,12,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91172
F19,2199,BE,BED,BUS,1010,06,28,32,3.32,11,0,0,15,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,91173
F19,2199,BE,BED,BUS,1010,07,32,32,3.78,25,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91174
F19,2199,BE,BED,BUS,1010,08,28,30,3.75,22,0,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,91175
F19,2199,BE,BED,BUS,1010,09,27,30,3.22,11,0,0,11,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,91322
F19,2199,BE,BED,BUS,1010,11,25,30,3.44,14,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,2,0,94834
F19,2199,BE,BED,BUS,1010,12,23,30,3.9,18,4,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,94835
F19,2199,BE,BED,BUS,1010,13,27,30,3.37,16,0,0,5,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,1,0,94841
F19,2199,BE,BED,BUS,1010,14,30,31,3.53,17,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95157
F19,2199,BE,BED,BUS,1010,15,23,26,3.52,16,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,96436
F19,2199,BE,BED,BUS,1010,16,55,60,3.55,34,0,0,17,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,97486
F19,2199,BE,BED,BUS,3050,01,25,25,2.78,0,2,2,8,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91105
F19,2199,BE,BED,BUS,3050,02,25,25,3,0,5,9,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91106
F19,2199,BE,BED,BUS,3050,03,27,27,2.8,0,1,2,10,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91107
F19,2199,BE,BED,BUS,3050,04,25,25,2.48,2,0,0,9,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91108
F19,2199,BE,BED,BUS,3050,05,25,25,2,1,0,0,2,0,0,18,0,0,4,0,0,0,0,0,0,0,0,0,0,0,91109
F19,2199,BE,BED,BUS,3050,06,26,27,3.53,12,7,0,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,91110
F19,2199,BE,BED,BUS,3050,07,25,25,3.39,8,9,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91111
F19,2199,BE,BED,BUS,3050,08,24,24,2.5,3,0,0,11,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,91112
F19,2199,BE,BED,BUS,3050,09,25,25,2.44,1,4,2,0,4,3,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,91113
F19,2199,BE,BED,BUS,3050,10,24,25,2.89,3,5,1,3,3,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,91114
F19,2199,BE,BED,BUS,3050,11,21,22,2.62,4,0,0,8,0,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,91115
F19,2199,BE,BED,BUS,3050,12,24,24,3.04,0,3,4,13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91116
F19,2199,BE,BED,BUS,3050,13,24,24,2.92,5,0,0,14,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,91117
F19,2199,BE,BED,BUS,3050,14,22,23,2.85,0,1,4,7,6,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91118
F19,2199,BE,BED,BUS,3050,15,25,25,2.66,1,1,3,7,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,91119
F19,2199,BE,BED,BUS,3050,16,19,19,2.64,1,0,5,3,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,91120
F19,2199,BE,BED,BUS,3050,17,25,25,2.9,2,1,7,7,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,91121
F19,2199,BE,BED,BUS,3050,18,21,24,2.37,0,0,2,3,8,1,3,1,2,0,0,0,0,0,1,0,0,0,0,2,1,91122
F19,2199,BE,BED,BUS,3050,19,21,22,2.36,1,1,1,3,0,7,4,2,0,2,0,0,0,0,1,0,0,0,0,0,0,91123
F19,2199,BE,BED,BUS,3050,20,25,26,2.82,0,4,3,5,9,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,91124
F19,2199,BE,BED,BUS,3050,21,25,25,2.61,1,0,1,13,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91125
F19,2199,BE,BED,BUS,3050,22,23,24,2.91,3,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91126
F19,2199,BE,BED,BUS,3050,23,25,25,3.02,7,3,3,7,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,91315
F19,2199,BE,BED,BUS,3050,24,24,25,3.58,15,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91316
F19,2199,BE,BED,BUS,3050,25,25,25,2.71,1,4,3,6,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,91325
F19,2199,BE,BED,BUS,3050,26,23,23,2.65,2,0,2,12,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,94175
F19,2199,BE,BED,BUS,3050,27,19,20,2.72,1,0,2,4,7,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,97194
F19,2199,BE,BED,BUS,4150,01,37,37,3.06,5,0,6,20,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91176
F19,2199,BE,BED,BUS,4150,02,82,83,3.07,14,2,11,39,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,91177
F19,2199,BE,BED,BUS,4150,03,43,43,2.69,2,1,6,18,2,4,6,1,0,2,0,1,0,0,0,0,0,0,0,0,0,91178
F19,2199,BE,BED,BUS,4150,04,48,48,2.76,3,8,5,12,5,4,6,1,0,2,0,2,0,0,0,0,0,0,0,0,0,91183
F19,2199,BE,BED,BUS,4150,05,43,43,3.71,31,5,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,91277
F19,2199,BE,BED,BUS,4150,06,107,109,3.35,26,28,14,22,9,3,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,91317
F19,2199,BE,BED,BUS,4150,08,35,35,3.2,6,3,7,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94025
F19,2199,BE,BED,BUS,4150,09,32,32,3.43,21,1,1,3,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,94026
F19,2199,BE,BED,BUS,4150,10,34,34,3.46,27,1,0,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,94776
F19,2199,BE,BED,BUS,4150,11,38,38,3.35,11,6,8,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,94777
F19,2199,BE,BED,BUS,4150,13,36,36,3.14,10,2,5,9,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97427
F19,2199,BE,BED,BUS,4970,01,30,30,2.76,4,3,4,7,3,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,91127
F19,2199,BE,BED,BUS,4970,02,24,25,2.47,0,3,2,4,2,8,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,91128
F19,2199,BE,BED,BUS,4970,03,31,31,2.96,3,4,6,6,3,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91129
F19,2199,BE,BED,BUS,4970,04,30,30,2.67,0,3,0,10,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,91130
F19,2199,BE,BED,BUS,4970,05,32,33,3.21,5,3,6,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91131
F19,2199,BE,BED,BUS,4970,06,20,20,2.99,1,1,5,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91132
F19,2199,BE,BED,BUS,4970,07,28,29,2.88,4,3,3,8,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,91133
F19,2199,BE,BED,BUS,4970,08,27,27,2.51,3,0,1,7,4,2,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,91134
F19,2199,BE,BED,BUS,4970,09,30,30,3.04,2,5,2,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91226
F19,2199,BE,BED,BUS,4970,10,29,30,2.84,1,1,4,6,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91295
F19,2199,BE,BED,BUS,4970,11,33,34,2.75,1,3,5,10,3,4,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,94082
F19,2199,BE,BED,BUS,4970,12,31,31,3.15,3,6,5,10,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94083
F19,2199,BE,BED,BUS,4970,15,32,33,2.79,4,2,3,6,5,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,97614
F19,2199,BE,BED,BUS,5000,01,51,51,3.26,19,0,16,10,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,91179
F19,2199,BE,BED,BUS,5024,01,25,25,3.19,11,0,5,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,96489
F19,2199,BE,BED,BUS,5024,02,26,27,3.69,13,5,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96490
F19,2199,BE,BED,BUS,5025,01,26,26,3.98,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91241
F19,2199,BE,BED,BUS,5025,02,31,31,3.46,13,6,3,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,96491
F19,2199,BE,BED,BUS,5026,01,25,25,2.98,4,0,6,6,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91242
F19,2199,BE,BED,BUS,5026,02,26,26,3.92,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97105
F19,2199,BE,BED,BUS,5027,02,37,38,3.96,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96492
F19,2199,BE,BED,BUS,5960,02,0,69,,0,0,0,0,0,0,0,0,0,0,0,0,40,27,0,0,0,0,0,2,0,97755
F19,2199,BE,BED,BUS,5995A,01,11,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94163
F19,2199,BE,CIS,CIS,1200,02,27,27,2.89,5,4,0,8,2,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,91182
F19,2199,BE,CIS,CIS,1200,03,31,33,3.1,3,8,3,6,6,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,91251
F19,2199,BE,CIS,CIS,1200,04,29,30,2.23,1,1,3,6,6,2,2,1,0,2,1,4,0,0,0,0,0,0,0,1,0,91252
F19,2199,BE,CIS,CIS,2830,01,22,22,2.32,2,0,3,6,3,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,91029
F19,2199,BE,CIS,CIS,2830,02,30,31,2.8,3,4,5,1,5,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91030
F19,2199,BE,CIS,CIS,3010,01,29,29,3.28,6,9,2,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91032
F19,2199,BE,CIS,CIS,3010,02,27,27,2.93,4,1,1,9,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91033
F19,2199,BE,CIS,CIS,3010,03,26,28,2.44,2,3,0,6,3,3,1,4,2,0,0,2,0,0,0,0,0,0,0,2,0,91034
F19,2199,BE,CIS,CIS,3010,04,29,29,2.7,5,4,2,5,2,4,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,91035
F19,2199,BE,CIS,CIS,3010,05,29,29,2.89,6,3,0,10,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,91036
F19,2199,BE,CIS,CIS,3010,06,29,29,3.07,3,10,2,3,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91037
F19,2199,BE,CIS,CIS,3010,07,29,29,3.33,8,6,5,4,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,91038
F19,2199,BE,CIS,CIS,3010,08,28,28,2.79,3,2,4,4,6,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91039
F19,2199,BE,CIS,CIS,3010,09,27,27,2.91,4,3,6,4,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,91040
F19,2199,BE,CIS,CIS,3010,10,28,28,3.11,5,5,5,2,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,91041
F19,2199,BE,CIS,CIS,3010,11,27,28,3.16,12,3,1,3,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,91042
F19,2199,BE,CIS,CIS,3010,12,28,29,2.81,3,3,3,4,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,91043
F19,2199,BE,CIS,CIS,3010,13,120,120,2.86,31,0,0,49,4,2,26,3,0,0,0,0,0,0,0,0,0,0,0,0,5,91044
F19,2199,BE,CIS,CIS,3010,14,107,110,3.26,44,13,8,19,5,3,6,3,0,4,0,2,0,0,0,0,0,0,0,3,0,96890
F19,2199,BE,CIS,CIS,3050,01,29,31,3.7,26,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,91144
F19,2199,BE,CIS,CIS,3050,02,29,29,3.68,24,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91145
F19,2199,BE,CIS,CIS,3050,03,28,29,2.86,5,4,2,3,5,1,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,91146
F19,2199,BE,CIS,CIS,3060,01,14,14,3.05,4,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91147
F19,2199,BE,CIS,CIS,3060,02,27,27,2.98,3,5,3,6,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91148
F19,2199,BE,CIS,CIS,3060,03,22,22,2.93,7,0,0,7,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,91298
F19,2199,BE,CIS,CIS,3200,01,17,18,3.29,8,1,3,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,94081
F19,2199,BE,CIS,CIS,3200,02,22,23,2.97,5,3,2,4,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,95389
F19,2199,BE,CIS,CIS,3610,01,17,18,2.92,2,1,4,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91143
F19,2199,BE,CIS,CIS,3610,02,25,25,2.88,2,1,6,9,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91305
F19,2199,BE,CIS,CIS,3610,03,31,31,3.48,12,12,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,95200
F19,2199,BE,CIS,CIS,3610,04,28,30,3.61,18,4,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,95390
F19,2199,BE,CIS,CIS,3830,01,26,27,2.9,5,3,2,3,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,94173
F19,2199,BE,CIS,CIS,4100,01,38,39,2.78,9,1,0,17,0,0,6,0,0,3,0,1,0,0,1,0,0,0,0,0,1,91149
F19,2199,BE,CIS,CIS,4100,02,30,30,2.8,3,4,5,5,4,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,91150
F19,2199,BE,CIS,CIS,4150,01,28,28,2.99,1,1,6,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94181
F19,2199,BE,CIS,CIS,4200,01,31,31,3.15,2,9,6,6,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94182
F19,2199,BE,CIS,CIS,4200,02,29,29,2.66,2,3,3,5,6,3,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,96810
F19,2199,BE,CIS,CIS,4240,01,20,20,2.7,2,1,2,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96394
F19,2199,BE,CIS,CIS,4510,01,29,30,2.96,6,5,4,3,3,3,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,91151
F19,2199,BE,CIS,CIS,4510,02,32,32,3.02,2,3,7,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91306
F19,2199,BE,CIS,CIS,4540,01,31,31,2.84,4,2,5,7,1,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,95025
F19,2199,BE,CIS,CIS,4560,01,19,19,3.43,9,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91239
F19,2199,BE,CIS,CIS,4570,01,10,10,2.97,2,1,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,91152
F19,2199,BE,CIS,CIS,4580,01,27,28,2.91,4,1,7,3,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,91254
F19,2199,BE,CIS,CIS,4590,01,15,15,2.45,0,0,0,7,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94184
F19,2199,BE,CIS,CIS,4760,01,23,23,2.91,3,2,3,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96396
F19,2199,BE,CIS,CIS,4840,03,33,33,2.69,4,3,2,10,3,2,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,95013
F19,2199,BE,CIS,CIS,4840,04,17,17,2.72,1,2,1,4,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,97305
F19,2199,BE,CIS,CIS,4840,05,14,14,2.46,3,1,0,1,3,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,97306
F19,2199,BE,CIS,CIS,4850,01,28,28,2.63,3,1,6,5,1,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,2,91155
F19,2199,BE,CIS,CIS,4860,01,22,22,2.94,4,3,2,4,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,91156
F19,2199,BE,CIS,CIS,4870,01,29,29,2.48,0,0,4,4,7,7,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,91157
F19,2199,BE,CIS,CIS,4880,01,24,24,2.84,4,2,2,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,91158
F19,2199,BE,CIS,CIS,4900,01,39,39,3.2,9,4,4,17,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91159
F19,2199,BE,CIS,CIS,4900,02,24,24,2.9,5,2,1,9,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91160
F19,2199,BE,CIS,CIS,5040,02,20,20,3.97,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97293
F19,2199,BE,CIS,CIS,5100,01,27,28,3.48,5,4,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91163
F19,2199,BE,CIS,CIS,5200,03,16,16,3.68,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97519
F19,2199,BE,CIS,CIS,5250,01,30,30,3.6,7,11,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95227
F19,2199,BE,CIS,CIS,5310,02,21,21,3.89,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97292
F19,2199,BE,CIS,CIS,5730,01,11,12,3.48,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96417
F19,2199,BE,CIS,CIS,5850,01,26,26,3.42,5,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91165
F19,2199,BE,CNED,BUS,3050,93,13,13,3.65,7,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96685
F19,2199,BE,CNED,BUS,4150,93,15,15,2.73,1,2,2,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,96686
F19,2199,BE,CNED,BUS,5001,93,22,22,3.33,8,0,3,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96716
F19,2199,BE,CNED,BUS,5023,93,21,21,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97547
F19,2199,BE,CNED,BUS,5030,93,22,22,3.83,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96713
F19,2199,BE,CNED,BUS,5030,94,22,22,3.83,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96714
F19,2199,BE,CNED,BUS,5030,95,22,22,3.83,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96715
F19,2199,BE,CNED,BUS,5995A,93,22,22,3.8,14,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96766
F19,2199,BE,CNED,CIS,3010,93,17,17,3.2,7,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96687
F19,2199,BE,CNED,ECON,3060,93,12,12,2.43,2,1,1,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,96688
F19,2199,BE,CNED,ECON,5210,93,20,20,3.96,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96717
F19,2199,BE,CNED,FIN,3030,93,11,12,2.45,0,1,1,3,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,96691
F19,2199,BE,CNED,MGMT,3070,93,12,12,2.83,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96690
F19,2199,BE,CNED,MGMT,3080,93,15,15,3.73,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96692
F19,2199,BE,CNED,MGMT,4154,90,15,16,3.81,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97548
F19,2199,BE,CNED,MKT,3100,93,11,11,2.75,1,2,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,96689
F19,2199,BE,ECON,ECON,1500,01,42,42,2.63,8,4,2,5,5,9,1,1,1,2,1,1,0,0,0,0,0,0,0,0,2,90933
F19,2199,BE,ECON,ECON,1500,02,24,24,2.76,4,4,2,4,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,90934
F19,2199,BE,ECON,ECON,1500,03,38,39,1.87,3,0,0,10,0,0,12,0,0,5,0,8,0,0,0,0,0,0,0,1,0,90935
F19,2199,BE,ECON,ECON,1500,05,22,23,1.93,2,0,2,4,0,3,4,0,0,1,0,3,0,0,0,0,0,0,0,1,3,91247
F19,2199,BE,ECON,ECON,1500,06,29,32,1.56,1,0,1,8,0,0,6,0,0,2,0,11,0,0,0,0,0,0,0,3,0,91248
F19,2199,BE,ECON,ECON,2010,01,40,40,2.62,1,2,2,14,2,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,90937
F19,2199,BE,ECON,ECON,2010,02,35,39,1.69,1,0,0,8,0,0,12,0,0,7,0,7,0,0,0,0,0,0,0,4,0,90938
F19,2199,BE,ECON,ECON,2010,03,39,39,1.69,1,0,0,6,0,0,20,0,0,4,0,8,0,0,0,0,0,0,0,0,0,90939
F19,2199,BE,ECON,ECON,2010,04,98,104,2.39,20,13,7,7,7,6,8,1,2,3,9,8,0,0,0,0,0,0,0,5,8,90940
F19,2199,BE,ECON,ECON,2010,05,41,41,2.67,2,0,4,15,5,7,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,90941
