Term,Course Level,Course,UNIQUE ID,Course Units,Enrollment,Total Letter Grades,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Spring 2023,Lower Division,CHEM 101L,2805347188,1,24,24,2,4,0,4,4,1,3,0,1,3,0,2
Spring 2023,Lower Division,CHEM 101L,303108489,1,24,24,4,2,2,2,2,4,2,3,0,1,1,1
Spring 2023,Lower Division,CHEM 101L,4068462672,1,24,24,2,1,4,5,3,6,2,0,1,0,0,0
Spring 2023,Lower Division,CHEM 101L,3261124830,1,24,24,7,2,3,4,1,2,1,0,0,0,0,4
Spring 2023,Lower Division,CHEM 101L,1482862068,1,24,24,7,2,3,3,1,4,3,0,0,0,0,1
Spring 2023,Lower Division,CHEM 101L,3691431495,1,24,24,7,3,0,2,2,4,2,0,0,0,1,3
Spring 2023,Lower Division,CHEM 101L,3691431495,1,24,24,5,3,1,4,3,2,1,0,0,1,1,3
Spring 2023,Lower Division,CHEM 101L,3111188857,1,24,24,1,0,1,2,2,2,5,3,0,1,0,7
Spring 2023,Lower Division,CHEM 101L,2226347117,1,24,24,4,3,5,6,2,0,4,0,0,0,0,0
Spring 2023,Lower Division,CHEM 101L,3112421675,1,24,24,5,2,4,1,2,4,2,0,0,0,0,4
Spring 2023,Lower Division,CHEM 101L,2226347117,1,24,24,6,1,7,1,4,1,1,2,0,0,0,1
Spring 2023,Lower Division,CHEM 102L,303108489,1,24,24,7,5,4,2,3,0,0,0,2,0,0,1
Spring 2023,Lower Division,CHEM 103L,2285115999,1,24,24,9,4,3,5,3,0,0,0,0,0,0,0
Spring 2023,Lower Division,PHYS 100BL,1506824626,1,24,24,14,3,4,0,2,0,1,0,0,0,0,0
Spring 2023,Lower Division,PHYS 100BL,123863918,1,24,24,20,1,2,0,1,0,0,0,0,0,0,0
Spring 2023,Lower Division,PHYS 220AL,2886089154,1,24,24,2,7,9,2,1,1,0,1,0,1,0,0
Spring 2023,Lower Division,PHYS 220AL,703995477,1,24,24,12,2,1,6,1,0,2,0,0,0,0,0
Spring 2023,Lower Division,PHYS 220BL,1679457765,1,24,24,4,0,2,5,3,6,1,1,1,1,0,0
Spring 2023,Upper Division,ANTH 476A,2221448970,3,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,CJS 280,3561513824,3,24,24,3,1,1,7,4,2,4,0,0,0,1,1
Spring 2023,Upper Division,CJS 380L,1928887512,1,24,24,20,0,0,2,0,0,2,0,0,0,0,0
Spring 2023,Upper Division,CJS 380L,1895664600,1,24,24,14,0,4,2,0,1,2,0,0,0,0,1
Spring 2023,Upper Division,CJS 480,1928887512,3,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,POLS 350,482246162,3,24,24,3,5,1,4,0,3,1,1,2,0,1,3
Spring 2023,Upper Division,POLS 471F,3477113998,3,24,24,9,4,1,3,3,2,1,0,0,0,0,1
Spring 2023,Upper Division,PSY 320L,1574271143,1,24,24,6,5,4,3,4,0,1,0,0,0,0,1
Spring 2023,Upper Division,PSY 320L,3884327623,1,24,24,12,2,3,2,2,0,1,0,1,0,0,1
Spring 2023,Upper Division,PSY 321,2981524811,3,24,24,7,4,2,2,4,2,1,0,0,0,0,2
Spring 2023,Upper Division,PSY 321L,3020362501,1,24,24,8,0,0,11,0,1,2,0,0,1,0,1
Spring 2023,Upper Division,PSY 321L,3020362501,1,24,24,5,0,3,5,0,1,6,0,0,4,0,0
Spring 2023,Upper Division,PSY 321L,2981524811,1,24,24,14,1,1,2,0,1,0,1,0,1,0,3
Spring 2023,Upper Division,PSY 321L,434935414,1,24,24,10,5,2,0,4,0,1,0,1,0,0,1
Spring 2023,Upper Division,PSY 321L,1773611203,1,24,24,15,2,2,2,1,0,1,0,0,1,0,0
Spring 2023,Upper Division,PSY 321L,3469661718,1,24,24,8,7,2,3,2,1,0,0,0,0,0,1
Spring 2023,Upper Division,PSY 321L,59870786,1,24,24,16,4,3,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,SOC 350,148149549,3,24,24,3,4,4,5,1,3,0,2,1,0,1,0
Spring 2023,Upper Division,SOC 424L,2895561512,1,24,24,11,2,1,4,1,0,1,1,0,0,0,3
Spring 2023,Upper Division,SOC 497L,1880013689,1,24,24,7,8,1,3,0,2,1,0,0,0,0,2
Spring 2023,Upper Division,SOC 497L,1880013689,1,24,24,17,3,1,1,1,1,0,0,0,0,0,0
Spring 2023,Upper Division,SOC 497L,2166737923,1,24,24,0,1,2,4,2,1,6,2,1,4,0,1
Spring 2023,Upper Division,SOC 497L,2166737923,1,24,24,0,0,3,5,4,1,6,3,0,2,0,0
Spring 2023,Graduate,HUMA 650,282085029,3,24,24,13,7,2,1,0,0,0,0,0,0,0,1
Spring 2023,Upper Division,UNIV 396A,261040403,1,24,24,16,2,2,0,0,1,0,1,0,1,0,1
Summer 2023,Graduate,MUS 680,3849175613,3,24,24,8,12,0,2,0,1,0,1,0,0,0,0
Summer 2023,Graduate,ACCT 505,619538932,3,24,24,14,5,4,1,0,0,0,0,0,0,0,0
Summer 2023,Graduate,E ED 625A,1821722334,3,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Graduate,E ED 625AL,1821722334,1,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Graduate,E ED 626,2920536887,3,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Graduate,E ED 633,2862376821,3,24,24,17,3,3,1,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,M E 390,2166912434,3,24,24,1,2,5,4,3,2,1,2,0,3,0,1
Summer 2023,Upper Division,M E 476,2166912434,3,24,24,13,3,4,4,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,M E 493,3390198227,3,24,24,7,3,6,0,3,2,0,1,0,1,0,1
Summer 2023,Graduate,CD 668,2516325243,3,24,24,14,9,0,1,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,HSCI 434,3288957343,3,24,24,5,8,2,5,2,1,0,0,0,0,0,1
Summer 2023,Graduate,HSCI 541,2855136050,3,24,24,15,5,2,0,1,0,1,0,0,0,0,0
Summer 2023,Upper Division,KIN 300,1759161494,3,24,24,5,0,1,2,1,4,4,2,0,1,1,3
Summer 2023,Upper Division,KIN 345,4002502320,3,24,24,8,5,4,3,1,0,0,0,0,0,0,3
Summer 2023,Upper Division,NURS 302,2882927544,3,24,24,9,9,6,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,NURS 495,4098407982,1,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,NURS 495,4098407982,1,24,24,24,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Lower Division,AIS 210,2177022541,3,24,24,13,1,5,3,0,1,0,0,0,1,0,0
Summer 2023,Lower Division,BIOL 106L,2200974968,1,24,24,7,2,1,5,2,4,2,1,0,0,0,0
Summer 2023,Lower Division,BIOL 107L,1318074876,1,24,24,2,2,3,3,0,2,7,3,1,1,0,0
Summer 2023,Upper Division,BIOL 485,390825792,2,24,24,5,0,2,4,2,1,8,0,0,1,0,1
Summer 2023,Upper Division,BIOL 485L,390825792,2,24,24,21,0,0,0,0,0,1,0,0,0,1,1
Summer 2023,Upper Division,CHEM 333D,678473952,1,24,24,1,9,3,1,2,2,1,1,0,0,2,2
Winter 2023,Upper Division,FCS 340,2185936115,3,24,24,13,4,1,3,1,1,1,0,0,0,0,0
Winter 2023,Upper Division,CH S 417,2381207468,3,24,24,16,3,1,1,2,0,0,0,0,1,0,0
Spring 2023,Lower Division,ART 100,2154979786,1,25,24,18,0,0,0,0,0,0,0,0,0,0,6
Spring 2023,Lower Division,ART 100L,2154979786,2,25,24,18,0,0,0,0,0,0,0,0,0,0,6
Spring 2023,Upper Division,ART 324A,1625727031,3,25,24,16,2,2,4,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,ART 463,2220076026,3,25,24,18,3,2,0,0,0,1,0,0,0,0,0
Spring 2023,Lower Division,CTVA 240,2213605443,3,25,24,23,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,CTVA 260,1875350089,3,25,24,6,3,7,1,4,2,1,0,0,0,0,0
Spring 2023,Lower Division,COMS 151HON,2076612839,3,25,24,10,7,0,2,2,1,1,0,0,0,1,0
Spring 2023,Upper Division,COMS 440,2893132075,3,25,24,10,3,3,5,2,1,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 391,2989086516,2,25,24,14,3,3,0,0,1,0,1,0,0,0,2
Spring 2023,Upper Division,MUS 391L,2989086516,1,25,24,14,3,3,0,0,1,0,1,0,0,0,2
Spring 2023,Lower Division,DEAF 160,552482082,4,25,24,13,1,2,2,0,1,1,0,0,3,0,1
Spring 2023,Upper Division,DEAF 400,1934453144,3,25,24,12,2,6,2,0,0,0,0,0,0,1,1
Spring 2023,Upper Division,DEAF 406,3411791233,3,25,24,24,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,EPC 315,4281208200,3,25,24,16,1,2,0,0,1,2,1,0,0,0,1
Spring 2023,Graduate,EPC 643SP,706620942,3,25,24,16,7,0,0,0,0,1,0,0,0,0,0
Spring 2023,Graduate,EPC 661,3427764177,3,25,24,24,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,SPED 610,2121303435,3,25,24,24,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,CD 567,2313124888,2,25,24,13,0,0,11,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,HSCI 170,1196688169,2,25,24,3,8,5,4,2,2,0,0,0,0,0,0
Spring 2023,Upper Division,HSCI 331,2142743535,3,25,24,8,3,2,4,1,2,1,1,2,0,0,0
Spring 2023,Upper Division,HSCI 331,2142743535,3,25,24,5,3,4,2,4,2,3,0,0,0,0,1
Spring 2023,Upper Division,HSCI 437,1062432342,3,25,24,12,6,2,3,1,0,0,0,0,0,0,0
Spring 2023,Lower Division,KIN 132A,3460699168,1,25,24,12,7,1,0,1,0,0,0,0,0,0,3
Spring 2023,Upper Division,RTM 314,897622995,3,25,24,10,3,3,1,3,0,1,0,0,1,0,2
Spring 2023,Lower Division,ENGL 115,1402407719,3,25,24,2,2,5,3,1,0,1,1,0,0,0,9
Spring 2023,Upper Division,ENGL 436,761648512,3,25,24,2,2,3,3,1,0,3,3,0,1,1,5
Spring 2023,Lower Division,PHIL 200HON,1855558375,3,25,24,20,1,1,0,1,0,0,0,0,0,0,1
Spring 2023,Lower Division,GEOL 112,765314426,1,25,24,11,2,4,1,2,1,1,1,0,0,1,0
Spring 2023,Lower Division,MATH 131,1495950084,3,25,24,8,4,4,1,2,2,1,0,0,1,0,1
Spring 2023,Lower Division,CJS 280,1352783963,3,25,24,4,4,2,5,3,1,2,2,0,0,0,1
Spring 2023,Lower Division,CJS 280,3561513824,3,25,24,5,5,3,5,2,0,3,0,0,0,0,1
Spring 2023,Upper Division,POLS 471C,1567051581,3,25,24,6,6,9,3,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,UNIV 100,1404117543,3,25,24,10,4,0,2,1,1,1,0,0,0,0,5
Summer 2023,Upper Division,NURS 310,3847929861,3,25,24,23,0,0,0,1,0,0,0,0,0,0,0
Spring 2023,Lower Division,ART 267,4079765613,3,26,24,20,0,3,0,0,0,0,1,0,0,0,0
Spring 2023,Upper Division,ART 301,2041250298,3,26,24,4,2,0,3,6,1,2,1,0,0,0,5
Spring 2023,Upper Division,ART 364,2220076026,3,26,24,13,4,2,0,0,0,0,0,0,0,0,5
Spring 2023,Lower Division,COMS 151,3901527698,3,26,24,4,6,1,5,4,1,2,0,0,0,0,1
Spring 2023,Upper Division,EPC 315,3825538895,3,26,24,9,3,2,1,5,0,2,2,0,0,0,0
Spring 2023,Graduate,S ED 521,3755043907,3,26,24,21,1,1,0,0,0,1,0,0,0,0,0
Spring 2023,Graduate,SPED 695A,930875263,3,26,24,20,3,0,0,0,0,0,0,0,0,0,1
Spring 2023,Upper Division,ECE 455,416749361,3,26,24,7,0,3,2,0,1,4,0,0,3,0,4
Spring 2023,Upper Division,ENGL 407,1358122366,3,26,24,5,10,5,2,0,0,1,0,0,0,0,1
Spring 2023,Upper Division,MATH 312,801890353,3,26,24,5,6,2,2,3,0,0,0,0,6,0,0
Spring 2023,Upper Division,POLS 440,1137070414,3,26,24,2,1,7,2,7,2,1,2,0,0,0,0
Summer 2023,Upper Division,POLS 407,1828119763,3,26,24,9,4,3,4,3,0,0,1,0,0,0,0
Winter 2023,Upper Division,KIN 385,74874999,3,26,24,17,0,7,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ART 124B,1047393559,3,27,24,10,5,3,3,0,0,3,0,0,0,0,0
Spring 2023,Lower Division,CH S 151,4067210036,3,27,24,1,6,4,7,4,1,1,0,0,0,0,0
Spring 2023,Lower Division,CH S 151,4067210036,3,27,24,4,9,5,4,0,0,2,0,0,0,0,0
Spring 2023,Upper Division,MATH 340,3040069757,3,27,24,4,2,1,1,4,1,3,0,1,1,2,4
Summer 2023,Upper Division,AFRS 300,2655587931,3,27,24,13,1,3,1,3,2,1,0,0,0,0,0
Spring 2023,Upper Division,ECE 340,2232498732,3,29,24,5,0,1,2,0,2,7,2,0,2,0,3
Spring 2023,Lower Division,JAPN 101,1383975703,4,29,24,11,3,0,1,1,0,3,0,0,1,0,4
Spring 2023,Lower Division,MATH 150B,1201305789,5,29,24,2,4,2,1,0,2,2,0,4,3,0,4
Spring 2023,Lower Division,COMS 151,3482271728,3,30,24,6,0,2,2,1,3,1,0,1,2,2,4
Spring 2023,Lower Division,COMS 151,3482271728,3,30,24,4,3,1,1,1,2,4,1,1,3,1,2
Spring 2023,Lower Division,ENGL 215,795184653,3,30,24,3,0,2,4,6,1,5,0,1,1,0,1
Spring 2023,Graduate,DCDL 698,456598555,6,30,24,4,5,4,6,1,4,0,0,0,0,0,0
Spring 2023,Lower Division,COMS 151,615711521,3,31,24,3,1,6,6,3,1,2,1,0,1,0,0
Spring 2023,Lower Division,SPAN 101,1888122063,4,31,24,17,1,0,2,2,0,1,0,0,0,1,0
Spring 2023,Lower Division,MATH 141,3554558755,3,31,24,1,0,2,2,1,2,8,0,0,2,1,5
Spring 2023,Lower Division,MATH 150B,3134948481,5,31,24,1,0,3,6,0,4,3,0,0,2,0,5
Spring 2023,Lower Division,ART 200,314207623,3,25,25,8,4,1,3,0,2,4,0,0,0,0,3
Spring 2023,Lower Division,ART 200,2071504850,3,25,25,13,2,0,5,0,0,0,0,0,0,0,5
Spring 2023,Upper Division,ART 322A,2717644831,3,25,25,15,4,2,2,0,1,0,1,0,0,0,0
Spring 2023,Upper Division,ART 344,3392600813,3,25,25,12,7,0,2,1,0,1,2,0,0,0,0
Spring 2023,Upper Division,ART 352,4132096484,3,25,25,7,1,1,4,1,2,0,1,0,1,1,6
Spring 2023,Upper Division,ART 364,3158244604,3,25,25,15,1,0,0,3,0,0,0,0,0,0,6
Spring 2023,Lower Division,CTVA 250,1875350089,3,25,25,10,8,3,1,3,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 346,3960525362,3,25,25,5,11,8,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 453,4145088203,3,25,25,24,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 455,1875350089,3,25,25,10,7,5,3,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,COMS 151,723490623,3,25,25,15,1,2,4,3,0,0,0,0,0,0,0
Spring 2023,Upper Division,COMS 309,3327455887,3,25,25,12,3,2,3,3,1,0,0,0,0,1,0
Spring 2023,Upper Division,COMS 309,2664009340,3,25,25,19,5,1,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,COMS 321,4255957347,3,25,25,4,2,5,2,3,2,1,2,0,0,0,4
Spring 2023,Upper Division,COMS 321,4255957347,3,25,25,8,6,3,2,0,1,1,4,0,0,0,0
Spring 2023,Upper Division,COMS 321,4255957347,3,25,25,8,5,3,1,2,1,1,1,0,1,0,2
Spring 2023,Upper Division,COMS 430,2447081970,3,25,25,8,6,3,3,1,0,0,0,0,0,0,4
Spring 2023,Upper Division,MUS 361,239437623,2,25,25,15,7,0,0,3,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 361,239437623,2,25,25,16,5,2,0,1,0,1,0,0,0,0,0
Spring 2023,Upper Division,MUS 361L,239437623,1,25,25,15,7,0,0,3,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 361L,239437623,1,25,25,16,5,2,0,1,0,1,0,0,0,0,0
Spring 2023,Lower Division,TH 155,1926550350,2,25,25,12,2,2,5,0,0,1,0,1,0,0,2
Spring 2023,Upper Division,TH 371,2984023052,2,25,25,23,2,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,TH 371,2984023052,2,25,25,20,2,1,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,TH 371L,2984023052,1,25,25,24,1,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,TH 371L,2984023052,1,25,25,20,2,1,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,BUS 489BH,3283411211,3,25,25,18,5,1,0,0,0,0,0,0,0,0,1
Spring 2023,Upper Division,MKT 346,91897099,3,25,25,5,4,3,4,2,2,2,1,1,0,1,0
Spring 2023,Upper Division,DEAF 350,3753106189,3,25,25,18,1,2,2,0,1,1,0,0,0,0,0
Spring 2023,Upper Division,DEAF 400,1934453144,3,25,25,13,3,2,1,0,0,0,0,1,0,0,5
Spring 2023,Upper Division,DEAF 484,796729993,3,25,25,18,0,0,5,0,0,2,0,0,0,0,0
Spring 2023,Upper Division,DEAF 484,796729993,3,25,25,18,0,0,5,0,0,1,0,0,0,0,1
Spring 2023,Lower Division,ELPS 203,323423347,3,25,25,9,0,2,2,1,0,3,0,0,2,0,6
Spring 2023,Upper Division,EPC 314,2055128884,3,25,25,15,0,0,8,0,0,0,0,0,0,0,2
Spring 2023,Graduate,E ED 515,246091237,3,25,25,24,0,0,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,E ED 575,1164681085,3,25,25,14,6,3,0,1,1,0,0,0,0,0,0
Spring 2023,Graduate,E ED 575,3843375814,3,25,25,17,7,1,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,S ED 529,45639166,3,25,25,16,5,2,0,0,0,0,1,0,0,0,1
Spring 2023,Graduate,S ED 529,3691584461,3,25,25,14,1,3,0,1,2,1,0,0,0,0,3
Spring 2023,Upper Division,SPED 402,3934223484,3,25,25,11,5,2,1,3,0,2,1,0,0,0,0
Spring 2023,Upper Division,SPED 420,860380813,3,25,25,17,3,1,0,1,1,0,0,0,0,1,1
Spring 2023,Upper Division,SPED 420,2121303435,3,25,25,17,3,1,0,2,0,1,1,0,0,0,0
Spring 2023,Graduate,SPED 502MME,2538027334,3,25,25,19,3,0,3,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,C E 240,2477509920,3,25,25,4,0,5,4,3,3,2,2,0,1,0,1
Spring 2023,Upper Division,C E 315,3958176629,2,25,25,1,1,0,2,3,5,3,2,0,1,0,7
Spring 2023,Lower Division,COMP 122,1149212743,1,25,25,7,1,2,3,0,2,4,1,0,0,0,5
Spring 2023,Lower Division,COMP 122L,1149212743,1,25,25,7,1,2,3,0,2,4,1,0,0,0,5
Spring 2023,Upper Division,CIT 481,667201443,2,25,25,12,8,4,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CIT 481L,667201443,1,25,25,12,8,4,1,0,0,0,0,0,0,0,0
Spring 2023,Graduate,COMP 589,65159909,3,25,25,1,8,2,6,2,3,3,0,0,0,0,0
Spring 2023,Lower Division,ECE 240,612713129,3,25,25,6,2,6,4,4,2,1,0,0,0,0,0
Spring 2023,Lower Division,M E 186,3446593237,1,25,25,4,3,2,6,1,3,0,1,0,4,0,1
Spring 2023,Lower Division,M E 186,3446593237,1,25,25,2,3,1,1,0,3,2,7,1,2,0,3
Spring 2023,Lower Division,M E 186L,3446593237,1,25,25,4,3,2,6,1,3,0,1,0,4,0,1
Spring 2023,Lower Division,M E 186L,3446593237,1,25,25,2,3,1,1,0,3,2,7,1,2,0,3
Spring 2023,Upper Division,M E 330,1526663282,3,25,25,1,4,3,2,7,4,1,1,0,1,0,1
Spring 2023,Upper Division,CADV 380,2373878244,3,25,25,9,2,5,2,2,2,3,0,0,0,0,0
Spring 2023,Upper Division,CADV 380,3307192712,3,25,25,19,2,2,0,0,0,1,0,0,0,0,1
Spring 2023,Upper Division,CADV 380,3776425184,3,25,25,7,0,0,14,0,0,3,0,0,1,0,0
Spring 2023,Upper Division,CADV 380L,2373878244,1,25,25,6,5,2,4,2,5,1,0,0,0,0,0
Spring 2023,Upper Division,CADV 380L,3307192712,1,25,25,16,2,3,3,0,0,1,0,0,0,0,0
Spring 2023,Upper Division,CADV 380L,3776425184,1,25,25,7,0,0,14,0,0,3,0,0,1,0,0
Spring 2023,Upper Division,CADV 381,3776425184,3,25,25,9,0,0,6,0,0,7,0,0,2,0,1
Spring 2023,Upper Division,CADV 381L,3776425184,1,25,25,9,0,0,6,0,0,7,0,0,2,0,1
Spring 2023,Upper Division,CADV 455,3607461820,3,25,25,22,0,2,0,0,0,1,0,0,0,0,0
Spring 2023,Upper Division,CADV 460,2363445755,3,25,25,20,0,1,0,2,1,0,0,0,0,0,1
Spring 2023,Upper Division,CADV 460,2363445755,3,25,25,21,1,1,0,0,0,0,0,0,0,0,2
Spring 2023,Upper Division,CADV 460,2066825013,3,25,25,12,5,4,0,0,0,0,0,0,0,0,4
Spring 2023,Graduate,CD 501,3989522683,3,25,25,25,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Graduate,CD 558,2608460207,3,25,25,10,0,0,12,0,0,3,0,0,0,0,0
Spring 2023,Graduate,CD 668,1527323987,3,25,25,25,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,EOH 356B,4083695095,3,25,25,15,0,1,3,0,2,4,0,0,0,0,0
Spring 2023,Lower Division,FCS 255,78322776,3,25,25,8,8,2,3,3,1,0,0,0,0,0,0
Spring 2023,Lower Division,HSCI 170,1196688169,2,25,25,1,3,5,6,1,2,2,2,0,0,0,3
Spring 2023,Upper Division,HSCI 312,1810025289,3,25,25,22,1,1,0,0,0,0,0,0,0,0,1
Spring 2023,Upper Division,HSCI 313,593235910,3,25,25,13,0,0,5,0,0,5,0,0,1,0,1
Spring 2023,Upper Division,HSCI 331,2142743535,3,25,25,5,4,3,3,1,4,2,1,0,1,0,1
Spring 2023,Upper Division,HSCI 390L,2148380496,1,25,25,11,5,2,2,1,0,2,0,0,1,0,1
Spring 2023,Upper Division,HSCI 414,708192663,3,25,25,2,2,6,5,2,2,2,2,1,0,0,1
Spring 2023,Upper Division,HSCI 437,1062432342,3,25,25,18,6,0,0,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,HSCI 488,4123651965,3,25,25,4,4,5,5,2,2,1,2,0,0,0,0
Spring 2023,Upper Division,HSCI 488,2991217462,3,25,25,7,3,5,3,4,0,1,1,0,1,0,0
Spring 2023,Graduate,HSCI 619,870417216,3,25,25,16,4,3,2,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,KIN 345L,22843857,1,25,25,7,0,0,3,0,0,11,1,0,2,0,1
Spring 2023,Upper Division,KIN 456,4122044812,3,25,25,15,5,4,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,NURS 426,1878250916,3,25,25,13,6,3,1,0,0,1,0,0,0,0,1
Spring 2023,Upper Division,RTM 302,3560415005,3,25,25,21,0,0,1,1,0,1,0,1,0,0,0
Spring 2023,Lower Division,CH S 151,506417517,3,25,25,14,5,6,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ENGL 115,3072251259,3,25,25,1,3,3,3,3,0,0,0,0,0,0,12
Spring 2023,Lower Division,ENGL 115,2068281276,3,25,25,4,5,1,4,1,0,1,0,3,0,0,6
Spring 2023,Upper Division,BIOL 421,2094599998,2,25,25,9,7,3,3,2,0,1,0,0,0,0,0
Spring 2023,Upper Division,BIOL 421L,2094599998,1,25,25,9,7,3,3,2,0,1,0,0,0,0,0
Spring 2023,Upper Division,BIOL 492B,2094599998,1,25,25,9,7,3,3,2,0,1,0,0,0,0,0
Spring 2023,Lower Division,MATH 131,4217512081,3,25,25,7,0,3,3,3,3,3,1,2,0,0,0
Spring 2023,Upper Division,MATH 490,2819945553,3,25,25,13,9,2,1,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ANTH 232,199083325,3,25,25,8,3,1,2,3,0,1,2,0,0,2,3
Spring 2023,Lower Division,CJS 280,2166343887,3,25,25,5,4,2,3,3,1,2,1,0,4,0,0
Spring 2023,Upper Division,CJS 380L,1895664600,1,25,25,17,0,5,1,0,1,1,0,0,0,0,0
Spring 2023,Upper Division,CJS 452WD,2913175150,3,25,25,3,3,3,3,7,1,3,1,0,0,0,1
Spring 2023,Upper Division,CJS 454PY,1474708202,3,25,25,17,0,0,6,0,0,0,0,0,1,0,1
Spring 2023,Upper Division,POLS 471E,1406321120,3,25,25,18,3,1,3,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,PSY 320L,3374784393,1,25,25,17,2,1,0,2,0,0,2,0,0,1,0
Spring 2023,Upper Division,PSY 320L,3354592147,1,25,25,4,4,1,4,5,0,4,1,1,0,0,1
Spring 2023,Upper Division,PSY 320L,734142841,1,25,25,12,3,4,2,0,0,0,1,0,2,0,1
Spring 2023,Upper Division,PSY 321L,2908811699,1,25,25,10,6,1,2,3,1,1,0,1,0,0,0
Spring 2023,Upper Division,PSY 321L,1526900103,1,25,25,17,3,1,0,0,0,0,4,0,0,0,0
Spring 2023,Upper Division,URBS 340B,974117631,3,25,25,2,6,3,8,1,1,1,2,0,0,0,1
Spring 2023,Graduate,DCDL 530,3510824201,3,25,25,16,1,1,3,0,1,0,1,0,0,0,2
Spring 2023,Lower Division,UNIV 100,1404117543,3,25,25,6,3,1,0,0,0,4,1,0,0,0,10
Summer 2023,Upper Division,CTVA 310,2304943940,3,25,25,21,4,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,COMS 356,1795609486,3,25,25,10,8,1,1,2,2,0,1,0,0,0,0
Summer 2023,Graduate,EPC 657MF,2072648057,3,25,25,24,1,0,0,0,0,0,0,0,0,0,0
Summer 2023,Graduate,EPC 675,1264729150,3,25,25,24,0,0,0,0,0,1,0,0,0,0,0
Summer 2023,Graduate,S ED 514,3755791226,3,25,25,19,3,0,0,0,1,0,0,0,0,0,2
Summer 2023,Upper Division,C E 439,2913493677,3,25,25,4,3,8,4,6,0,0,0,0,0,0,0
Summer 2023,Upper Division,ECE 425,1843240931,3,25,25,3,5,6,2,0,3,0,2,3,0,0,1
Summer 2023,Graduate,CD 659,3901453587,3,25,25,23,0,0,2,0,0,0,0,0,0,0,0
Summer 2023,Graduate,CD 661,3846691243,3,25,25,20,0,0,5,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,KIN 310,1508851059,3,25,25,18,1,1,4,0,0,1,0,0,0,0,0
Summer 2023,Upper Division,KIN 346,4052178836,3,25,25,0,0,0,2,3,2,7,4,0,3,2,2
Summer 2023,Upper Division,NURS 307,3300190610,2,25,25,0,5,1,11,4,3,1,0,0,0,0,0
Summer 2023,Upper Division,NURS 430,4222943882,2,25,25,25,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,NURS 495,4098407982,1,25,25,25,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Lower Division,CH S 245,1381206859,3,25,25,9,4,2,1,0,0,1,0,1,2,0,5
Winter 2023,Upper Division,CADV 310,3607461820,3,25,25,25,0,0,0,0,0,0,0,0,0,0,0
