Term,Course Level,Course,UNIQUE ID,Course Units,Enrollment,Total Letter Grades,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Spring 2023,Upper Division,SOC 459,1386927637,3,48,48,39,0,0,7,0,0,0,0,0,0,0,2
Spring 2023,Upper Division,SOC 467,4202075585,3,48,48,36,2,3,2,1,0,1,1,2,0,0,0
Spring 2023,Upper Division,SOC 497,1880013689,3,48,48,18,5,5,6,6,2,3,0,0,1,0,2
Spring 2023,Upper Division,SOC 497,2166737923,3,48,48,0,1,5,8,7,2,12,5,1,6,0,1
Spring 2023,Lower Division,URBS 150,2351833927,3,48,48,26,0,3,4,1,3,1,1,1,3,0,5
Spring 2023,Lower Division,URBS 150,2351833927,3,48,48,28,0,7,5,0,2,2,0,1,1,0,2
Spring 2023,Lower Division,URBS 150,2351833927,3,48,48,25,0,5,3,1,2,5,1,0,1,0,5
Summer 2023,Upper Division,MKT 304,1543887043,3,48,48,9,15,13,4,5,0,0,0,1,0,0,1
Summer 2023,Upper Division,PSY 345,1451622965,3,48,48,21,10,5,2,1,3,2,2,2,0,0,0
Summer 2023,Upper Division,PSY 352,1574271143,3,48,48,32,3,4,4,3,1,0,0,0,0,1,0
Summer 2023,Upper Division,SOC 324,2236627564,3,48,48,41,2,2,2,0,1,0,0,0,0,0,0
Spring 2023,Upper Division,R S 361,3492135416,3,49,48,34,1,6,6,0,1,0,0,0,0,0,0
Spring 2023,Lower Division,BIOL 100L,3827819800,1,49,48,21,0,0,16,0,0,9,0,0,2,0,0
Spring 2023,Lower Division,BIOL 100L,1325841712,1,49,48,26,0,0,14,0,0,3,0,0,0,0,5
Spring 2023,Lower Division,BIOL 100L,1325841712,1,49,48,27,0,0,13,0,0,2,0,0,1,0,5
Spring 2023,Lower Division,HIST 110,3757107370,3,49,48,0,3,3,12,13,4,6,3,0,0,0,4
Spring 2023,Upper Division,URBS 310,1852197529,3,49,48,48,0,0,0,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,PSY 365,1864468386,3,49,48,45,0,0,0,0,0,0,0,0,1,0,2
Spring 2023,Upper Division,BLAW 481,1943773125,3,50,48,2,5,6,9,10,6,4,3,0,2,1,0
Spring 2023,Lower Division,BIOL 100L,3827819800,1,50,48,26,0,0,18,0,0,2,0,0,2,0,0
Summer 2023,Upper Division,GEOL 300,2419483168,3,50,48,14,16,4,4,4,4,0,1,0,1,0,0
Spring 2023,Lower Division,PHYS 100B,3381991498,3,51,48,5,8,2,7,4,2,11,2,0,2,0,5
Spring 2023,Upper Division,GEOL 324,271654682,3,55,48,24,10,6,1,1,0,0,0,2,3,1,0
Spring 2023,Lower Division,GEOL 101,835924653,3,60,48,18,1,0,15,1,1,8,0,0,2,1,1
Spring 2023,Upper Division,CTVA 452A,3387000795,2,49,49,49,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 452B,3387000795,1,49,49,49,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,BLAW 308,2733661670,3,49,49,3,6,7,11,6,4,4,2,4,1,1,0
Spring 2023,Upper Division,BLAW 308,2733661670,3,49,49,14,5,7,6,4,1,2,6,0,2,1,1
Spring 2023,Upper Division,RE 414,87162306,3,49,49,18,7,3,7,7,1,1,1,0,0,0,4
Spring 2023,Upper Division,FIN 352,3900750549,3,49,49,27,8,8,5,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,COMP 322L,1393107935,1,49,49,32,5,4,5,1,0,1,0,0,1,0,0
Spring 2023,Upper Division,FCS 317,3105896327,3,49,49,23,24,0,0,0,0,0,0,0,0,0,2
Spring 2023,Upper Division,FCS 340,3088428529,3,49,49,28,8,4,1,0,3,1,0,0,1,3,0
Spring 2023,Lower Division,CHEM 235,1066536306,3,49,49,5,1,3,3,4,7,12,0,1,3,0,10
Spring 2023,Lower Division,ANTH 151,4233345830,3,49,49,19,11,4,9,2,2,0,0,0,0,0,2
Spring 2023,Upper Division,CJS 334,583239561,3,49,49,43,0,0,5,0,0,0,0,0,1,0,0
Spring 2023,Lower Division,HIST 151,1961465614,3,49,49,21,0,4,13,0,1,2,1,0,0,0,7
Spring 2023,Upper Division,HIST 370,2263838431,3,49,49,45,2,0,0,0,0,1,1,0,0,0,0
Spring 2023,Upper Division,PSY 327,3964832753,3,49,49,11,11,10,7,2,2,2,2,0,0,0,2
Summer 2023,Upper Division,FIN 438,887558093,3,49,49,19,7,5,9,2,2,3,2,0,0,0,0
Summer 2023,Upper Division,COMP 380,3253974711,2,49,49,8,10,5,12,4,7,3,0,0,0,0,0
Summer 2023,Upper Division,PSY 443,1451622965,3,49,49,24,10,3,4,1,1,0,2,1,0,0,3
Spring 2023,Upper Division,ACCT 450,138653080,3,50,49,21,8,7,8,4,0,1,0,0,0,0,0
Spring 2023,Lower Division,BLAW 280,1943773125,3,50,49,8,9,4,11,3,4,2,3,1,2,1,1
Spring 2023,Upper Division,CH S 345,1962621820,3,50,49,13,12,8,8,3,0,2,0,0,0,3,0
Spring 2023,Upper Division,SOC 492,3225134371,3,50,49,25,9,3,3,1,3,0,1,1,0,3,0
Spring 2023,Upper Division,URBS 310,2894527512,3,50,49,11,9,5,7,4,1,4,1,0,1,0,6
Summer 2023,Upper Division,FIN 303,772780507,3,50,49,4,6,7,12,4,3,5,3,1,1,0,3
Spring 2023,Lower Division,HSCI 131,3683055591,3,51,49,22,0,0,18,0,0,4,0,0,2,0,3
Spring 2023,Upper Division,BIOL 325,2094599998,3,51,49,33,5,5,1,0,1,1,1,0,1,0,1
Spring 2023,Lower Division,GEOL 107,3510398584,2,52,49,4,9,9,3,4,4,3,3,0,5,0,5
Spring 2023,Lower Division,GEOL 107L,770318382,1,52,49,4,9,8,3,4,4,3,3,0,6,0,5
Spring 2023,Lower Division,GEOL 122,4084909267,3,55,49,18,2,8,8,5,3,3,1,0,1,0,0
Spring 2023,Upper Division,ANTH 308,2100210479,3,55,49,26,6,4,1,0,5,0,1,1,2,0,3
Spring 2023,Lower Division,BLAW 280,1122834912,3,56,49,1,6,2,8,6,3,8,6,0,7,0,2
Spring 2023,Lower Division,RTM 251,135288955,3,50,50,38,4,3,0,0,1,1,0,0,0,0,3
Spring 2023,Lower Division,BIOL 100L,2241282618,1,50,50,13,3,2,16,1,1,6,0,0,2,0,6
Spring 2023,Lower Division,AFRS 161,201145590,3,50,50,20,22,5,0,0,0,0,0,1,0,2,0
Spring 2023,Upper Division,CJS 360,583239561,3,50,50,36,0,0,5,0,0,5,0,0,4,0,0
Spring 2023,Upper Division,PSY 320,734142841,3,50,50,9,8,8,5,7,2,6,1,2,1,0,1
Summer 2023,Upper Division,PSY 365,1864468386,3,50,50,45,2,2,1,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,MUS 310,3365602859,3,51,50,10,11,1,6,11,0,2,2,0,3,1,3
Summer 2023,Upper Division,PSY 352,1574271143,3,51,50,26,5,10,4,3,0,2,0,0,0,0,0
Summer 2023,Upper Division,PSY 367,734142841,3,51,50,27,6,1,2,1,3,3,2,1,0,0,4
Spring 2023,Lower Division,BIOL 281,599259938,3,52,50,4,1,1,4,3,0,4,0,0,7,2,24
Spring 2023,Upper Division,AFRS 417,2091523602,3,52,50,12,9,14,5,3,0,0,1,0,1,0,5
Spring 2023,Upper Division,SOM 485,709131714,3,53,50,7,14,6,13,6,2,1,1,0,0,0,0
Spring 2023,Lower Division,GEOL 107,3510398584,2,53,50,5,5,8,5,6,1,7,2,0,3,0,8
Spring 2023,Lower Division,GEOL 107L,770318382,1,53,50,5,5,8,5,6,1,7,2,0,3,0,8
Spring 2023,Lower Division,CTVA 210,1558986361,3,51,51,30,11,5,1,1,0,3,0,0,0,0,0
Spring 2023,Upper Division,RE 420,87162306,3,51,51,12,15,5,6,5,3,3,2,0,0,0,0
Summer 2023,Upper Division,PSY 327,2908811699,3,51,51,46,3,1,1,0,0,0,0,0,0,0,0
Summer 2023,Upper Division,PSY 345,1451622965,3,51,51,25,7,5,5,2,2,3,1,0,1,0,0
Spring 2023,Upper Division,BLAW 308,1066627385,3,52,51,9,3,4,5,6,3,6,3,3,3,1,5
Spring 2023,Upper Division,CD 446,623947537,3,52,51,21,0,0,23,0,0,3,0,0,3,0,1
Spring 2023,Lower Division,EOH 101,4156340058,3,52,51,30,0,0,14,0,0,3,0,0,3,0,1
Summer 2023,Upper Division,PSY 367,734142841,3,52,51,30,10,4,2,1,2,1,0,1,0,0,0
Spring 2023,Lower Division,ACCT 230,3025402342,3,53,51,5,6,5,4,5,5,4,1,4,9,0,3
Spring 2023,Upper Division,BLAW 481,1943773125,3,53,51,8,3,2,8,8,5,10,7,0,0,0,0
Spring 2023,Upper Division,SOM 307,742010400,3,53,51,5,5,0,11,2,0,17,5,0,3,0,3
Spring 2023,Lower Division,EOH 101,4156340058,3,54,51,25,0,0,19,0,0,4,0,0,1,0,2
Spring 2023,Upper Division,ACCT 475,132280869,3,52,52,12,7,7,10,8,3,4,0,0,1,0,0
Spring 2023,Upper Division,BLAW 308,1066627385,3,52,52,6,4,5,4,3,6,10,4,3,4,1,2
Spring 2023,Upper Division,GEOL 300,2419483168,3,52,52,24,21,0,3,1,1,0,1,0,0,0,1
Spring 2023,Lower Division,HIST 161,292037292,3,52,52,27,4,5,4,3,4,3,0,0,0,0,2
Spring 2023,Upper Division,PSY 471AB,3964832753,3,52,52,14,6,8,5,8,4,2,1,1,0,0,3
Spring 2023,Lower Division,BLAW 280,1857404816,3,53,52,12,2,2,7,4,9,9,2,1,2,1,1
Summer 2023,Upper Division,PSY 310,1182293356,3,53,53,36,11,1,1,0,1,0,2,1,0,0,0
Spring 2023,Upper Division,CTVA 310,1434602712,3,54,53,6,13,7,8,10,2,1,2,2,0,1,1
Spring 2023,Upper Division,CTVA 319,1635167877,3,54,53,8,16,8,8,2,3,4,0,0,2,0,2
Spring 2023,Upper Division,SOM 306,1737330000,3,54,53,9,6,10,6,8,3,8,2,0,1,0,0
Spring 2023,Lower Division,CIT 160,2115916956,2,54,53,7,10,8,8,7,4,5,1,0,2,0,1
Spring 2023,Upper Division,CJS 360,2260988794,3,54,53,14,10,9,4,4,4,1,3,0,2,1,1
Spring 2023,Upper Division,CTVA 319,1635167877,3,54,54,6,15,14,9,4,1,2,0,1,1,0,1
Spring 2023,Upper Division,CHEM 321,2651549351,2,54,54,7,4,1,2,5,6,4,5,2,3,3,12
Spring 2023,Upper Division,CTVA 319,2021489084,3,55,54,20,10,4,6,8,1,3,0,1,0,0,1
Spring 2023,Lower Division,GEOL 110,3427970147,3,55,54,11,7,10,10,5,3,3,2,0,1,0,2
Summer 2023,Upper Division,PSY 460,3020362501,3,57,54,34,0,0,11,0,4,3,0,0,2,0,0
Spring 2023,Lower Division,CHEM 100,1510558436,3,59,54,7,3,5,4,2,5,14,0,3,1,1,9
Spring 2023,Lower Division,CTVA 210,1558986361,3,55,55,26,14,7,3,1,0,0,0,1,2,1,0
Spring 2023,Upper Division,BLAW 308,913935511,3,55,55,8,3,5,5,6,11,6,3,1,4,1,2
Spring 2023,Upper Division,SOM 416,1737330000,3,55,55,4,8,3,16,11,6,5,2,0,0,0,0
Spring 2023,Upper Division,CD 445,2905277321,3,55,55,28,8,1,7,4,1,1,2,0,2,0,1
Spring 2023,Lower Division,GEOL 101,2419483168,3,55,55,22,21,3,2,1,2,0,0,3,0,0,1
Summer 2023,Upper Division,BLAW 368,1715904186,3,55,55,16,0,0,19,0,0,14,0,0,2,0,4
Summer 2023,Upper Division,ECON 310,191135178,3,55,55,14,0,0,17,0,0,19,0,0,4,0,1
Spring 2023,Upper Division,ECE 493,2922553503,1,56,55,42,4,3,4,0,1,1,0,0,0,0,0
Summer 2023,Upper Division,TH 333,748705744,3,56,55,16,7,11,8,4,4,2,1,0,0,0,2
Summer 2023,Lower Division,PSY 250,1574271143,3,56,55,24,8,9,6,5,2,1,0,0,0,0,0
Spring 2023,Upper Division,CTVA 319,2021489084,3,56,56,30,7,3,2,4,1,5,1,1,1,0,1
Spring 2023,Upper Division,COMP 467,196617609,3,56,56,22,8,1,3,10,3,2,3,0,0,1,3
Spring 2023,Lower Division,GEOL 122,3427970147,3,56,56,2,2,10,11,4,7,2,4,3,0,0,11
Summer 2023,Lower Division,PSY 150,3088911001,3,56,56,32,3,9,4,1,1,0,0,2,2,0,2
Spring 2023,Upper Division,ACCT 475,132280869,3,57,56,24,6,7,9,6,3,1,0,0,0,0,0
Spring 2023,Lower Division,GEOL 101,2419483168,3,57,56,20,9,2,8,5,4,2,2,0,0,1,3
Spring 2023,Upper Division,ACCT 440,3523236152,3,58,56,18,8,7,7,5,2,9,0,0,0,0,0
Spring 2023,Lower Division,ECON 161,4167298438,3,58,56,0,2,2,5,6,8,9,9,5,6,1,3
Spring 2023,Lower Division,GEOL 101,959010983,3,58,56,14,9,4,7,7,2,5,3,1,0,1,3
Spring 2023,Upper Division,GEOL 324,271654682,3,58,56,37,4,4,6,0,1,2,0,0,1,1,0
Spring 2023,Lower Division,CJS 102,2102444391,3,58,56,1,8,9,5,10,0,6,0,0,4,0,13
Spring 2023,Lower Division,GEOL 101,3675559265,3,60,56,4,4,1,0,9,5,7,12,3,5,3,3
Spring 2023,Lower Division,PSY 150,2080342201,3,74,56,12,4,1,13,2,0,12,1,0,7,0,4
Spring 2023,Lower Division,CTVA 210,2304943940,3,57,57,54,3,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,CTVA 319,1635167877,3,57,57,15,14,6,8,3,3,4,2,0,1,0,1
Spring 2023,Upper Division,FIN 303,2733613704,3,57,57,8,7,6,6,6,5,8,3,1,2,0,5
Summer 2023,Upper Division,ART 305,3723407841,3,57,57,18,13,1,4,4,4,3,2,0,1,0,7
Spring 2023,Lower Division,BLAW 280,698782082,3,58,57,5,3,2,10,3,1,20,5,0,4,0,4
Spring 2023,Lower Division,ECON 161,3740999346,3,59,57,6,0,1,6,0,2,10,3,0,12,0,17
Spring 2023,Lower Division,GEOL 101,3675559265,3,61,57,2,0,2,4,5,7,8,9,2,4,6,8
Spring 2023,Lower Division,CHEM 101,3338138646,3,62,57,5,6,4,1,7,4,8,11,0,4,0,7
Spring 2023,Lower Division,CHEM 100,1510558436,3,63,57,4,3,5,5,5,4,13,3,2,2,1,10
Spring 2023,Lower Division,PSY 150,2155769060,3,73,57,13,9,7,7,3,3,6,3,0,2,0,4
Spring 2023,Upper Division,CTVA 305,4279449513,3,58,58,12,16,10,6,4,1,5,0,0,0,0,4
Spring 2023,Upper Division,IS 312,1179388807,3,58,58,5,15,14,12,4,4,4,0,0,0,0,0
Spring 2023,Upper Division,BIOL 471A,875449599,3,58,58,5,7,10,12,9,6,4,3,0,1,1,0
Spring 2023,Lower Division,GEOL 101,2419483168,3,58,58,30,10,4,2,0,6,1,1,0,0,1,3
Spring 2023,Lower Division,ACCT 220,3025402342,3,59,58,11,5,4,6,0,4,5,4,8,5,0,6
Spring 2023,Upper Division,ACCT 465,3514363443,3,59,58,6,7,11,6,15,8,5,0,0,0,0,0
Spring 2023,Upper Division,RE 412,3785344068,3,59,58,12,10,12,0,2,17,5,0,0,0,0,0
Spring 2023,Lower Division,IS 212,1572577954,3,59,58,24,0,0,20,0,0,4,0,0,3,0,7
Spring 2023,Lower Division,HSCI 231,3683055591,3,60,58,33,0,0,18,0,0,4,0,0,0,0,3
Summer 2023,Upper Division,ECON 308,4167298438,3,61,58,0,2,6,11,7,13,11,6,0,0,0,2
Spring 2023,Upper Division,CTVA 310,2304943940,3,59,59,59,0,0,0,0,0,0,0,0,0,0,0
Spring 2023,Upper Division,FCS 357,1951842756,3,59,59,5,14,27,10,2,0,0,0,0,1,0,0
Spring 2023,Lower Division,GEOL 110,495873881,3,59,59,12,13,11,10,6,2,0,0,0,1,0,4
Spring 2023,Lower Division,GEOL 101,2419483168,3,60,59,23,5,2,6,7,1,2,3,0,2,3,5
Spring 2023,Upper Division,PSY 426,228348252,3,60,59,25,9,4,8,3,2,4,2,1,0,0,1
Spring 2023,Lower Division,BIOL 211,1032756204,2,61,59,1,3,1,3,4,3,8,0,0,9,0,27
Spring 2023,Lower Division,GEOL 106LRS,495873881,3,63,59,2,1,4,11,12,8,11,3,2,3,0,2
Spring 2023,Lower Division,ECON 160,3740999346,3,67,59,5,0,2,2,2,1,19,1,0,12,0,15
Spring 2023,Upper Division,CTVA 310,2021489084,3,60,60,24,12,5,8,2,5,1,1,0,1,0,1
Spring 2023,Upper Division,TH 325,2520643511,3,60,60,20,17,6,7,1,0,3,1,2,0,0,3
Spring 2023,Lower Division,IS 212,1572577954,3,60,60,12,0,0,18,0,0,16,0,0,6,0,8
Spring 2023,Upper Division,CHEM 334,1959749058,3,60,60,9,0,0,14,0,0,24,0,0,6,0,7
Spring 2023,Upper Division,PSY 345,1451622965,3,60,60,30,7,8,4,6,3,1,0,1,0,0,0
Spring 2023,Upper Division,ANTH 326,2993749517,3,61,60,41,3,3,3,4,1,1,0,0,0,3,1
Spring 2023,Upper Division,GEOG 324,702757726,3,62,60,12,0,0,27,0,0,11,0,0,5,0,5
Spring 2023,Upper Division,CTVA 309,1635167877,3,64,60,20,15,5,10,3,1,1,0,1,0,0,4
Spring 2023,Lower Division,CHEM 100,1510558436,3,70,60,6,2,2,6,5,3,20,3,5,2,1,5
Spring 2023,Upper Division,ACCT 460,3127150613,3,61,61,17,7,5,12,6,3,8,0,0,2,0,1
Spring 2023,Upper Division,FIN 355,3900750549,3,61,61,19,13,12,8,4,2,1,1,0,0,0,1
Spring 2023,Upper Division,IS 451,1866380031,3,61,61,54,0,0,6,0,0,1,0,0,0,0,0
Summer 2023,Lower Division,ASTR 152,3525423036,3,61,61,47,0,0,6,0,0,2,0,0,1,0,5
Spring 2023,Lower Division,JOUR 250,4047972296,3,62,61,13,11,5,3,8,0,12,1,0,3,0,5
Spring 2023,Lower Division,PHYS 220B,3100054076,3,62,61,1,3,1,16,3,9,25,2,0,0,0,1
Spring 2023,Lower Division,POLS 225,1279250821,3,62,61,21,8,4,3,5,2,5,7,0,0,3,3
Spring 2023,Upper Division,ACCT 441,452834909,3,63,61,52,0,3,0,0,2,1,0,0,3,0,0
Spring 2023,Lower Division,ANTH 152,3149159001,3,63,61,29,5,3,5,5,2,3,1,0,2,0,6
Spring 2023,Upper Division,ANTH 326,2993749517,3,63,61,35,7,4,2,2,0,2,0,0,1,0,8
Spring 2023,Lower Division,ACCT 220,1036097879,3,64,61,8,4,6,3,6,6,4,5,6,5,6,2
Spring 2023,Upper Division,JOUR 365,2190814207,3,65,61,12,11,2,15,4,2,7,2,4,1,1,0
Spring 2023,Upper Division,CD 410,2326316129,3,68,61,45,0,0,8,0,0,2,0,0,2,0,4
Spring 2023,Lower Division,ANTH 153,2221448970,3,62,62,29,8,0,8,7,2,0,0,0,0,0,8
Spring 2023,Upper Division,CJS 310,85830273,3,62,62,16,17,7,5,3,5,3,2,0,1,0,3
Spring 2023,Lower Division,PSY 150,137055777,3,62,62,19,12,3,12,6,1,5,2,0,2,0,0
Spring 2023,Upper Division,PSY 367,3513911012,3,62,62,14,10,7,13,5,5,2,2,1,0,2,1
Spring 2023,Upper Division,SOC 304,1147617390,3,62,62,35,0,0,14,0,0,12,0,0,0,0,1
Spring 2023,Lower Division,ACCT 220,2725053422,3,65,62,10,0,0,18,0,0,28,0,0,6,0,0
Spring 2023,Upper Division,CADV 350,3056529015,3,66,62,19,10,7,5,9,4,6,0,0,0,1,1
Spring 2023,Lower Division,CHEM 101,2135883943,3,72,62,7,2,2,7,8,11,9,6,4,2,4,0
Spring 2023,Upper Division,RE 416,829251772,3,63,63,30,15,8,7,2,1,0,0,0,0,0,0
Spring 2023,Lower Division,ACCT 230,3025402342,3,64,63,13,6,2,6,3,7,5,9,1,7,0,4
Spring 2023,Lower Division,PSY 150,137055777,3,64,63,13,13,5,13,3,3,8,1,0,0,0,4
Spring 2023,Lower Division,ACCT 220,2725053422,3,65,63,10,0,0,16,0,0,32,0,0,5,0,0
Spring 2023,Lower Division,ANTH 108,974117631,3,65,63,12,10,8,14,4,1,3,4,0,0,0,7
Spring 2023,Upper Division,ART 315,3041145189,3,70,63,41,4,3,5,3,1,0,2,0,2,0,2
Spring 2023,Upper Division,BIOL 306,2445393765,3,72,63,26,8,5,5,6,3,1,2,1,0,2,4
Spring 2023,Upper Division,PSY 367,137055777,3,64,64,22,9,2,14,12,2,1,0,0,1,0,1
Spring 2023,Lower Division,ACCT 220,434467893,3,65,64,7,0,0,23,0,0,23,0,0,8,0,3
Spring 2023,Upper Division,JOUR 372,2190814207,3,66,64,3,6,5,16,6,4,10,6,1,0,2,5
Spring 2023,Lower Division,JOUR 100,165091855,3,65,65,17,7,9,11,6,2,2,2,0,2,1,6
Spring 2023,Lower Division,CHEM 100,550175393,3,65,65,21,6,8,9,6,6,2,0,4,2,0,1
Spring 2023,Upper Division,SOC 356,3388962880,3,65,65,48,9,4,1,1,1,0,1,0,0,0,0
Spring 2023,Lower Division,ACCT 230,2055689473,3,66,65,8,7,5,17,4,12,4,3,0,2,0,3
Spring 2023,Upper Division,POLS 355,1977442155,3,66,65,38,9,8,4,0,0,1,0,0,1,0,4
Spring 2023,Lower Division,CTVA 100,1434602712,3,67,65,3,12,20,4,8,1,3,1,9,1,0,3
Spring 2023,Upper Division,ART 315,3579369150,3,66,66,12,8,4,5,4,4,8,5,0,2,0,14
Spring 2023,Upper Division,ART 315,3579369150,3,66,66,8,7,2,5,7,8,5,2,1,3,1,17
Spring 2023,Upper Division,SOM 467,311721384,3,66,66,34,5,7,13,1,1,4,0,0,0,0,1
Spring 2023,Upper Division,ASTR 352,3120331538,3,66,66,47,0,4,6,0,1,3,0,1,2,0,2
Spring 2023,Upper Division,CJS 370,583239561,3,66,66,52,0,0,12,0,0,0,0,0,2,0,0
Spring 2023,Upper Division,POLS 310,1977442155,3,66,66,35,5,9,13,0,3,1,0,0,0,0,0
Spring 2023,Upper Division,PSY 351,3964832753,3,66,66,19,8,10,13,5,2,7,0,1,0,0,1
Spring 2023,Upper Division,PSY 367,137055777,3,66,66,32,16,0,11,1,2,1,1,0,1,0,1
Spring 2023,Upper Division,CHEM 333,678473952,3,67,66,2,6,3,4,2,7,5,8,3,2,3,21
Spring 2023,Lower Division,CHEM 100,3261124830,3,68,66,5,4,17,7,3,7,8,1,0,2,0,12
Spring 2023,Upper Division,CTVA 309,547933895,3,70,66,2,7,10,17,9,8,9,0,1,2,0,1
Spring 2023,Upper Division,ART 315,2957746224,3,67,67,5,7,11,13,7,3,7,5,4,1,1,3
Spring 2023,Graduate,ACCT 511,1978167016,3,67,67,64,2,1,0,0,0,0,0,0,0,0,0
Spring 2023,Lower Division,ECON 161,1427426800,3,67,67,4,6,3,8,8,16,14,2,3,1,0,2
Spring 2023,Upper Division,JOUR 371,2190814207,3,68,67,5,14,8,13,9,8,5,1,1,1,0,2
Spring 2023,Lower Division,ECON 160,4052569396,3,68,67,5,5,6,12,14,10,8,2,0,1,0,4
Spring 2023,Upper Division,FIN 302,613102979,3,68,67,17,9,4,5,5,6,3,3,1,2,4,8
Summer 2023,Upper Division,ART 305,4262999613,3,68,67,57,4,4,1,1,0,0,0,0,0,0,0
Spring 2023,Upper Division,BIOL 327,188219832,3,88,67,15,7,2,6,1,0,17,0,4,5,7,3
Spring 2023,Lower Division,ACCT 230,138653080,3,68,68,12,9,10,21,5,6,3,0,0,1,0,1
Spring 2023,Lower Division,ACCT 230,1036097879,3,68,68,10,2,4,4,8,11,7,6,6,3,3,4
Spring 2023,Lower Division,CHEM 100,3261124830,3,69,68,6,6,8,6,5,8,9,1,3,6,0,10
Spring 2023,Lower Division,POLS 197,3510824201,3,69,68,16,17,4,7,6,4,4,3,0,1,0,6
Spring 2023,Upper Division,PSY 320,59870786,3,69,68,30,10,5,3,8,3,7,2,0,0,0,0
Spring 2023,Upper Division,PSY 321,2908811699,3,69,68,37,10,8,7,2,2,0,0,0,1,0,1
Spring 2023,Lower Division,CHEM 101,3338138646,3,72,68,9,4,8,5,8,11,7,4,0,7,0,5
Spring 2023,Upper Division,ART 305,2457568561,3,69,69,35,1,4,17,1,1,7,1,0,1,0,1
Spring 2023,Upper Division,ART 305,1380020781,3,69,69,15,21,12,8,4,3,1,3,1,0,0,1
Spring 2023,Upper Division,ART 315,94028909,3,69,69,18,20,4,4,4,6,3,3,0,1,2,4
Spring 2023,Upper Division,PSY 321,1773611203,3,69,69,20,12,11,9,6,5,4,1,0,1,0,0
Spring 2023,Upper Division,ART 305,3723407841,3,70,69,16,15,8,8,3,4,0,4,2,1,1,7
Spring 2023,Lower Division,CHEM 101,458516651,3,70,69,8,5,4,7,11,5,5,1,0,4,0,19
Spring 2023,Upper Division,CJS 360,583239561,3,70,69,65,0,0,3,0,0,1,0,0,0,0,0
Spring 2023,Lower Division,CHEM 102,465603759,3,71,69,17,4,5,6,12,4,5,3,1,3,0,9
Spring 2023,Upper Division,ART 305,1380020781,3,70,70,19,16,16,6,1,3,3,3,0,1,0,2
Spring 2023,Upper Division,ART 305,4262999613,3,70,70,54,9,3,2,1,0,1,0,0,0,0,0
Spring 2023,Upper Division,ART 305,1380020781,3,70,70,14,23,14,8,3,2,3,2,0,0,0,1
Spring 2023,Upper Division,CHEM 334,1500042699,3,70,70,6,8,8,7,7,6,5,6,3,1,1,12
Spring 2023,Lower Division,CTVA 100,4279449513,3,71,70,24,14,11,10,2,4,1,0,0,0,0,4
Spring 2023,Lower Division,CHEM 101,2049103074,3,71,70,10,8,11,4,2,4,4,7,6,3,5,6
Spring 2023,Upper Division,CJS 380,1895664600,2,71,70,39,0,13,9,0,3,2,0,0,0,0,4
Spring 2023,Upper Division,SOM 306,4167298438,3,73,70,0,2,1,3,6,7,16,11,8,7,7,2
Spring 2023,Lower Division,CHEM 103,1868214771,3,73,70,6,4,2,10,5,8,16,0,3,8,2,6
Spring 2023,Lower Division,CHEM 100,3261124830,3,74,70,4,3,9,7,8,9,8,4,3,2,0,13
Spring 2023,Upper Division,ART 305,3723407841,3,71,71,16,7,5,13,4,4,6,1,3,3,2,7
Spring 2023,Upper Division,PSY 321,3469661718,3,71,71,8,12,10,18,10,4,4,1,1,0,0,3
Spring 2023,Lower Division,CTVA 100,1434602712,3,72,71,6,8,11,15,7,2,2,2,11,2,0,5
Spring 2023,Lower Division,ECON 161,2316740296,3,72,71,1,11,9,20,7,4,11,1,1,1,1,4
Spring 2023,Lower Division,CHEM 101,2699169180,3,72,71,15,5,7,6,9,7,6,4,2,3,2,5
Spring 2023,Upper Division,CHEM 333,1500042699,3,73,71,5,4,2,7,8,9,1,9,4,6,4,12
Spring 2023,Upper Division,SOC 440,1147617390,3,73,71,50,0,0,16,0,0,2,0,0,0,0,3
Spring 2023,Lower Division,ASTR 154L,1670508121,1,83,71,15,10,10,9,2,6,7,2,0,1,3,6
Spring 2023,Lower Division,ECON 160,3588592400,3,73,72,14,6,4,5,3,12,8,12,0,0,1,7
Spring 2023,Lower Division,BIOL 213,3985557137,3,73,72,15,5,2,11,9,7,8,2,0,7,0,6
Spring 2023,Upper Division,ART 305,3723407841,3,73,73,4,14,9,6,5,5,7,6,3,3,2,9
Spring 2023,Upper Division,CHEM 333,1959749058,3,73,73,6,0,0,19,0,0,18,0,0,5,0,25
Spring 2023,Upper Division,POLS 355,2573168786,3,73,73,43,6,8,2,4,2,3,1,1,1,0,2
Spring 2023,Upper Division,PSY 321,1526900103,3,73,73,51,7,5,4,4,0,1,1,0,0,0,0
Spring 2023,Upper Division,PSY 406,4103745647,3,73,73,11,7,4,21,5,10,8,2,0,1,2,2
Spring 2023,Lower Division,CHEM 102,465603759,3,74,73,35,5,8,2,4,5,3,0,3,2,1,5
