,Semester,Course Level,Course,Instructor Unique ID,Units,A,A+,A-,B,B+,B-,C,C+,C-,D,D+,D-,F
20212,Spring 2018,Undergraduate,HIST  300,420638,3,8,0,5,2,4,2,1,1,0,1,0,1,0
20213,Spring 2018,Undergraduate,HIST  302,11205662,3,2,0,8,1,2,0,0,0,0,0,0,0,0
20214,Spring 2018,Undergraduate,HIST  310,1315742,3,3,0,4,5,4,1,1,2,0,0,0,0,3
20215,Spring 2018,Undergraduate,HIST  320,1315742,3,7,0,1,5,4,0,0,0,0,0,0,0,1
20216,Spring 2018,Undergraduate,HIST  338,1895270,3,5,0,3,0,4,0,0,0,0,0,0,0,0
20217,Spring 2018,Undergraduate,HIST  340,2894,3,3,0,16,17,11,10,2,6,0,0,0,0,0
20218,Spring 2018,Undergraduate,HIST  340,6566,3,3,0,16,17,11,10,2,6,0,0,0,0,0
20219,Spring 2018,Undergraduate,HIST  342,6566,3,3,0,2,7,1,2,1,1,0,1,0,0,0
20220,Spring 2018,Undergraduate,HIST  342,418838,3,3,0,2,7,1,2,1,1,0,1,0,0,0
20221,Spring 2018,Undergraduate,HIST  349,1351310,3,4,0,0,4,2,1,0,0,0,0,0,0,1
20222,Spring 2018,Undergraduate,HIST  357,1351310,3,13,1,0,4,0,0,0,0,0,0,0,0,0
20223,Spring 2018,Undergraduate,HIST  361,420638,3,15,0,5,2,2,3,0,1,0,0,0,0,1
20224,Spring 2018,Undergraduate,HIST  369,9609422,3,3,0,4,3,7,7,0,5,1,0,0,0,2
20225,Spring 2018,Undergraduate,HIST  369,11218046,3,11,0,2,4,4,3,0,0,0,0,0,0,1
20226,Spring 2018,Undergraduate,HIST  371,13010054,3,7,0,2,3,3,1,1,4,0,1,0,0,0
20227,Spring 2018,Undergraduate,HIST  374,420854,3,8,1,0,5,0,0,6,1,0,0,0,0,3
20228,Spring 2018,Undergraduate,HIST  394,420854,3,8,3,0,7,2,0,6,0,0,1,0,0,1
20229,Spring 2018,Undergraduate,HIST  402,3326,3,0,0,3,1,1,4,1,0,0,0,0,0,1
20230,Spring 2018,Undergraduate,HIST  412,420638,3,7,0,4,0,8,2,2,0,0,0,0,0,3
20231,Spring 2018,Undergraduate,HIST  421,1351310,3,10,1,1,10,2,1,3,0,0,0,0,0,1
20232,Spring 2018,Undergraduate,HIST  491,6566,3,2,0,6,3,3,1,2,2,0,0,0,0,0
20233,Spring 2018,Undergraduate,HLTH  100,6141614,1,42,0,25,5,0,2,2,0,0,1,0,0,0
20234,Spring 2018,Undergraduate,HLTH  100,7048670,1,24,0,9,7,0,0,1,0,0,1,0,0,0
20235,Spring 2018,Undergraduate,HLTH  101,13007894,3,3,0,6,16,8,11,4,3,4,1,1,1,3
20236,Spring 2018,Undergraduate,HLTH  101,13514126,3,16,0,10,8,2,1,0,0,1,1,0,0,1
20237,Spring 2018,Undergraduate,HLTH  102,793742,2,34,0,0,5,0,0,1,0,0,0,0,0,0
20238,Spring 2018,Undergraduate,HLTH  102,13008470,2,76,0,0,1,0,0,5,0,0,1,0,0,2
20239,Spring 2018,Undergraduate,HLTH  300,2513102,3,78,0,7,3,3,0,1,1,1,0,0,0,0
20240,Spring 2018,Undergraduate,HLTH  300,13505774,3,5,0,14,5,2,3,4,2,1,0,0,0,2
20241,Spring 2018,Undergraduate,HLTH  301,13007894,3,6,0,7,2,2,3,2,0,0,0,0,0,0
20242,Spring 2018,Undergraduate,HLTH  301,13008398,3,43,0,1,20,0,1,1,0,0,0,0,0,0
20243,Spring 2018,Undergraduate,HLTH  302,793742,3,45,0,2,1,0,0,1,0,0,0,0,0,0
20244,Spring 2018,Undergraduate,HLTH  302,13008398,3,44,0,11,2,0,0,0,0,0,0,0,0,0
20245,Spring 2018,Undergraduate,HLTH  304,13514126,3,20,0,1,3,2,1,0,0,0,0,0,0,2
20246,Spring 2018,Undergraduate,HLTH  307,3866846,3,16,0,13,2,0,1,1,0,0,0,0,0,0
20247,Spring 2018,Undergraduate,HLTH  308,3866846,3,45,0,21,5,0,2,2,0,0,0,0,0,0
20248,Spring 2018,Undergraduate,HLTH  309,9609638,4,19,0,0,4,0,0,0,0,0,1,0,0,0
20249,Spring 2018,Undergraduate,HLTH  322,128174,2,50,39,12,3,3,3,0,0,0,0,0,0,1
20250,Spring 2018,Undergraduate,HLTH  322,8148542,2,17,1,0,2,2,0,1,1,0,0,0,0,2
20251,Spring 2018,Undergraduate,HLTH  348,7048742,3,1,0,11,1,2,1,0,0,0,0,0,0,0
20252,Spring 2018,Undergraduate,HLTH  499,793742,3,18,0,0,1,0,0,0,0,0,0,0,0,0
20253,Spring 2018,Undergraduate,HLTH  499,9609638,3,24,0,0,1,0,0,0,0,0,0,0,0,0
20254,Spring 2018,Undergraduate,IT  421,4543070,3,5,3,3,7,0,2,1,0,1,1,0,0,0
20255,Spring 2018,Undergraduate,LS  110,2542118,3,7,8,2,1,1,0,0,1,0,0,0,0,1
20256,Spring 2018,Undergraduate,LS  490,15062,3,49,0,0,0,0,0,0,0,0,0,0,0,0
20257,Spring 2018,Undergraduate,MATH  101,784166,3,2,2,4,3,3,0,1,1,0,1,0,1,2
20258,Spring 2018,Undergraduate,MATH  105,3253550,4,11,0,0,17,4,0,14,1,1,5,0,0,3
20259,Spring 2018,Undergraduate,MATH  105,3816662,4,1,1,3,3,3,7,14,1,0,6,0,3,12
20260,Spring 2018,Undergraduate,MATH  105,7957526,4,1,1,0,10,0,1,7,0,1,3,0,3,5
20261,Spring 2018,Undergraduate,MATH  108,784166,3,3,4,1,2,2,2,0,1,0,0,0,1,1
20262,Spring 2018,Undergraduate,MATH  140,419198,3,5,1,6,8,1,2,1,2,2,1,1,0,1
20263,Spring 2018,Undergraduate,MATH  140,8181590,3,14,0,7,6,3,1,0,0,0,0,0,0,0
20264,Spring 2018,Undergraduate,MATH  150,762638,4,2,0,0,3,1,1,1,1,0,0,1,1,9
20265,Spring 2018,Undergraduate,MATH  150,805478,4,2,1,1,14,1,1,9,1,0,1,1,2,0
20266,Spring 2018,Undergraduate,MATH  150,926150,4,4,0,2,7,0,3,1,2,0,4,0,3,3
20267,Spring 2018,Undergraduate,MATH  150,1301630,4,0,2,4,2,1,2,0,2,6,3,0,0,1
20268,Spring 2018,Undergraduate,MATH  150,6993518,4,0,0,0,0,2,1,4,2,2,0,0,0,2
20269,Spring 2018,Undergraduate,MATH  151,762638,4,2,3,1,0,1,0,3,0,0,3,0,0,15
20270,Spring 2018,Undergraduate,MATH  151,11226614,4,4,1,0,3,3,4,5,1,2,3,0,0,5
20271,Spring 2018,Undergraduate,MATH  201,3038,3,5,1,2,2,0,3,1,1,1,0,0,0,0
20272,Spring 2018,Undergraduate,MATH  201,14270,3,2,0,0,6,1,0,4,2,0,1,0,1,2
20273,Spring 2018,Undergraduate,MATH  201,13020278,3,6,1,0,9,4,0,3,0,0,0,0,0,1
20274,Spring 2018,Undergraduate,MATH  202,14270,3,10,0,3,3,7,1,3,1,0,3,1,1,1
20275,Spring 2018,Undergraduate,MATH  202,419198,3,5,2,3,3,1,0,2,1,0,0,0,0,2
20276,Spring 2018,Undergraduate,MATH  202,3870590,3,3,0,0,0,0,0,3,0,6,1,0,1,1
20277,Spring 2018,Undergraduate,MATH  202,5282870,3,1,0,1,4,1,0,1,0,2,0,0,1,1
20278,Spring 2018,Undergraduate,MATH  202,13020278,3,17,0,0,3,2,0,3,1,0,0,0,0,0
20279,Spring 2018,Undergraduate,MATH  208,3038,3,9,4,8,3,0,1,0,3,0,0,0,0,0
20280,Spring 2018,Undergraduate,MATH  208,8181662,3,17,18,9,4,1,1,0,3,0,0,0,0,0
20281,Spring 2018,Undergraduate,MATH  230,11226614,3,6,1,0,12,0,0,7,1,5,3,0,0,9
20282,Spring 2018,Undergraduate,MATH  240,9633614,3,3,1,1,2,2,1,4,2,0,1,0,2,4
20283,Spring 2018,Undergraduate,MATH  250,1343750,3,7,0,1,1,1,2,1,0,0,2,0,0,1
20284,Spring 2018,Undergraduate,MATH  300,2537726,3,24,6,1,12,8,4,5,2,0,2,0,0,1
20285,Spring 2018,Undergraduate,MATH  301,7957526,3,1,0,1,4,0,0,3,1,0,0,0,0,2
20286,Spring 2018,Undergraduate,MATH  308,5341406,3,5,0,7,11,4,4,4,0,1,1,0,0,0
20287,Spring 2018,Undergraduate,MATH  318,926150,3,3,0,1,6,0,0,0,1,0,0,0,0,1
20288,Spring 2018,Undergraduate,MATH  329,14990,3,7,10,1,13,13,15,15,12,7,1,1,0,24
20289,Spring 2018,Undergraduate,MATH  329,3870590,3,3,1,2,12,5,11,6,4,4,0,0,0,4
20290,Spring 2018,Undergraduate,MATH  330,3870518,3,6,0,1,3,0,2,2,1,2,0,1,0,0
20291,Spring 2018,Undergraduate,MATH  331,1343750,3,21,0,6,8,2,1,4,1,0,1,0,0,17
20292,Spring 2018,Undergraduate,MATH  350,8136086,3,5,0,4,1,4,1,3,2,0,4,0,1,0
20293,Spring 2018,Undergraduate,MATH  351,418622,3,2,2,0,1,0,2,2,0,2,0,0,0,4
20294,Spring 2018,Undergraduate,MATH  352,3870590,3,2,1,2,1,0,0,1,2,8,4,0,0,4
20295,Spring 2018,Undergraduate,MATH  352,11072966,3,3,2,4,1,3,1,2,2,3,1,0,1,1
20296,Spring 2018,Undergraduate,MATH  354,428846,3,2,0,1,2,0,1,4,3,2,4,1,0,2
20297,Spring 2018,Undergraduate,MATH  398,8136086,3,10,0,2,0,1,0,0,0,0,0,0,0,0
20298,Spring 2018,Undergraduate,MATH  398,11072966,3,10,0,2,0,1,0,0,0,0,0,0,0,0
20299,Spring 2018,Undergraduate,MATH  438,419198,3,0,4,2,3,2,1,1,1,1,0,0,0,0
20300,Spring 2018,Undergraduate,MATH  448,8136086,3,5,0,2,1,3,1,3,0,0,0,0,0,2
20301,Spring 2018,Undergraduate,MATH  451,2537726,3,17,2,2,3,3,4,2,0,0,0,0,0,0
20302,Spring 2018,Undergraduate,MATH  482,2537726,3,18,1,2,1,2,0,0,0,0,0,0,0,1
20303,Spring 2018,Undergraduate,MATH  499,3038,1,29,0,2,10,3,0,0,0,0,0,0,0,0
20304,Spring 2018,Undergraduate,MGT  307,1882166,3,1,1,2,12,2,20,4,12,5,0,0,1,2
20305,Spring 2018,Undergraduate,MGT  307,11209406,3,0,0,6,16,11,11,6,6,3,1,0,0,2
20306,Spring 2018,Undergraduate,MGT  307,13010342,3,32,0,21,4,10,1,1,1,0,0,0,0,0
20307,Spring 2018,Undergraduate,MGT  325,8438,3,12,0,0,16,0,0,4,0,0,1,0,0,0
20308,Spring 2018,Undergraduate,MGT  325,7038446,3,0,0,4,9,1,5,1,4,1,0,0,0,0
20309,Spring 2018,Undergraduate,MGT  326,8438,3,14,0,0,70,0,0,32,0,0,2,0,0,4
20310,Spring 2018,Undergraduate,MGT  326,1882166,3,2,0,2,14,3,10,3,3,3,0,0,0,1
20311,Spring 2018,Undergraduate,MGT  421,11209406,3,2,0,3,2,2,5,4,3,1,0,2,0,0
20312,Spring 2018,Undergraduate,MGT  471,11209478,3,2,0,5,5,2,5,1,2,0,1,0,0,0
20313,Spring 2018,Undergraduate,MIS  310,3246278,3,4,0,5,24,1,13,0,4,1,3,0,0,2
20314,Spring 2018,Undergraduate,MIS  310,11209478,3,11,0,9,20,7,11,6,4,1,1,1,2,3
20315,Spring 2018,Undergraduate,MIS  310,14252126,3,6,1,11,5,3,3,3,0,1,0,1,0,3
20316,Spring 2018,Undergraduate,MIXT  101,13008038,4,6,0,4,1,2,1,1,2,0,0,1,0,3
20317,Spring 2018,Undergraduate,MKT  310,2538662,3,5,1,12,21,3,6,10,3,2,2,0,0,2
20318,Spring 2018,Undergraduate,MKT  310,3265214,3,3,0,0,10,3,7,5,8,0,0,0,0,0
20319,Spring 2018,Undergraduate,MKT  310,8136302,3,4,0,5,10,7,3,1,3,0,0,0,0,1
20320,Spring 2018,Undergraduate,MKT  310,10752638,3,5,1,10,15,0,4,2,2,2,0,0,0,2
20321,Spring 2018,Undergraduate,MKT  310,13008974,3,11,0,11,5,5,10,12,9,10,3,3,3,1
20322,Spring 2018,Undergraduate,MKT  410,8136302,3,1,0,5,8,9,5,2,3,0,0,2,0,2
20323,Spring 2018,Undergraduate,MKT  442,8135870,3,1,0,2,4,2,2,0,1,2,0,0,0,0
20324,Spring 2018,Undergraduate,NRS  200,9633758,3,0,0,14,6,0,0,0,0,0,0,0,0,0
20325,Spring 2018,Undergraduate,NRS  220,3804926,3,2,0,12,16,0,8,1,0,0,1,0,0,0
20326,Spring 2018,Undergraduate,NRS  222,11227262,3,7,0,14,0,0,0,0,0,0,0,0,0,0
20327,Spring 2018,Undergraduate,NRS  230,5619830,2,6,0,11,11,0,14,1,0,0,0,0,0,0
20328,Spring 2018,Undergraduate,NRS  303,11227262,1.5,15,0,5,0,0,0,0,0,0,0,0,0,0
20329,Spring 2018,Undergraduate,NRS  304,9633686,2,13,0,15,11,0,2,0,0,0,0,0,0,0
20330,Spring 2018,Undergraduate,NRS  306,9633686,3,8,0,10,2,0,0,0,0,0,0,0,0,0
20331,Spring 2018,Undergraduate,NRS  310,6141614,3,9,0,4,1,0,0,0,0,0,0,0,0,0
20332,Spring 2018,Undergraduate,NRS  311,6141614,2,13,0,1,0,0,0,0,0,0,0,0,0,0
20333,Spring 2018,Undergraduate,NRS  342,3839846,3,48,0,30,10,9,1,0,3,0,0,0,0,0
20334,Spring 2018,Undergraduate,NRS  348,7048742,3,2,0,13,1,8,3,0,0,0,0,0,0,0
20335,Spring 2018,Undergraduate,NRS  348,10739318,3,7,0,9,2,1,2,0,0,0,0,0,0,0
20336,Spring 2018,Undergraduate,NRS  348,11227262,3,12,0,27,0,0,1,0,0,0,0,0,0,0
20337,Spring 2018,Undergraduate,NRS  350,9633758,3,17,0,4,0,0,0,0,0,0,0,0,0,0
20338,Spring 2018,Undergraduate,NRS  350,12969878,3,9,0,25,5,5,0,0,0,0,0,0,0,0
20339,Spring 2018,Undergraduate,NRS  352,5619830,2,11,0,32,19,1,1,2,0,0,1,0,0,0
20340,Spring 2018,Undergraduate,NRS  352,7048742,2,15,0,6,0,0,0,0,0,0,0,0,0,0
20341,Spring 2018,Undergraduate,NRS  356,5619830,3,6,0,2,2,0,0,0,0,0,0,0,0,0
20342,Spring 2018,Undergraduate,NRS  401,8012534,1,6,0,4,0,0,0,0,0,0,0,0,0,0
20343,Spring 2018,Undergraduate,NRS  401,9633686,1,10,0,0,0,0,0,0,0,0,0,0,0,0
20344,Spring 2018,Undergraduate,NRS  401,14220806,1,6,0,4,0,0,0,0,0,0,0,0,0,0
20345,Spring 2018,Undergraduate,NRS  420,3805862,3,0,0,10,23,0,3,0,0,0,0,0,0,0
20346,Spring 2018,Undergraduate,NRS  452,3839774,3,26,0,0,0,0,0,0,0,0,0,0,0,0
20347,Spring 2018,Undergraduate,NRS  460,429998,3,17,0,2,0,0,1,0,0,0,0,0,0,1
20348,Spring 2018,Undergraduate,NRS  460,1881950,3,11,0,11,2,0,0,0,0,0,0,0,0,0
20349,Spring 2018,Undergraduate,PA  360,6076022,3,19,4,0,0,2,0,0,0,0,0,0,0,0
20350,Spring 2018,Undergraduate,PA  391,4527374,3,14,12,1,0,0,0,0,0,0,0,0,0,0
20351,Spring 2018,Undergraduate,PA  391,4578998,3,0,19,0,0,2,0,0,0,0,0,0,0,0
20352,Spring 2018,Undergraduate,PA  499,792086,3,1,1,3,2,1,1,0,1,0,0,0,0,1
20353,Spring 2018,Undergraduate,PA  499,1881734,3,1,1,3,2,1,1,0,1,0,0,0,0,1
20354,Spring 2018,Undergraduate,PADA  151,13020494,2,10,0,0,4,0,1,0,0,2,0,0,0,0
20355,Spring 2018,Undergraduate,PADA  151,13027262,2,8,2,6,2,4,0,1,0,0,0,0,1,1
20356,Spring 2018,Undergraduate,PADA  256,13027262,2,1,15,0,0,0,0,0,0,0,0,0,0,0
20357,Spring 2018,Undergraduate,PADA  343,13020494,3,10,0,2,1,1,0,0,0,0,1,0,0,0
20358,Spring 2018,Undergraduate,PADA  353,4527374,3,3,3,3,1,0,0,0,1,0,0,0,0,0
20359,Spring 2018,Undergraduate,PAMU  100,5336726,3,0,0,1,4,6,3,4,3,0,0,2,0,0
20360,Spring 2018,Undergraduate,PAMU  200,6076022,3,9,9,5,0,4,0,0,1,0,0,0,0,0
20361,Spring 2018,Undergraduate,PAMU  204,9660398,3,5,13,0,0,1,0,0,0,0,0,0,0,0
20362,Spring 2018,Undergraduate,PAMU  206,9660398,3,3,13,0,0,0,0,0,0,0,0,0,0,0
20363,Spring 2018,Undergraduate,PAMU  302,6076022,2,4,5,0,1,0,0,0,0,0,0,0,0,0
20364,Spring 2018,Undergraduate,PAMU  307,749030,1,10,0,0,0,0,0,0,0,0,0,0,0,0
20365,Spring 2018,Undergraduate,PAMU  310,792086,1,6,0,4,0,2,0,0,0,0,0,0,0,0
20366,Spring 2018,Undergraduate,PAMU  330,792086,3,5,0,15,5,3,2,0,1,2,0,0,0,0
20367,Spring 2018,Undergraduate,PAMU  332,5336726,3,5,0,3,3,1,3,0,1,1,0,0,0,0
20368,Spring 2018,Undergraduate,PAMU  337,749030,3,3,0,6,5,4,1,0,2,0,0,0,0,0
20369,Spring 2018,Undergraduate,PAMU  337,5336726,3,7,0,2,5,6,5,1,2,0,1,0,0,0
20370,Spring 2018,Undergraduate,PAMU  385,6076022,3,6,4,0,0,1,0,0,0,0,0,0,0,0
20371,Spring 2018,Undergraduate,PATH  101,4578998,3,2,2,4,4,3,1,0,0,0,0,0,0,1
20372,Spring 2018,Undergraduate,PATH  280,1881734,3,1,1,2,2,2,0,1,0,0,1,1,0,1
20373,Spring 2018,Undergraduate,PATH  333,4578998,3,6,0,3,0,0,1,0,0,0,0,0,0,0
20374,Spring 2018,Undergraduate,PATH  343,5336654,3,8,0,1,1,0,0,0,0,0,0,0,0,1
20375,Spring 2018,Undergraduate,PATH  380,1881734,3,3,1,0,1,1,2,0,0,2,0,0,0,0
20376,Spring 2018,Undergraduate,PHED  208,128174,3,21,3,1,3,1,1,0,0,0,0,0,0,1
20377,Spring 2018,Undergraduate,PHED  302,15062,2,95,0,5,3,1,0,0,0,0,0,0,0,0
20378,Spring 2018,Undergraduate,PHIL  130,9374,3,8,1,1,7,2,8,0,1,9,3,0,0,2
20379,Spring 2018,Undergraduate,PHIL  200,13017110,3,5,0,6,15,9,9,4,7,2,0,1,0,0
20380,Spring 2018,Undergraduate,PHSC  170,1626710,4,9,2,4,13,7,7,2,2,0,0,1,0,0
20381,Spring 2018,Undergraduate,PHSC  170,2192558,4,2,0,1,19,0,11,11,2,1,0,0,0,0
20382,Spring 2018,Undergraduate,PHYS  100,2192558,4,7,1,2,18,2,5,5,0,3,2,1,1,0
20383,Spring 2018,Undergraduate,PHYS  101,1361678,4,7,6,7,6,8,6,8,6,4,0,1,0,0
20384,Spring 2018,Undergraduate,PHYS  101,5310734,4,3,0,4,5,5,2,0,1,0,0,0,0,0
20385,Spring 2018,Undergraduate,PHYS  200,6139238,4,0,2,1,5,5,1,6,5,8,3,0,1,5
20386,Spring 2018,Undergraduate,PHYS  201,1301558,4,18,5,3,21,0,1,4,0,0,0,0,0,1
20387,Spring 2018,Undergraduate,PHYS  201,1361678,4,3,2,1,6,1,1,2,0,0,0,0,0,0
20388,Spring 2018,Undergraduate,PHYS  304,2535926,4,2,0,2,3,1,0,2,0,0,0,0,0,2
20389,Spring 2018,Undergraduate,PHYS  310,2535926,4,5,0,0,1,0,0,4,1,0,0,0,0,3
20390,Spring 2018,Undergraduate,POLS  102,2543558,3,1,0,3,1,2,1,8,1,5,3,0,2,7
20391,Spring 2018,Undergraduate,POLS  103,1925654,3,6,0,3,15,3,6,4,3,1,1,0,0,0
20392,Spring 2018,Undergraduate,POLS  140,11249798,1,14,0,11,6,2,1,0,1,0,1,0,1,1
20393,Spring 2018,Undergraduate,POLS  150,2511158,3,12,0,3,6,15,1,3,1,1,0,0,0,3
20394,Spring 2018,Undergraduate,POLS  150,2543558,3,1,1,2,5,2,9,6,1,2,6,0,1,10
20395,Spring 2018,Undergraduate,POLS  150,4537958,3,22,1,22,28,26,10,24,10,0,1,1,0,1
20396,Spring 2018,Undergraduate,POLS  150,11203070,3,20,0,16,2,3,0,0,0,0,0,0,0,0
20397,Spring 2018,Undergraduate,POLS  150,11249870,3,33,0,32,5,6,5,2,1,0,0,0,0,0
20398,Spring 2018,Undergraduate,POLS  300,11207822,3,4,3,8,1,5,3,0,1,0,0,0,0,0
20399,Spring 2018,Undergraduate,POLS  305,2543558,3,1,1,2,2,2,2,1,0,1,0,0,0,0
20400,Spring 2018,Undergraduate,POLS  306,2543558,3,1,0,6,9,2,2,3,1,3,1,1,2,0
20401,Spring 2018,Undergraduate,POLS  310,13010126,4,6,1,9,3,6,0,1,1,0,1,0,0,0
20402,Spring 2018,Undergraduate,POLS  313,11207822,3,8,2,5,8,8,2,0,1,0,0,0,0,0
20403,Spring 2018,Undergraduate,POLS  318,11249798,3,11,0,4,2,3,0,0,0,0,0,0,0,1
20404,Spring 2018,Undergraduate,POLS  321,13010126,3,9,0,5,0,3,2,0,0,0,0,0,0,0
20405,Spring 2018,Undergraduate,POLS  426,1881878,3,2,0,5,3,2,0,0,3,0,1,0,0,2
20406,Spring 2018,Undergraduate,POLS  427,1881878,3,4,0,4,4,2,0,0,0,0,0,0,0,0
20407,Spring 2018,Undergraduate,POLS  427,1925654,3,4,0,4,4,2,0,0,0,0,0,0,0,0
20408,Spring 2018,Undergraduate,POLS  428,1925654,3,2,0,0,5,6,3,2,2,1,0,0,0,0
20409,Spring 2018,Undergraduate,POLS  499,11207822,3,4,1,4,2,7,1,0,0,0,0,0,0,0
20410,Spring 2018,Undergraduate,PSY  100,721382,3,1,0,3,14,5,0,42,5,2,20,2,0,16
20411,Spring 2018,Undergraduate,PSY  100,1903694,3,23,0,0,71,0,0,11,0,0,0,0,0,1
20412,Spring 2018,Undergraduate,PSY  100,7050254,3,13,1,19,4,7,6,6,4,1,2,0,0,0
20413,Spring 2018,Undergraduate,PSY  150,2552342,3,27,0,0,7,0,0,2,0,0,1,0,0,2
20414,Spring 2018,Undergraduate,PSY  150,8021966,3,5,8,0,0,0,0,0,1,0,0,0,0,1
20415,Spring 2018,Undergraduate,PSY  202,5282870,3,1,0,0,2,2,0,2,1,1,0,0,1,0
20416,Spring 2018,Undergraduate,PSY  202,13020278,3,8,0,0,1,0,0,1,0,0,0,0,0,0
20417,Spring 2018,Undergraduate,PSY  213,721382,3,15,0,7,46,7,2,28,7,0,1,0,0,4
20418,Spring 2018,Undergraduate,PSY  213,1932134,3,6,0,3,22,7,6,13,1,3,3,2,0,2
20419,Spring 2018,Undergraduate,PSY  213,7988126,3,0,0,5,15,5,6,2,0,2,0,0,0,0
20420,Spring 2018,Undergraduate,PSY  220,6153710,3,4,0,13,18,5,4,7,7,2,0,0,0,3
20421,Spring 2018,Undergraduate,PSY  300,1321358,4,3,0,5,8,4,1,9,2,0,0,0,0,0
20422,Spring 2018,Undergraduate,PSY  300,6081566,4,2,0,5,7,3,3,1,0,1,0,0,0,0
20423,Spring 2018,Undergraduate,PSY  300,14260766,4,2,0,5,7,3,3,1,0,1,0,0,0,0
20424,Spring 2018,Undergraduate,PSY  301,1321358,4,10,0,6,17,7,1,6,1,0,0,0,0,0
20425,Spring 2018,Undergraduate,PSY  301,2432894,4,20,0,11,5,6,3,0,1,1,1,0,0,0
20426,Spring 2018,Undergraduate,PSY  301,2511446,4,6,5,7,12,8,3,4,3,0,0,0,0,1
20427,Spring 2018,Undergraduate,PSY  301,6081566,4,20,0,11,5,6,3,0,1,1,1,0,0,0
20428,Spring 2018,Undergraduate,PSY  301,8129966,4,20,1,9,12,10,7,7,3,0,0,0,0,0
20429,Spring 2018,Undergraduate,PSY  301,11202998,4,14,0,9,10,3,4,8,3,0,1,1,0,5
20430,Spring 2018,Undergraduate,PSY  310,6638,3,32,4,2,4,3,2,0,0,0,0,0,0,0
20431,Spring 2018,Undergraduate,PSY  310,418550,3,4,0,1,0,6,9,6,5,0,0,0,0,8
20432,Spring 2018,Undergraduate,PSY  310,10741478,3,49,0,0,38,0,0,13,0,0,1,0,0,3
20433,Spring 2018,Undergraduate,PSY  310,11223878,3,5,0,2,8,9,4,8,4,0,2,0,0,0
20434,Spring 2018,Undergraduate,PSY  312,6153710,3,7,0,17,22,14,3,5,7,0,1,0,0,1
20435,Spring 2018,Undergraduate,PSY  312,10741478,3,36,0,0,36,0,0,10,0,0,0,0,0,3
20436,Spring 2018,Undergraduate,PSY  313,761414,3,3,0,6,6,8,15,13,10,0,3,0,2,6
20437,Spring 2018,Undergraduate,PSY  313,6153782,3,0,1,0,2,4,6,5,5,0,2,1,0,2
20438,Spring 2018,Undergraduate,PSY  313,10741334,3,13,0,17,20,21,26,5,10,0,0,3,0,3
20439,Spring 2018,Undergraduate,PSY  314,13478,4,10,0,0,9,0,0,2,0,0,2,0,0,0
20440,Spring 2018,Undergraduate,PSY  314,7961558,4,2,0,2,2,5,1,3,0,0,6,0,0,3
20441,Spring 2018,Undergraduate,PSY  314,8168198,4,3,0,1,11,5,11,7,3,0,0,2,0,3
20442,Spring 2018,Undergraduate,PSY  314,9152654,4,8,0,0,28,0,0,21,0,0,8,0,0,5
20443,Spring 2018,Undergraduate,PSY  314,13043534,4,5,2,4,8,4,9,6,4,0,3,1,0,2
20444,Spring 2018,Undergraduate,PSY  315,6153782,3,0,0,1,3,1,8,4,5,1,4,2,0,4
20445,Spring 2018,Undergraduate,PSY  317,6638,3,5,2,7,10,13,16,20,16,0,6,6,4,7
20446,Spring 2018,Undergraduate,PSY  317,9608702,3,16,3,12,22,11,13,6,12,3,0,1,0,3
20447,Spring 2018,Undergraduate,PSY  317,10741190,3,24,0,5,0,7,1,0,2,0,0,0,0,0
20448,Spring 2018,Undergraduate,PSY  318,11223878,4,13,0,6,22,13,11,33,9,0,1,0,1,0
20449,Spring 2018,Undergraduate,PSY  318,13043534,4,3,2,9,9,2,9,6,4,2,3,5,1,5
20450,Spring 2018,Undergraduate,PSY  318,14255510,4,1,5,4,1,1,1,1,1,0,1,0,0,0
20451,Spring 2018,Undergraduate,PSY  327,2432894,3,8,0,5,2,6,2,1,0,0,0,0,0,0
20452,Spring 2018,Undergraduate,PSY  327,6081566,3,8,0,5,2,6,2,1,0,0,0,0,0,0
20453,Spring 2018,Undergraduate,PSY  329,7961558,4,1,0,4,14,4,5,4,3,0,2,0,0,4
20454,Spring 2018,Undergraduate,PSY  333,1903694,3,14,0,0,16,0,0,3,0,0,0,0,0,1
20455,Spring 2018,Undergraduate,PSY  338,7088270,3,12,1,8,3,3,0,1,0,1,0,0,0,1
20456,Spring 2018,Undergraduate,PSY  340,2894,3,2,0,9,16,16,8,3,5,2,3,0,0,0
20457,Spring 2018,Undergraduate,PSY  340,6566,3,2,0,9,16,16,8,3,5,2,3,0,0,0
20458,Spring 2018,Undergraduate,PSY  342,3839846,3,9,0,8,3,0,1,0,0,0,0,0,0,0
20459,Spring 2018,Undergraduate,PSY  345,404510,3,3,0,3,3,4,1,0,1,0,0,0,0,0
20460,Spring 2018,Undergraduate,PSY  345,761630,3,14,0,0,13,0,0,6,0,0,2,0,0,1
20461,Spring 2018,Undergraduate,PSY  345,772718,3,9,10,4,2,1,3,0,1,0,0,1,0,3
20462,Spring 2018,Undergraduate,PSY  345,1301270,3,15,1,3,0,0,0,0,0,0,0,0,0,0
20463,Spring 2018,Undergraduate,PSY  345,1301414,3,3,1,4,2,2,2,0,0,0,0,0,0,0
20464,Spring 2018,Undergraduate,PSY  345,9608054,3,10,2,2,1,2,4,0,0,1,1,0,0,0
