,Semester,Course Level,Course,Instructor Unique ID,Units,A,A+,A-,B,B+,B-,C,C+,C-,D,D+,D-,F
13009,Spring 2006,Undergraduate,PSY  220,779990,3,7,5,4,8,1,5,1,2,4,1,0,0,1
13010,Spring 2006,Undergraduate,PSY  300,761414,3,2,0,2,2,2,2,1,3,3,0,0,0,2
13011,Spring 2006,Undergraduate,PSY  301,421646,3,8,0,2,1,3,0,3,1,0,0,0,0,1
13012,Spring 2006,Undergraduate,PSY  301,761414,3,18,0,6,3,7,2,0,1,0,0,0,0,0
13013,Spring 2006,Undergraduate,PSY  301,1242662,3,4,3,0,2,2,5,3,1,1,0,0,0,0
13014,Spring 2006,Undergraduate,PSY  310,1242662,3,1,2,4,1,1,1,0,4,0,1,3,1,2
13015,Spring 2006,Undergraduate,PSY  310,1794182,3,8,4,9,11,3,9,5,4,8,1,0,0,3
13016,Spring 2006,Undergraduate,PSY  312,418550,3,56,0,0,8,0,0,0,0,0,0,0,0,0
13017,Spring 2006,Undergraduate,PSY  312,1242662,3,2,0,4,2,5,10,4,2,1,1,2,0,0
13018,Spring 2006,Undergraduate,PSY  313,772574,3,9,0,0,13,0,0,10,0,0,1,0,0,5
13019,Spring 2006,Undergraduate,PSY  313,1322582,3,8,0,0,5,0,0,6,0,0,3,0,0,1
13020,Spring 2006,Undergraduate,PSY  313,1799006,3,8,0,6,7,3,1,1,0,0,0,0,0,0
13021,Spring 2006,Undergraduate,PSY  314,421070,4,2,1,2,4,2,5,5,1,2,0,0,0,0
13022,Spring 2006,Undergraduate,PSY  314,1791662,4,7,0,0,13,0,0,9,0,0,1,0,0,3
13023,Spring 2006,Undergraduate,PSY  316,13478,3,10,0,0,13,0,0,9,0,0,3,0,0,0
13024,Spring 2006,Undergraduate,PSY  316,1794182,3,2,1,9,3,3,5,3,5,2,1,3,0,0
13025,Spring 2006,Undergraduate,PSY  333,1321286,3,12,0,1,12,3,0,1,0,0,0,0,0,4
13026,Spring 2006,Undergraduate,PSY  340,2894,3,13,2,14,18,10,10,4,5,2,0,0,0,0
13027,Spring 2006,Undergraduate,PSY  340,6566,3,13,2,14,18,10,10,4,5,2,0,0,0,0
13028,Spring 2006,Undergraduate,PSY  345,9446,3,5,0,0,5,0,0,0,0,0,0,0,0,0
13029,Spring 2006,Undergraduate,PSY  345,780206,3,1,0,1,7,2,0,2,0,0,0,0,0,0
13030,Spring 2006,Undergraduate,PSY  346,1363190,3,7,1,8,6,5,1,1,0,0,0,0,0,0
13031,Spring 2006,Undergraduate,PSY  457,761198,3,1,1,1,9,3,10,2,7,2,0,0,0,0
13032,Spring 2006,Undergraduate,PSY  461,6638,3,6,0,0,15,2,1,0,5,0,0,0,0,1
13033,Spring 2006,Undergraduate,PSY  490,418550,3,10,0,0,0,0,0,0,0,0,0,0,0,0
13034,Spring 2006,Undergraduate,PSY  490,421646,3,15,0,0,0,0,0,0,0,0,0,0,0,0
13035,Spring 2006,Undergraduate,SOC  100,1343822,3,7,0,0,25,0,0,15,0,0,2,0,0,0
13036,Spring 2006,Undergraduate,SOC  100,1771790,3,2,1,5,4,6,12,3,3,2,2,0,0,3
13037,Spring 2006,Undergraduate,SOC  201,1343822,3,17,0,0,33,0,0,29,0,0,2,0,0,2
13038,Spring 2006,Undergraduate,SOC  310,5918,3,7,0,0,3,0,0,3,0,0,1,0,0,1
13039,Spring 2006,Undergraduate,SOC  331,6494,3,0,0,0,2,0,4,1,1,2,0,0,0,1
13040,Spring 2006,Undergraduate,SOC  331,1301342,3,0,0,0,2,0,4,1,1,2,0,0,0,1
13041,Spring 2006,Undergraduate,SOC  360,1771790,3,10,3,1,4,7,3,2,2,1,2,0,0,2
13042,Spring 2006,Undergraduate,SOC  420,1301342,3,1,0,6,7,0,4,3,5,2,0,2,0,0
13043,Spring 2006,Undergraduate,SOC  490,1301342,3,0,0,4,8,1,1,1,1,0,0,3,0,0
13044,Spring 2006,Undergraduate,SPAN  101,761486,4,4,0,5,4,1,4,2,1,1,0,2,0,0
13045,Spring 2006,Undergraduate,SPAN  101,1327694,4,1,0,3,3,2,4,1,4,0,1,1,0,3
13046,Spring 2006,Undergraduate,SPAN  101,1803470,4,8,2,7,4,4,4,3,1,1,0,0,2,0
13047,Spring 2006,Undergraduate,SPAN  102,761486,4,3,0,1,3,0,2,0,2,0,0,0,0,0
13048,Spring 2006,Undergraduate,SPAN  102,785678,4,3,0,5,1,3,1,1,1,0,0,1,0,1
13049,Spring 2006,Undergraduate,SPAN  201,419486,4,4,0,4,1,3,2,1,0,0,1,0,0,0
13050,Spring 2006,Undergraduate,SPAN  302,761486,3,7,0,5,3,6,3,0,0,1,0,0,0,0
13051,Spring 2006,Undergraduate,SPAN  304,419486,3,5,0,9,2,3,2,0,0,0,0,0,0,0
13052,Spring 2006,Undergraduate,SPAN  411,761486,3,4,0,4,0,1,2,2,1,3,0,0,0,0
13053,Spring 2006,Undergraduate,SPED  345,8294,3,4,0,1,0,1,1,3,0,0,0,0,0,1
13054,Spring 2006,Undergraduate,SPED  345,9446,3,19,0,0,2,0,0,3,0,0,1,0,0,1
13055,Spring 2006,Undergraduate,SPED  345,422654,3,19,0,3,1,3,0,1,0,0,0,0,0,0
13056,Spring 2006,Undergraduate,SPED  345,723254,3,8,1,3,1,0,0,1,0,1,0,0,0,0
13057,Spring 2006,Undergraduate,SPED  345,780206,3,20,0,0,13,8,0,3,1,0,0,0,0,0
13058,Spring 2006,Undergraduate,TH  333,418910,3,5,0,0,6,2,0,0,1,0,0,0,0,2
13059,Spring 2006,Undergraduate,UNIV  110,762782,3,15,0,5,26,12,7,12,3,3,3,1,2,8
13060,Spring 2006,Undergraduate,UNIV  392,13622,3,15,0,0,3,2,2,1,0,0,0,0,0,1
13061,Spring 2006,Undergraduate,UNIV  392,418622,1,10,0,0,0,0,0,0,0,0,0,0,0,0
13062,Spring 2006,Undergraduate,UNIV  392,418622,3,10,0,0,0,0,0,0,0,0,0,0,0,0
13063,Spring 2007,Post Baccalaureate,BINF  500,2441750,3,9,0,0,12,0,0,2,0,0,1,0,0,0
13064,Spring 2007,Post Baccalaureate,BIOL  503,1520006,3,20,11,1,0,0,0,0,0,0,0,0,0,0
13065,Spring 2007,Post Baccalaureate,BIOL  507,424886,3,9,2,2,5,0,1,0,0,0,0,0,0,0
13066,Spring 2007,Post Baccalaureate,BIOL  600,3398,4,20,0,0,0,0,0,0,0,0,0,0,0,0
13067,Spring 2007,Post Baccalaureate,BIOL  600,1856030,4,20,0,0,0,0,0,0,0,0,0,0,0,0
13068,Spring 2007,Post Baccalaureate,BIOL  601,3398,1,32,0,0,0,0,0,0,0,0,0,0,0,0
13069,Spring 2007,Post Baccalaureate,BIOL  601,1856030,1,32,0,0,0,0,0,0,0,0,0,0,0,0
13070,Spring 2007,Post Baccalaureate,BUS  500,1882238,3,5,1,3,1,1,0,0,0,0,0,0,0,0
13071,Spring 2007,Post Baccalaureate,BUS  504,1798214,4,5,0,5,8,3,0,0,0,0,0,0,0,0
13072,Spring 2007,Post Baccalaureate,BUS  506,1324958,3,3,0,5,6,4,0,0,0,0,0,0,0,0
13073,Spring 2007,Post Baccalaureate,BUS  530,725414,3,6,0,0,11,0,0,1,0,0,0,0,0,0
13074,Spring 2007,Post Baccalaureate,BUS  540,1358078,3,4,1,4,5,4,0,0,0,0,0,0,0,0
13075,Spring 2007,Post Baccalaureate,BUS  550,2480342,3,9,0,0,8,0,0,0,0,0,0,0,0,0
13076,Spring 2007,Post Baccalaureate,BUS  560,1899878,3,5,2,8,2,0,0,0,0,0,0,0,0,0
13077,Spring 2007,Post Baccalaureate,COMP  510,6854,3,8,0,4,0,0,0,0,0,0,0,0,0,0
13078,Spring 2007,Post Baccalaureate,EDMS  522,1301270,3,9,7,6,0,1,1,0,0,0,0,0,0,0
13079,Spring 2007,Post Baccalaureate,EDMS  523,3542,4,13,0,1,0,1,0,0,0,0,0,0,0,0
13080,Spring 2007,Post Baccalaureate,EDMS  523,13982,4,12,0,3,1,2,0,0,0,0,0,0,0,0
13081,Spring 2007,Post Baccalaureate,EDMS  526,3182,3,13,0,2,1,1,1,0,0,0,0,0,0,0
13082,Spring 2007,Post Baccalaureate,EDMS  526,4838,3,13,0,2,1,1,1,0,0,0,0,0,0,0
13083,Spring 2007,Post Baccalaureate,EDMS  527,3542,4,21,0,0,0,0,0,0,0,0,0,0,0,0
13084,Spring 2007,Post Baccalaureate,EDMS  529,427118,4,30,0,3,0,1,0,0,0,0,0,0,0,0
13085,Spring 2007,Post Baccalaureate,EDPL  623,1301414,3,9,8,0,0,0,0,0,0,0,0,0,0,0
13086,Spring 2007,Post Baccalaureate,EDSS  530,6350,3,9,0,1,1,1,0,0,0,0,1,0,0,0
13087,Spring 2007,Post Baccalaureate,EDSS  540,418406,3,12,0,3,0,2,0,0,0,0,0,0,0,0
13088,Spring 2007,Post Baccalaureate,EDSS  543,1234958,3,11,0,1,1,0,0,0,0,0,0,0,0,0
13089,Spring 2007,Post Baccalaureate,EDSS  550,8798,2,21,0,2,0,0,2,0,0,0,0,0,0,0
13090,Spring 2007,Post Baccalaureate,EDUC  510,9734,3,10,0,5,1,1,2,1,1,0,0,0,0,0
13091,Spring 2007,Post Baccalaureate,EDUC  510,723254,3,33,6,1,0,1,0,0,0,0,0,0,0,0
13092,Spring 2007,Post Baccalaureate,EDUC  512,2966,3,8,2,3,3,0,2,0,0,0,0,0,0,0
13093,Spring 2007,Post Baccalaureate,EDUC  512,15350,3,5,0,4,5,4,4,3,0,0,0,0,0,2
13094,Spring 2007,Post Baccalaureate,EDUC  512,421358,3,19,0,1,0,0,0,0,0,0,1,0,0,1
13095,Spring 2007,Post Baccalaureate,EDUC  520,15350,3,5,0,1,3,1,3,1,0,1,0,0,0,4
13096,Spring 2007,Post Baccalaureate,EDUC  520,1882310,3,9,6,3,5,4,0,5,1,1,0,0,0,0
13097,Spring 2007,Post Baccalaureate,EDUC  616,3182,1,11,0,0,0,0,0,0,0,0,0,0,0,0
13098,Spring 2007,Post Baccalaureate,SPED  541,8294,2,7,1,3,1,1,0,0,0,0,0,0,0,0
13099,Spring 2007,Post Baccalaureate,SPED  542,7790,3,2,21,0,1,1,0,0,0,0,0,0,0,0
13100,Spring 2007,Post Baccalaureate,SPED  543,7358,3,16,0,0,0,0,1,1,0,0,0,0,0,0
13101,Spring 2007,Post Baccalaureate,SPED  545,723254,3,16,0,3,0,2,1,0,0,0,0,0,0,0
13102,Spring 2007,Post Baccalaureate,SPED  642,1301414,3,9,5,0,0,0,0,0,0,0,0,0,0,0
13103,Spring 2007,Post Baccalaureate,SPED  646,9446,3,18,0,0,0,0,0,0,0,0,0,0,0,0
13104,Spring 2007,Undergraduate,ACCT  210,1358078,3,1,1,2,9,0,1,25,2,3,1,0,0,1
13105,Spring 2007,Undergraduate,ACCT  220,9230,3,1,0,1,2,0,2,3,0,0,1,0,0,0
13106,Spring 2007,Undergraduate,ACCT  220,1328846,3,6,0,20,7,9,9,1,5,0,1,0,0,1
13107,Spring 2007,Undergraduate,ACCT  300,1328846,3,24,0,3,1,1,1,0,0,0,0,0,0,1
13108,Spring 2007,Undergraduate,ACCT  300,1798214,3,1,0,2,2,4,2,7,4,0,0,0,1,0
13109,Spring 2007,Undergraduate,ACCT  300,1904126,3,2,0,0,7,0,0,6,0,0,0,0,0,0
13110,Spring 2007,Undergraduate,ANTH  102,2750,3,6,0,12,12,15,14,12,7,5,5,1,1,7
13111,Spring 2007,Undergraduate,ANTH  443,2750,3,2,0,3,2,4,1,0,1,0,0,0,0,0
13112,Spring 2007,Undergraduate,ART  100,420998,3,17,0,4,0,0,0,1,0,1,0,0,0,1
13113,Spring 2007,Undergraduate,ART  102,420998,3,33,0,4,0,0,0,0,0,3,0,0,0,2
13114,Spring 2007,Undergraduate,ART  102,772790,3,16,0,1,11,2,0,7,0,0,1,0,0,0
13115,Spring 2007,Undergraduate,ART  105,420998,3,15,0,0,0,0,0,3,0,0,2,0,0,0
13116,Spring 2007,Undergraduate,ART  105,1900238,3,6,1,7,0,0,2,0,2,0,1,0,0,0
13117,Spring 2007,Undergraduate,ART  106,1900166,3,11,1,4,1,0,0,0,0,0,0,0,0,1
13118,Spring 2007,Undergraduate,ART  107,772934,3,11,5,0,2,0,0,1,0,0,0,0,0,1
13119,Spring 2007,Undergraduate,ART  108,1360598,3,3,0,9,6,6,1,0,0,0,0,0,0,0
13120,Spring 2007,Undergraduate,ART  111,1368950,3,1,0,7,6,7,3,3,6,3,0,3,0,1
13121,Spring 2007,Undergraduate,ART  112,1368950,3,4,0,4,8,2,10,4,4,2,1,0,0,1
13122,Spring 2007,Undergraduate,ART  201,2678,3,7,2,3,1,0,0,0,0,0,0,0,0,0
13123,Spring 2007,Undergraduate,ART  202,8510,3,3,0,0,5,4,0,1,1,0,0,0,0,0
13124,Spring 2007,Undergraduate,ART  204,1360598,3,4,0,6,1,5,0,0,0,0,0,0,0,0
13125,Spring 2007,Undergraduate,ART  205,7646,3,12,3,2,2,0,1,0,2,1,0,1,0,0
13126,Spring 2007,Undergraduate,ART  207,772790,3,4,0,0,5,4,0,3,0,0,2,0,0,0
13127,Spring 2007,Undergraduate,ART  208,421718,3,9,0,6,5,3,5,4,2,3,1,0,0,0
13128,Spring 2007,Undergraduate,ART  208,771422,3,9,0,6,5,3,5,4,2,3,1,0,0,0
13129,Spring 2007,Undergraduate,ART  310,2678,3,7,1,0,3,1,0,0,0,0,0,0,0,0
13130,Spring 2007,Undergraduate,ART  312,421718,3,5,0,3,3,2,0,0,0,0,0,0,0,0
13131,Spring 2007,Undergraduate,ART  313,422006,3,15,0,3,0,0,0,1,0,0,0,0,0,0
13132,Spring 2007,Undergraduate,ART  314,421862,3,17,0,5,0,0,0,0,0,0,0,0,0,0
13133,Spring 2007,Undergraduate,ART  320,2678,3,7,2,0,3,2,0,0,0,0,0,0,0,0
13134,Spring 2007,Undergraduate,ART  322,421718,3,0,0,2,2,5,1,0,0,0,0,0,0,0
13135,Spring 2007,Undergraduate,ART  323,422006,3,8,0,2,1,2,1,0,0,0,0,0,0,0
13136,Spring 2007,Undergraduate,ART  325,2417990,3,1,3,3,1,1,0,2,0,0,0,0,0,0
13137,Spring 2007,Undergraduate,ART  326,1360598,3,1,0,1,5,4,0,0,0,0,0,0,0,1
13138,Spring 2007,Undergraduate,ART  327,7646,3,6,3,1,4,1,2,1,0,0,0,0,0,0
13139,Spring 2007,Undergraduate,ART  328,421862,3,15,0,1,0,0,0,0,0,0,0,0,0,0
13140,Spring 2007,Undergraduate,ART  330,6422,3,23,0,8,2,7,0,1,0,0,0,0,0,0
13141,Spring 2007,Undergraduate,ART  332,746942,3,10,14,6,1,4,1,1,0,1,0,0,0,1
13142,Spring 2007,Undergraduate,ART  333,14846,3,28,0,4,2,16,0,1,1,1,0,0,0,0
13143,Spring 2007,Undergraduate,ART  334,784094,3,20,0,0,13,0,0,0,0,0,0,0,0,0
13144,Spring 2007,Undergraduate,ART  337,421862,3,43,0,3,3,10,0,0,0,0,0,0,0,0
13145,Spring 2007,Undergraduate,ART  420,2678,3,7,2,0,1,1,0,2,0,0,0,0,0,0
13146,Spring 2007,Undergraduate,ART  423,422006,3,9,1,0,0,0,0,0,0,0,0,0,0,0
13147,Spring 2007,Undergraduate,ART  433,746942,3,7,11,4,1,1,2,0,1,0,1,0,0,0
13148,Spring 2007,Undergraduate,ART  435,6422,3,22,0,6,1,5,0,0,0,0,0,0,0,0
13149,Spring 2007,Undergraduate,ART  489,421862,3,20,0,5,0,1,0,0,0,0,0,0,0,0
13150,Spring 2007,Undergraduate,ART  490,6422,3,24,0,5,0,4,0,2,0,0,0,0,0,0
13151,Spring 2007,Undergraduate,ART  494,422006,1,10,0,0,0,0,0,0,0,0,0,0,0,0
13152,Spring 2007,Undergraduate,ART  494,422006,2,10,0,0,0,0,0,0,0,0,0,0,0,0
13153,Spring 2007,Undergraduate,ART  494,422006,3,10,0,0,0,0,0,0,0,0,0,0,0,0
13154,Spring 2007,Undergraduate,ART  499,8510,3,27,0,0,0,0,0,0,0,0,0,0,0,0
13155,Spring 2007,Undergraduate,ART  499,422006,3,6,0,2,0,2,1,0,0,0,0,0,0,0
13156,Spring 2007,Undergraduate,ASL  101,721526,3,44,0,0,15,0,0,6,0,0,0,0,0,6
13157,Spring 2007,Undergraduate,ASL  102,721526,3,12,0,0,6,0,0,3,0,0,0,0,0,0
13158,Spring 2007,Undergraduate,BIOL  100,8870,4,8,0,0,5,0,0,5,0,1,0,0,0,0
13159,Spring 2007,Undergraduate,BIOL  170,13118,4,5,0,0,9,4,1,5,2,1,3,2,0,0
13160,Spring 2007,Undergraduate,BIOL  200,8870,4,8,0,0,11,0,0,9,0,2,2,0,0,2
13161,Spring 2007,Undergraduate,BIOL  201,6998,4,16,0,0,27,0,0,9,0,1,4,0,0,2
13162,Spring 2007,Undergraduate,BIOL  201,1933214,4,4,0,2,2,6,0,2,2,0,0,1,0,0
13163,Spring 2007,Undergraduate,BIOL  211,1343102,4,9,0,0,2,2,1,1,3,1,0,0,0,0
13164,Spring 2007,Undergraduate,BIOL  213,763214,3,17,5,14,12,13,9,7,13,4,1,3,0,0
13165,Spring 2007,Undergraduate,BIOL  217,763214,4,4,1,2,1,3,3,1,3,0,0,1,0,0
13166,Spring 2007,Undergraduate,BIOL  300,1923422,4,8,0,0,10,0,0,7,0,0,3,0,0,3
13167,Spring 2007,Undergraduate,BIOL  302,1923422,4,4,2,3,11,0,3,6,4,0,7,0,0,3
13168,Spring 2007,Undergraduate,BIOL  304,6998,3,19,0,0,14,0,0,11,0,0,1,0,0,1
13169,Spring 2007,Undergraduate,BIOL  312,8870,4,14,0,0,12,0,0,2,0,0,0,0,0,1
13170,Spring 2007,Undergraduate,BIOL  313,1301198,4,1,0,1,4,1,2,1,0,1,0,1,0,0
13171,Spring 2007,Undergraduate,BIOL  326,8438,3,1,0,0,6,0,0,3,0,0,0,0,0,0
13172,Spring 2007,Undergraduate,BIOL  332,1923422,3,16,0,0,27,2,4,11,0,0,3,0,0,6
13173,Spring 2007,Undergraduate,BIOL  400,734,4,8,0,0,8,0,0,1,1,0,0,0,0,0
13174,Spring 2007,Undergraduate,BIOL  402,1791950,3,3,3,2,1,0,1,1,0,2,0,0,1,1
13175,Spring 2007,Undergraduate,BIOL  402,1798862,3,3,3,2,1,0,1,1,0,2,0,0,1,1
13176,Spring 2007,Undergraduate,BIOL  416,725342,3,2,5,6,0,0,0,0,0,0,0,0,0,0
13177,Spring 2007,Undergraduate,BIOL  421,763214,3,2,0,3,4,5,0,0,4,1,1,0,0,0
13178,Spring 2007,Undergraduate,BIOL  425,1923422,3,2,0,1,2,1,3,2,0,0,0,0,0,0
13179,Spring 2007,Undergraduate,BIOL  431,2242454,4,4,0,2,11,3,0,1,4,0,0,0,0,0
13180,Spring 2007,Undergraduate,BIOL  433,13118,4,4,0,3,4,2,0,1,2,2,0,0,0,0
13181,Spring 2007,Undergraduate,BIOL  490,3398,1,12,0,0,0,0,0,0,0,0,0,0,0,0
13182,Spring 2007,Undergraduate,BIOL  499,419630,3,27,0,0,0,1,0,0,0,0,0,0,0,0
13183,Spring 2007,Undergraduate,BUS  110,1348790,3,17,0,11,9,7,13,1,3,5,1,1,0,0
13184,Spring 2007,Undergraduate,BUS  320,725414,3,20,0,0,28,0,0,19,0,0,1,0,0,1
13185,Spring 2007,Undergraduate,BUS  334,784094,3,33,0,0,16,0,0,3,0,0,0,0,0,1
13186,Spring 2007,Undergraduate,BUS  335,3110,3,3,0,0,12,0,0,3,0,0,0,0,0,0
13187,Spring 2007,Undergraduate,BUS  335,1895270,3,3,0,0,12,0,0,3,0,0,0,0,0,0
13188,Spring 2007,Undergraduate,BUS  341,1799078,3,2,0,3,10,3,7,9,6,4,0,0,0,0
13189,Spring 2007,Undergraduate,BUS  349,1351310,3,6,0,3,4,4,4,3,0,0,0,0,0,2
13190,Spring 2007,Undergraduate,BUS  349,1881806,3,1,0,0,1,1,3,3,4,1,0,0,0,1
13191,Spring 2007,Undergraduate,BUS  434,6422,3,1,0,3,0,1,1,2,2,2,0,0,0,0
13192,Spring 2007,Undergraduate,BUS  434,1882166,3,1,0,3,0,1,1,2,2,2,0,0,0,0
13193,Spring 2007,Undergraduate,BUS  499,3110,3,8,0,0,13,0,0,7,0,0,0,0,0,0
13194,Spring 2007,Undergraduate,BUS  499,1324958,3,9,0,6,6,4,4,7,5,4,0,1,0,0
13195,Spring 2007,Undergraduate,CHEM  110,1351454,4,5,0,0,4,1,1,4,0,0,3,0,0,1
13196,Spring 2007,Undergraduate,CHEM  121,771998,4,0,1,5,7,1,5,3,9,2,1,1,0,3
13197,Spring 2007,Undergraduate,CHEM  122,13622,4,7,0,0,4,5,0,12,4,0,7,0,5,2
13198,Spring 2007,Undergraduate,CHEM  123,771998,1,17,0,0,0,0,0,0,0,0,1,0,0,0
13199,Spring 2007,Undergraduate,CHEM  124,13622,1,9,0,1,0,0,1,0,0,0,0,0,0,0
13200,Spring 2007,Undergraduate,CHEM  250,13622,2,2,3,0,7,1,1,5,0,0,2,0,0,3
13201,Spring 2007,Undergraduate,CHEM  251,771998,2,9,3,1,0,1,0,1,0,0,0,0,0,0
13202,Spring 2007,Undergraduate,CHEM  311,1351454,3,3,0,0,4,2,0,8,0,0,0,0,0,3
13203,Spring 2007,Undergraduate,CHEM  312,1351454,1,9,0,0,4,0,0,1,0,0,0,0,0,1
13204,Spring 2007,Undergraduate,CHEM  314,2822,3,13,0,2,5,1,1,5,0,0,2,0,0,1
13205,Spring 2007,Undergraduate,CHEM  315,1935446,1,4,0,0,8,0,0,1,0,0,0,0,0,1
13206,Spring 2007,Undergraduate,CHEM  316,2822,1,12,0,2,2,1,1,0,0,0,0,0,0,0
13207,Spring 2007,Undergraduate,CHEM  318,1351454,3,3,0,0,5,0,0,2,0,0,1,0,0,0
13208,Spring 2007,Undergraduate,CHEM  341,1799078,3,2,0,3,2,0,3,0,0,0,0,0,0,0
13209,Spring 2007,Undergraduate,CHEM  415,2822,4,5,1,2,1,0,0,0,0,0,1,0,0,0
13210,Spring 2007,Undergraduate,CHEM  415,424886,4,5,1,2,1,0,0,0,0,0,1,0,0,0
13211,Spring 2007,Undergraduate,CHS  100,2242598,3,9,0,0,4,0,0,1,0,0,0,0,0,0
13212,Spring 2007,Undergraduate,COMM  101,302,3,6,0,0,10,0,0,2,0,0,0,0,0,2
13213,Spring 2007,Undergraduate,COMM  101,8006,3,11,0,5,9,1,5,6,4,3,0,0,0,3
13214,Spring 2007,Undergraduate,COMM  101,1882094,3,5,0,3,1,0,0,0,1,0,0,0,0,1
13215,Spring 2007,Undergraduate,COMM  210,8006,3,9,0,3,7,5,0,0,1,1,0,0,0,2
13216,Spring 2007,Undergraduate,COMM  210,1882094,3,18,0,2,3,5,2,0,0,1,0,0,0,0
13217,Spring 2007,Undergraduate,COMM  220,1882094,3,8,0,14,2,5,2,0,0,2,0,0,0,3
13218,Spring 2007,Undergraduate,COMM  345,8006,3,10,0,9,2,3,3,0,2,1,1,0,0,1
13219,Spring 2007,Undergraduate,COMM  345,773222,3,8,1,2,3,2,2,4,0,1,0,0,0,0
13220,Spring 2007,Undergraduate,COMP  101,7286,3,7,0,2,2,5,1,5,0,0,0,0,0,0
13221,Spring 2007,Undergraduate,COMP  101,9662,3,12,13,7,13,8,4,9,1,3,1,0,1,24
13222,Spring 2007,Undergraduate,COMP  101,17150,3,20,0,0,2,0,0,0,0,0,0,0,0,1
13223,Spring 2007,Undergraduate,COMP  101,780350,3,8,2,7,0,3,0,0,0,0,0,0,0,0
13224,Spring 2007,Undergraduate,COMP  101,1348430,3,7,2,9,3,1,0,1,0,0,0,0,0,0
13225,Spring 2007,Undergraduate,COMP  101,1354406,3,0,0,4,3,2,2,3,0,0,0,0,0,0
13226,Spring 2007,Undergraduate,COMP  101,1923350,3,9,0,2,4,3,2,4,0,1,1,0,0,3
13227,Spring 2007,Undergraduate,COMP  105,764510,3,2,2,4,2,0,3,1,0,0,0,0,0,0
13228,Spring 2007,Undergraduate,COMP  150,764510,4,3,0,3,1,1,2,0,1,1,0,0,0,0
13229,Spring 2007,Undergraduate,COMP  162,5198,3,1,1,2,1,0,1,0,3,2,0,0,0,0
13230,Spring 2007,Undergraduate,COMP  232,455486,3,6,0,2,2,0,1,1,1,0,0,0,1,4
13231,Spring 2007,Undergraduate,COMP  337,6854,3,24,0,9,2,4,0,1,1,1,3,0,0,8
13232,Spring 2007,Undergraduate,COMP  420,1923350,3,6,0,1,4,1,0,1,0,0,1,0,0,0
13233,Spring 2007,Undergraduate,COMP  437,418334,3,0,3,6,3,3,0,0,0,0,0,0,0,0
13234,Spring 2007,Undergraduate,COMP  447,5198,3,15,5,6,1,5,5,3,1,1,0,0,0,0
13235,Spring 2007,Undergraduate,COMP  449,780350,3,1,0,2,4,2,1,2,3,1,0,0,0,1
13236,Spring 2007,Undergraduate,ECON  110,1327766,3,3,0,0,4,0,0,5,0,0,2,0,0,4
13237,Spring 2007,Undergraduate,ECON  110,1903982,3,4,0,2,3,3,4,3,5,2,0,2,1,0
13238,Spring 2007,Undergraduate,ECON  111,7070,3,7,0,0,10,0,0,36,0,0,5,0,0,1
13239,Spring 2007,Undergraduate,ECON  111,1327766,3,4,0,0,9,0,0,10,0,0,3,0,0,8
13240,Spring 2007,Undergraduate,ECON  111,1903982,3,3,1,2,1,3,3,4,4,2,0,2,1,0
13241,Spring 2007,Undergraduate,ECON  310,1327622,3,5,0,4,5,4,5,4,4,1,0,2,0,0
13242,Spring 2007,Undergraduate,ECON  311,1327622,3,4,1,3,5,3,5,2,3,3,0,0,0,0
13243,Spring 2007,Undergraduate,ECON  320,1327622,3,5,1,7,7,8,6,4,7,6,5,2,3,0
13244,Spring 2007,Undergraduate,ECON  329,1903838,3,3,0,0,14,0,0,21,2,1,7,0,0,9
13245,Spring 2007,Undergraduate,ECON  349,1351310,3,3,0,2,1,3,2,1,1,0,0,0,0,0
13246,Spring 2007,Undergraduate,ECON  362,421214,3,4,0,2,3,3,3,2,0,0,0,0,0,0
13247,Spring 2007,Undergraduate,ECON  411,421214,3,4,1,6,6,8,3,1,6,0,1,0,0,0
13248,Spring 2007,Undergraduate,ECON  471,6710,3,3,0,5,2,3,1,2,1,1,0,0,0,0
13249,Spring 2007,Undergraduate,EDUC  101,779918,3,10,0,0,0,0,0,0,0,0,0,0,0,0
13250,Spring 2007,Undergraduate,EDUC  101,1301270,3,6,3,5,0,0,0,0,0,0,0,0,0,1
13251,Spring 2007,Undergraduate,EDUC  320,17510,3,18,0,13,0,1,0,0,0,0,0,0,0,1
13252,Spring 2007,Undergraduate,EDUC  320,779918,3,13,0,4,0,2,0,0,0,0,0,0,0,0
13253,Spring 2007,Undergraduate,EDUC  330,421358,3,10,0,0,0,0,0,0,0,0,0,0,0,1
13254,Spring 2007,Undergraduate,EDUC  345,8006,3,3,0,1,3,3,0,2,1,1,0,0,0,0
13255,Spring 2007,Undergraduate,EDUC  345,773222,3,1,2,1,2,0,1,2,2,0,0,0,0,0
13256,Spring 2007,Undergraduate,ENGL  103,8726,3,3,0,0,25,0,0,19,0,0,2,0,0,1
13257,Spring 2007,Undergraduate,ENGL  103,1315094,3,1,0,0,11,0,0,37,0,0,2,0,0,1
13258,Spring 2007,Undergraduate,ENGL  103,1315166,3,1,0,0,15,0,0,31,0,0,1,0,0,3
13259,Spring 2007,Undergraduate,ENGL  103,1895198,3,1,0,0,11,0,0,23,0,0,1,0,0,3
13260,Spring 2007,Undergraduate,ENGL  103,1895342,3,1,0,0,9,0,0,17,0,0,0,0,0,1
13261,Spring 2007,Undergraduate,ENGL  105,8726,3,1,0,0,5,0,0,3,0,0,1,0,0,1
