,Term,Class Level,Course Subject and Number,Random Instructor ID,Component Unit,A,A-,B,B+,B-,C,C+,C-,D,D+,F
11538,Fall 2017,Lower Division,ANSC 272,39154,3.0,26,0,0,0,0,0,0,0,0,0,0
11539,Fall 2017,Lower Division,ANTH 111,32768,2.0,18,0,28,0,11,15,0,0,11,0,0
11540,Fall 2017,Lower Division,ANTH 111,41030,2.0,0,11,13,0,12,16,0,0,0,0,0
11541,Fall 2017,Lower Division,ANTH 113,38748,3.0,19,11,12,17,10,0,0,0,0,0,0
11542,Fall 2017,Lower Division,ANTH 116,41086,3.0,0,22,11,19,0,0,0,0,0,0,0
11543,Fall 2017,Lower Division,ANTH 140,31171,3.0,14,14,0,0,0,0,0,0,0,0,0
11544,Fall 2017,Lower Division,ANTH 140,41799,3.0,17,22,25,14,19,18,16,11,14,0,26
11545,Fall 2017,Lower Division,ARTS 260,27520,3.0,0,0,0,11,0,0,0,0,0,0,0
11546,Fall 2017,Lower Division,ARTS 260,28957,3.0,15,10,0,0,0,0,0,0,0,0,0
11547,Fall 2017,Lower Division,BADM 101,31782,3.0,14,13,0,0,0,0,0,0,0,0,0
11548,Fall 2017,Lower Division,BADM 101,35138,3.0,0,19,18,0,13,0,0,0,0,0,0
11549,Fall 2017,Lower Division,BADM 101,39498,3.0,0,10,17,0,21,23,19,11,0,0,0
11550,Fall 2017,Lower Division,BADM 101,40709,3.0,0,0,0,0,19,11,12,0,0,0,0
11551,Fall 2017,Lower Division,BIOL 103,35085,3.0,32,15,23,14,25,19,15,15,43,0,72
11552,Fall 2017,Lower Division,BIOL 104,38160,3.0,79,52,44,28,44,31,23,16,0,15,13
11553,Fall 2017,Lower Division,BIOL 151,28948,3.0,23,0,18,11,15,24,15,20,20,20,21
11554,Fall 2017,Lower Division,BIOL 152,39072,3.0,22,18,17,11,0,0,0,0,0,0,0
11555,Fall 2017,Lower Division,BIOL 211,29708,3.0,23,0,25,10,0,13,0,0,0,0,0
11556,Fall 2017,Lower Division,BLMC 270,33135,3.0,10,0,0,0,0,0,0,0,0,0,0
11557,Fall 2017,Lower Division,CHEM 107,37137,3.0,19,10,19,14,17,12,10,0,13,0,16
11558,Fall 2017,Lower Division,CHEM 107,48986,3.0,0,0,27,10,14,38,0,0,20,0,25
11559,Fall 2017,Lower Division,CHEM 108,38252,3.0,19,14,20,0,15,11,18,18,0,0,0
11560,Fall 2017,Lower Division,CHEM 111,39805,3.0,0,0,0,0,25,20,18,14,27,0,15
11561,Fall 2017,Lower Division,CHEM 111,48293,3.0,0,13,0,0,14,15,21,34,0,0,0
11562,Fall 2017,Lower Division,CHEM 111,52214,3.0,0,0,14,10,18,22,17,24,11,0,13
11563,Fall 2017,Lower Division,CHEM 112,33414,3.0,0,0,0,0,16,21,25,19,0,0,14
11564,Fall 2017,Lower Division,CHEM 270,30176,3.0,0,0,0,0,0,12,0,0,11,0,0
11565,Fall 2017,Lower Division,CHEM 270,49574,3.0,0,0,0,0,0,18,0,10,0,0,0
11566,Fall 2017,Lower Division,CHLD 251,26954,2.0,16,15,17,0,12,0,0,0,0,0,0
11567,Fall 2017,Lower Division,CHLD 252,49562,3.0,48,16,11,15,0,0,0,0,0,0,0
11568,Fall 2017,Lower Division,CHLD 252,49667,3.0,23,18,31,0,16,0,0,0,0,0,0
11569,Fall 2017,Lower Division,CHLD 255,26954,3.0,0,10,0,10,0,0,0,0,0,0,0
11570,Fall 2017,Lower Division,CHLD 255,41904,3.0,13,0,0,0,0,0,0,0,0,0,0
11571,Fall 2017,Lower Division,CIVL 130,40161,2.0,11,0,14,0,14,14,0,0,0,0,10
11572,Fall 2017,Lower Division,CIVL 211,27586,2.0,0,0,18,0,12,0,0,10,0,0,0
11573,Fall 2017,Lower Division,CMGT 100,31587,2.0,20,0,23,10,14,15,10,0,0,0,0
11574,Fall 2017,Lower Division,CMGT 110,30036,2.0,0,0,0,10,0,0,10,0,0,0,0
11575,Fall 2017,Lower Division,CMGT 135,38005,3.0,0,0,12,0,0,11,0,0,0,0,0
11576,Fall 2017,Lower Division,CMGT 210,39325,2.0,0,0,11,0,16,13,0,0,0,0,0
11577,Fall 2017,Lower Division,CMGT 235,31667,3.0,10,0,10,12,0,0,0,0,0,0,0
11578,Fall 2017,Lower Division,CMSD 220,42837,3.0,40,17,0,0,0,0,0,0,0,0,0
11579,Fall 2017,Lower Division,CMSD 290,36902,3.0,25,14,0,0,15,0,0,0,0,0,0
11580,Fall 2017,Lower Division,CMST 131,47924,2.0,16,0,0,12,0,0,0,0,0,0,0
11581,Fall 2017,Lower Division,CMST 131,47991,2.0,20,13,10,10,0,0,0,0,0,0,0
11582,Fall 2017,Lower Division,CMST 131,49554,2.0,21,0,14,0,0,0,0,0,0,0,0
11583,Fall 2017,Lower Division,CMST 131,50824,2.0,14,10,10,0,0,0,0,0,0,0,0
11584,Fall 2017,Lower Division,CMST 131,51282,2.0,10,0,0,11,14,0,0,0,0,0,0
11585,Fall 2017,Lower Division,CMST 131,52105,2.0,15,0,11,10,11,0,0,0,0,0,0
11586,Fall 2017,Lower Division,CMST 131,52735,2.0,15,13,10,11,0,0,0,0,0,0,0
11587,Fall 2017,Lower Division,CMST 132,28467,3.0,0,11,0,0,16,0,0,0,0,0,0
11588,Fall 2017,Lower Division,CMST 132,34019,3.0,0,24,11,35,0,0,0,0,0,0,0
11589,Fall 2017,Lower Division,CMST 132,34714,3.0,17,35,17,19,17,0,0,0,0,0,0
11590,Fall 2017,Lower Division,CMST 132,36578,3.0,35,0,31,24,0,14,0,0,0,0,0
11591,Fall 2017,Lower Division,CMST 132,38443,3.0,0,0,10,0,16,0,10,0,0,0,0
11592,Fall 2017,Lower Division,CMST 132,42830,3.0,11,25,26,18,0,0,0,0,0,0,0
11593,Fall 2017,Lower Division,CMST 132,44592,3.0,25,19,28,22,20,0,0,0,0,0,0
11594,Fall 2017,Lower Division,CMST 132,46498,3.0,0,45,16,23,27,0,0,0,0,0,0
11595,Fall 2017,Lower Division,CMST 132,46820,3.0,0,10,46,21,34,0,0,11,0,0,0
11596,Fall 2017,Lower Division,CMST 132,49581,3.0,17,18,0,11,0,0,0,0,0,0,0
11597,Fall 2017,Lower Division,CMST 233,41078,3.0,0,0,0,0,0,11,0,10,0,0,0
11598,Fall 2017,Lower Division,CSCI 111,28266,3.0,11,0,0,0,0,0,0,0,0,0,14
11599,Fall 2017,Lower Division,CSCI 111,34078,3.0,0,0,10,0,0,0,0,0,0,0,21
11600,Fall 2017,Lower Division,CSCI 111,34977,3.0,13,0,13,0,0,0,0,0,0,0,0
11601,Fall 2017,Lower Division,CSCI 111,52212,3.0,0,0,10,0,0,10,0,0,0,0,0
11602,Fall 2017,Lower Division,ECON 102,39836,3.0,22,0,23,0,11,13,10,0,0,0,0
11603,Fall 2017,Lower Division,ECON 102,43861,3.0,50,24,0,0,0,0,0,0,0,0,0
11604,Fall 2017,Lower Division,ECON 102,45976,3.0,0,0,0,0,11,28,25,0,0,0,0
11605,Fall 2017,Lower Division,ECON 102,51773,3.0,0,19,24,19,0,11,0,0,0,0,0
11606,Fall 2017,Lower Division,ECON 103,39836,3.0,37,23,28,0,23,16,12,0,0,0,0
11607,Fall 2017,Lower Division,ECON 103,46179,3.0,0,0,15,0,18,0,14,0,0,0,0
11608,Fall 2017,Lower Division,ECON 103,48285,3.0,0,12,22,0,18,18,0,0,0,0,13
11609,Fall 2017,Lower Division,ECON 103,52743,3.0,0,0,12,0,0,12,0,0,0,0,0
11610,Fall 2017,Lower Division,EECE 211L,44911,1.0,14,17,0,0,0,0,0,0,0,0,0
11611,Fall 2017,Lower Division,EECE 211L,49548,1.0,11,0,0,0,0,0,0,0,0,0,0
11612,Fall 2017,Lower Division,GEOG 102,26562,3.0,0,0,0,0,0,17,0,0,0,0,0
11613,Fall 2017,Lower Division,GEOG 105,32982,3.0,11,13,14,0,0,11,0,0,0,0,0
11614,Fall 2017,Lower Division,GEOS 101,51181,2.0,0,0,10,0,0,0,0,0,0,0,0
11615,Fall 2017,Lower Division,GEOS 101,51777,2.0,0,14,12,14,20,0,18,12,0,10,0
11616,Fall 2017,Lower Division,GEOS 102,51777,2.0,0,13,22,0,0,0,14,0,0,0,0
11617,Fall 2017,Lower Division,GEOS 130,50920,2.0,23,29,29,20,10,16,0,0,0,0,0
11618,Fall 2017,Lower Division,GERM 101,27231,3.0,14,0,0,0,0,0,0,0,0,0,0
11619,Fall 2017,Lower Division,HCSV 160,28216,3.0,12,11,0,0,0,0,0,0,0,0,0
11620,Fall 2017,Lower Division,HCSV 265,42424,3.0,25,0,0,0,0,0,0,0,0,0,0
11621,Fall 2017,Lower Division,HCSV 265,52776,3.0,16,15,12,0,0,0,0,0,0,0,13
11622,Fall 2017,Lower Division,HIST 101,51407,3.0,0,0,16,0,12,15,0,0,0,0,0
11623,Fall 2017,Lower Division,HIST 102,41091,3.0,12,0,12,10,0,0,0,0,0,0,0
11624,Fall 2017,Lower Division,HIST 130,26923,3.0,14,16,31,19,18,16,17,10,0,0,12
11625,Fall 2017,Lower Division,HIST 130,27443,3.0,10,11,12,10,15,17,11,0,0,0,0
11626,Fall 2017,Lower Division,HIST 130,28240,3.0,0,0,16,0,10,30,0,0,15,0,0
11627,Fall 2017,Lower Division,HIST 130,28294,3.0,13,0,20,0,0,17,0,0,16,0,23
11628,Fall 2017,Lower Division,HIST 130,28849,3.0,0,0,0,0,0,0,11,0,0,0,0
11629,Fall 2017,Lower Division,HIST 130,30607,3.0,0,0,0,0,16,17,0,33,0,0,21
11630,Fall 2017,Lower Division,HIST 130,31684,3.0,0,0,16,0,20,34,21,31,42,23,54
11631,Fall 2017,Lower Division,HIST 130,39327,3.0,17,12,11,13,10,11,0,0,0,0,0
11632,Fall 2017,Lower Division,HIST 130,46463,3.0,32,24,21,15,24,11,0,0,0,0,0
11633,Fall 2017,Lower Division,HIST 130,52447,3.0,0,11,13,0,13,13,0,17,0,0,14
11634,Fall 2017,Lower Division,HIST 130,52613,3.0,0,0,19,11,18,0,13,0,0,0,0
11635,Fall 2017,Lower Division,HIST 130,53268,3.0,40,25,0,21,0,0,0,0,0,0,0
11636,Fall 2017,Lower Division,JAPN 101,40320,3.0,23,0,12,0,0,0,0,0,0,0,0
11637,Fall 2017,Lower Division,JOUR 244,49565,3.0,17,12,0,0,0,0,0,0,0,0,0
11638,Fall 2017,Lower Division,JOUR 260,52783,2.0,0,11,0,0,0,0,0,0,0,0,0
11639,Fall 2017,Lower Division,KINE 296,26498,3.0,99,0,0,0,0,0,0,0,0,0,0
11640,Fall 2017,Lower Division,KINE 296,29560,3.0,33,21,27,21,19,11,0,0,0,0,0
11641,Fall 2017,Lower Division,MATH 101,28609,1.0,0,0,13,0,0,17,0,17,25,0,14
11642,Fall 2017,Lower Division,MATH 101,29373,1.0,0,0,18,0,0,19,0,0,0,0,33
11643,Fall 2017,Lower Division,MATH 101,39604,1.0,0,0,0,0,0,0,0,0,0,0,14
11644,Fall 2017,Lower Division,MATH 105,26454,1.5,0,12,20,0,0,16,0,0,0,0,0
11645,Fall 2017,Lower Division,MATH 105,26810,1.5,31,10,30,10,13,25,0,0,0,0,11
11646,Fall 2017,Lower Division,MATH 105,28609,1.5,0,0,0,0,0,0,0,0,10,0,0
11647,Fall 2017,Lower Division,MATH 105,29677,1.5,17,0,17,0,0,11,0,0,0,0,0
11648,Fall 2017,Lower Division,MATH 105,31585,1.5,0,0,15,0,0,20,0,0,10,0,0
11649,Fall 2017,Lower Division,MATH 105,31660,1.5,30,17,35,10,12,51,0,0,17,0,22
11650,Fall 2017,Lower Division,MATH 105,40348,1.5,21,13,25,0,16,19,13,0,16,0,10
11651,Fall 2017,Lower Division,MATH 107,31585,1.5,18,22,25,20,23,18,11,0,0,0,0
11652,Fall 2017,Lower Division,MATH 107,44421,1.5,11,14,16,0,22,23,0,0,0,0,0
11653,Fall 2017,Lower Division,MATH 118,41116,3.0,0,0,0,0,0,0,0,0,0,0,16
11654,Fall 2017,Lower Division,MATH 119,27700,4.0,0,0,0,0,0,15,0,0,0,0,0
11655,Fall 2017,Lower Division,MATH 119,28658,4.0,0,0,11,0,0,0,0,0,0,0,0
11656,Fall 2017,Lower Division,MATH 119,30582,4.0,0,0,11,0,0,0,15,0,0,0,0
11657,Fall 2017,Lower Division,MATH 120,30487,4.0,0,0,0,0,0,0,0,13,0,0,19
11658,Fall 2017,Lower Division,MATH 120,31497,4.0,0,0,10,0,0,0,0,0,0,0,28
11659,Fall 2017,Lower Division,MATH 120,38540,4.0,0,0,0,0,0,0,0,0,0,0,18
11660,Fall 2017,Lower Division,MATH 121,30776,4.0,12,0,0,0,0,10,0,0,0,0,10
11661,Fall 2017,Lower Division,MATH 121,43528,4.0,0,10,14,11,0,0,0,0,0,0,0
11662,Fall 2017,Lower Division,MATH 121,48348,4.0,0,0,0,0,12,0,0,0,0,0,0
11663,Fall 2017,Lower Division,MATH 220,36375,4.0,0,0,12,0,0,12,0,0,0,0,0
11664,Fall 2017,Lower Division,MATH 260,29281,4.0,0,0,0,0,0,20,0,0,0,0,0
11665,Fall 2017,Lower Division,MCGS 155,27867,3.0,0,0,16,0,0,10,0,0,0,0,0
11666,Fall 2017,Lower Division,MCGS 155,30741,3.0,21,22,10,11,0,0,10,0,0,0,0
11667,Fall 2017,Lower Division,MCGS 155,44167,3.0,0,0,18,0,0,0,0,0,0,0,0
11668,Fall 2017,Lower Division,MECH 210,52126,3.0,0,0,13,0,16,14,0,10,0,0,0
11669,Fall 2017,Lower Division,MINS 235,53267,3.0,0,0,20,0,0,0,0,0,0,0,0
11670,Fall 2017,Lower Division,MUSC 103,41818,1.0,10,10,0,0,0,0,0,0,0,0,0
11671,Fall 2017,Lower Division,MUSC 109,34495,3.0,10,0,0,10,0,0,0,0,0,0,0
11672,Fall 2017,Lower Division,MUSC 293,34302,3.0,0,13,0,0,0,0,0,0,0,0,0
11673,Fall 2017,Lower Division,MUSC 294,34302,3.0,18,0,0,0,0,0,0,0,0,0,0
11674,Fall 2017,Lower Division,NFSC 100,30304,3.0,59,19,13,23,0,0,0,0,0,0,0
11675,Fall 2017,Lower Division,NFSC 100,36055,3.0,41,10,12,15,0,0,0,0,0,0,0
11676,Fall 2017,Lower Division,NFSC 230,34910,3.0,23,0,28,0,0,0,0,0,0,0,0
11677,Fall 2017,Lower Division,NURS 285,27260,3.0,27,11,0,0,0,0,0,0,0,0,0
11678,Fall 2017,Lower Division,PHIL 102,29685,3.0,0,0,37,0,18,83,10,0,35,0,33
11679,Fall 2017,Lower Division,PHIL 102,30891,3.0,57,76,38,47,24,0,19,21,0,0,0
11680,Fall 2017,Lower Division,PHIL 102,33105,3.0,12,0,39,0,0,61,0,0,41,0,32
11681,Fall 2017,Lower Division,PHIL 102,33541,3.0,0,0,0,12,12,14,13,0,0,0,17
11682,Fall 2017,Lower Division,PHIL 102,49567,3.0,28,18,0,14,0,0,0,0,0,0,0
11683,Fall 2017,Lower Division,PHIL 104,28337,3.0,0,10,29,10,18,17,14,13,0,0,0
11684,Fall 2017,Lower Division,PHYS 202A,43461,3.0,0,0,0,0,0,14,22,0,11,0,20
11685,Fall 2017,Lower Division,PHYS 202A,49614,3.0,0,0,0,0,21,16,14,0,0,0,0
11686,Fall 2017,Lower Division,PHYS 202A,50962,3.0,38,15,0,12,10,0,0,0,0,0,0
11687,Fall 2017,Lower Division,PHYS 202B,33609,3.0,0,0,0,0,11,0,0,0,0,0,0
11688,Fall 2017,Lower Division,PHYS 202B,48268,3.0,11,0,0,0,0,0,0,0,0,0,19
11689,Fall 2017,Lower Division,PHYS 204A,34573,3.0,0,0,0,0,0,13,0,0,0,0,0
11690,Fall 2017,Lower Division,PHYS 204B,26385,3.0,0,0,0,0,0,13,0,0,0,0,0
11691,Fall 2017,Lower Division,PHYS 204B,52593,3.0,0,0,0,0,10,0,0,0,0,0,0
11692,Fall 2017,Lower Division,POLS 112,31385,3.0,0,21,25,20,15,0,12,0,0,0,0
11693,Fall 2017,Lower Division,POLS 155,27477,3.0,0,16,36,19,25,34,34,10,10,18,12
11694,Fall 2017,Lower Division,POLS 155,27910,2.0,54,36,77,46,50,30,42,0,12,0,24
11695,Fall 2017,Lower Division,POLS 155,30616,3.0,0,11,12,0,0,10,19,0,0,0,0
11696,Fall 2017,Lower Division,POLS 155,35141,3.0,27,19,15,25,11,0,0,0,0,0,0
11697,Fall 2017,Lower Division,POLS 155,35446,3.0,70,47,54,20,0,0,0,0,0,0,16
11698,Fall 2017,Lower Division,POLS 155,38783,3.0,12,15,13,10,19,11,11,11,11,0,0
11699,Fall 2017,Lower Division,POLS 155,50846,3.0,0,0,13,0,0,0,0,0,0,0,0
11700,Fall 2017,Lower Division,POLS 257,49935,3.0,0,0,0,0,10,0,0,0,0,0,0
11701,Fall 2017,Lower Division,PSSC 101,48343,2.0,0,23,0,13,13,24,16,0,0,0,0
11702,Fall 2017,Lower Division,PSYC 101,27377,3.0,0,12,15,0,25,16,11,13,0,0,0
11703,Fall 2017,Lower Division,PSYC 101,30264,3.0,0,0,0,0,10,0,0,0,0,0,0
11704,Fall 2017,Lower Division,PSYC 101,32045,3.0,13,16,13,16,17,12,0,0,0,0,0
11705,Fall 2017,Lower Division,PSYC 101,38839,3.0,14,0,19,0,15,21,10,0,0,0,18
11706,Fall 2017,Lower Division,PSYC 101,40356,3.0,15,0,13,15,0,21,0,10,0,0,17
11707,Fall 2017,Lower Division,PSYC 151,41118,3.0,12,11,42,0,20,27,11,0,0,0,0
11708,Fall 2017,Lower Division,PSYC 151,43855,3.0,0,0,20,0,19,11,10,0,0,0,0
11709,Fall 2017,Lower Division,PSYC 261,28191,3.0,24,15,11,0,12,0,10,11,0,0,0
11710,Fall 2017,Lower Division,RELS 100,26441,3.0,23,13,0,0,0,0,0,0,0,0,0
11711,Fall 2017,Lower Division,RELS 180,51419,3.0,10,13,0,0,0,0,0,0,0,0,0
11712,Fall 2017,Lower Division,RELS 264,27686,3.0,27,0,0,0,0,0,0,0,0,0,0
11713,Fall 2017,Lower Division,SOCI 100,37401,3.0,37,21,26,10,10,0,0,0,0,0,0
11714,Fall 2017,Lower Division,SOCI 100,40214,3.0,25,0,0,0,0,0,0,0,0,0,0
11715,Fall 2017,Lower Division,SPAN 101,28456,3.0,17,0,10,0,0,0,0,0,0,0,0
11716,Fall 2017,Lower Division,SWRK 170,32693,3.0,61,0,0,0,0,0,0,0,0,0,0
11717,Fall 2017,Lower Division,SWRK 170,39019,3.0,0,11,0,0,0,0,0,0,0,0,0
11718,Fall 2017,Lower Division,SWRK 200,39019,3.0,21,0,0,0,0,0,0,0,0,0,0
11719,Fall 2017,Lower Division,SWRK 200,39401,3.0,44,10,0,0,0,0,0,0,0,0,0
11720,Fall 2017,Lower Division,THEA 110,48814,3.0,22,29,33,17,18,0,0,0,0,0,0
11721,Fall 2017,Lower Division,THEA 112,29951,3.0,14,10,0,0,0,0,0,0,0,0,0
11722,Fall 2017,Lower Division,THEA 112,51787,3.0,22,0,16,0,0,0,0,0,0,0,0
11723,Fall 2017,Lower Division,THEA 150,50955,3.0,14,0,0,0,0,0,0,0,0,0,0
11724,Fall 2017,Lower Division,THEA 204,48288,1.0,10,0,0,0,0,0,0,0,0,0,0
11725,Fall 2017,Lower Division,UNIV 101,26720,3.0,13,0,0,0,0,0,0,0,0,0,0
11726,Fall 2017,Lower Division,UNIV 101,27703,3.0,11,0,0,0,0,0,0,0,0,0,0
11727,Fall 2017,Lower Division,UNIV 101,32248,3.0,25,0,0,0,0,0,0,0,0,0,0
11728,Fall 2017,Lower Division,UNIV 101,35905,3.0,15,0,0,0,0,0,0,0,0,0,0
11729,Fall 2017,Lower Division,UNIV 101,36580,3.0,10,0,0,0,0,0,0,0,0,0,0
11730,Fall 2017,Lower Division,UNIV 101,39257,3.0,10,0,0,0,0,0,0,0,0,0,0
11731,Fall 2017,Lower Division,WMST 170,27867,3.0,18,0,13,0,0,0,0,0,0,0,0
11732,Fall 2017,Lower Division,WMST 170,30741,3.0,14,11,0,0,0,0,0,0,0,0,0
11733,Fall 2017,Lower Division,WMST 170,53268,3.0,14,0,0,0,0,0,0,0,0,0,0
11734,Fall 2017,Lower Division,THEA 206,48288,1.0,12,0,0,0,0,0,0,0,0,0,0
11735,Fall 2017,Lower Division,ARTS 125,52770,3.0,0,0,14,0,0,0,0,0,0,0,0
11736,Fall 2017,Lower Division,CIMT 101,43668,2.0,12,0,0,0,0,0,0,0,0,0,0
11737,Fall 2017,Lower Division,CMST 255,39175,3.0,12,0,0,18,0,0,0,0,0,0,0
11738,Fall 2017,Lower Division,EECE 211,44911,3.0,0,0,12,10,12,0,17,0,0,10,0
11739,Fall 2017,Lower Division,JAPN 102,30957,3.0,16,0,0,0,0,0,0,0,0,0,0
11740,Fall 2017,Lower Division,MECH 200,42997,1.0,0,11,12,15,10,0,0,0,0,0,0
11741,Fall 2017,Lower Division,NURS 283,44922,4.0,0,14,0,11,0,0,0,0,0,0,0
11742,Fall 2017,Lower Division,PSSC 250,39875,2.0,12,0,15,0,0,0,0,0,0,0,0
11743,Fall 2017,Lower Division,SOCI 133,30509,3.0,24,0,0,0,0,0,0,0,0,0,0
11744,Fall 2017,Lower Division,SOCI 227,40214,3.0,34,0,0,0,0,0,0,0,0,0,0
11745,Fall 2017,Lower Division,THEA 201,50955,1.0,21,0,0,0,0,0,0,0,0,0,0
11746,Fall 2017,Lower Division,CIVL 205,30227,2.0,16,0,0,0,0,0,0,0,0,0,0
11747,Fall 2017,Lower Division,ENGL 203,49917,3.0,0,0,0,11,0,0,0,0,0,0,0
11748,Fall 2017,Lower Division,HIST 135,52447,3.0,0,11,0,0,0,0,0,0,0,0,0
11749,Fall 2017,Lower Division,KINE 207,37605,1.0,14,0,0,0,0,0,0,0,0,0,0
11750,Fall 2017,Lower Division,MUSC 241,34495,3.0,10,0,0,0,0,0,0,0,0,0,0
11751,Fall 2017,Lower Division,NURS 284,34872,4.0,10,0,0,0,0,0,0,0,0,0,0
11752,Fall 2017,Lower Division,CHLD 282,35960,2.0,17,0,0,0,0,0,0,0,0,0,0
11753,Fall 2017,Lower Division,BIOL 153,48946,3.0,15,12,14,0,11,15,0,0,0,0,12
11754,Fall 2017,Lower Division,BSIS 105,28666,3.0,0,0,13,0,0,0,0,0,0,0,0
11755,Fall 2017,Lower Division,GEOS 165,28403,1.0,26,0,0,0,0,0,0,0,0,0,0
11756,Fall 2017,Lower Division,HUMN 222,26923,3.0,0,10,17,0,10,0,11,0,0,0,0
11757,Fall 2017,Lower Division,IDES 115,46633,3.0,0,17,0,0,0,0,0,0,0,0,0
11758,Fall 2017,Lower Division,KINE 101,31123,1.0,11,0,0,0,0,0,0,0,0,0,0
11759,Fall 2017,Lower Division,KINE 110,29560,3.0,12,14,13,0,11,0,11,0,0,0,0
11760,Fall 2017,Lower Division,KINE 110,30849,3.0,20,10,11,16,0,0,0,0,0,0,0
11761,Fall 2017,Lower Division,KINE 110,33958,3.0,14,0,12,0,0,0,0,0,0,0,0
11762,Fall 2017,Lower Division,KINE 116A,39961,1.0,25,0,0,0,0,0,0,0,0,0,0
11763,Fall 2017,Lower Division,KINE 118J,46725,1.0,32,0,0,0,0,0,0,0,0,0,0
11764,Fall 2017,Lower Division,KINE 121,30524,2.0,58,0,0,0,0,0,0,0,0,0,0
11765,Fall 2017,Lower Division,KINE 123,26498,1.0,47,0,0,0,0,0,0,0,0,0,0
11766,Fall 2017,Lower Division,KINE 123,30524,1.0,37,0,0,0,0,0,0,0,0,0,0
11767,Fall 2017,Lower Division,KINE 123,43044,1.0,50,0,0,0,0,0,0,0,0,0,0
11768,Fall 2017,Lower Division,KINE 125,53261,2.0,24,0,0,0,0,0,0,0,0,0,0
11769,Fall 2017,Lower Division,KINE 129,45040,1.0,55,0,0,0,0,0,0,0,0,0,0
11770,Fall 2017,Lower Division,KINE 134A,26878,1.0,97,0,0,0,0,0,0,0,0,0,0
11771,Fall 2017,Lower Division,KINE 134B,26878,1.0,22,0,0,0,0,0,0,0,0,0,0
11772,Fall 2017,Lower Division,KINE 140,45040,1.0,15,0,0,0,0,0,0,0,0,0,0
11773,Fall 2017,Lower Division,KINE 141A,44767,1.0,45,0,0,0,0,0,0,0,0,0,0
11774,Fall 2017,Lower Division,KINE 142,30049,1.0,14,0,0,0,0,0,0,0,0,0,0
11775,Fall 2017,Lower Division,KINE 148J,46725,1.0,10,0,0,0,0,0,0,0,0,0,0
11776,Fall 2017,Lower Division,KINE 148V,50425,1.0,14,0,0,0,0,0,0,0,0,0,0
11777,Fall 2017,Lower Division,KINE 156A,26878,1.0,32,0,0,0,0,0,0,0,0,0,0
11778,Fall 2017,Lower Division,KINE 156A,38959,1.0,32,0,0,0,0,0,0,0,0,0,0
11779,Fall 2017,Lower Division,KINE 156B,38959,1.0,18,0,0,0,0,0,0,0,0,0,0
11780,Fall 2017,Lower Division,KINE 162A,51788,1.0,21,0,0,0,0,0,0,0,0,0,0
11781,Fall 2017,Lower Division,KINE 162B,33958,1.0,25,0,0,0,0,0,0,0,0,0,0
11782,Fall 2017,Lower Division,KINE 162B,46725,1.0,28,0,0,0,0,0,0,0,0,0,0
11783,Fall 2017,Lower Division,KINE 166A,46431,1.0,18,0,0,0,0,0,0,0,0,0,0
11784,Fall 2017,Lower Division,KINE 166A,49916,1.0,0,10,0,0,0,0,0,0,0,0,0
11785,Fall 2017,Lower Division,KINE 166A,51788,1.0,15,0,0,0,0,0,0,0,0,0,0
11786,Fall 2017,Lower Division,KINE 166B,50933,1.0,17,0,0,0,0,0,0,0,0,0,0
11787,Fall 2017,Lower Division,KINE 166V,39961,1.0,14,0,0,0,0,0,0,0,0,0,0
11788,Fall 2017,Lower Division,KINE 166V,46431,1.0,18,0,0,0,0,0,0,0,0,0,0
11789,Fall 2017,Lower Division,KINE 168,49916,1.0,13,0,0,0,0,0,0,0,0,0,0
11790,Fall 2017,Lower Division,KINE 168,50933,1.0,19,0,0,0,0,0,0,0,0,0,0
11791,Fall 2017,Lower Division,KINE 168,51788,1.0,42,0,0,0,0,0,0,0,0,0,0
11792,Fall 2017,Lower Division,KINE 169,27367,1.0,74,0,0,0,0,0,0,0,0,0,0
11793,Fall 2017,Lower Division,KINE 169,30849,1.0,37,0,0,0,0,0,0,0,0,0,0
11794,Fall 2017,Lower Division,KINE 169,38435,1.0,61,15,20,10,0,0,0,0,0,0,11
11795,Fall 2017,Lower Division,KINE 169,39961,1.0,37,0,0,0,0,0,0,0,0,0,0
11796,Fall 2017,Lower Division,KINE 169B,27367,2.0,18,0,0,0,0,0,0,0,0,0,0
11797,Fall 2017,Lower Division,KINE 169B,27877,2.0,14,0,0,0,0,0,0,0,0,0,0
11798,Fall 2017,Lower Division,KINE 170,27367,2.0,16,0,0,0,0,0,0,0,0,0,0
11799,Fall 2017,Lower Division,MATH 217,51397,3.0,10,0,17,0,0,14,0,0,14,0,22
11800,Fall 2017,Lower Division,MUSC 217,41484,1.0,19,0,0,0,0,0,0,0,0,0,0
11801,Fall 2017,Lower Division,MUSC 292,41081,3.0,28,0,0,11,0,0,0,0,0,0,0
11802,Fall 2017,Lower Division,SOSC 210,42085,3.0,14,10,0,0,0,0,0,0,0,0,0
11803,Fall 2017,Lower Division,ANSC 160,46184,1.0,14,0,0,0,0,0,0,0,0,0,0
11804,Fall 2017,Lower Division,ENGL 279,32316,3.0,11,0,0,0,0,0,0,0,0,0,0
11805,Fall 2017,Lower Division,JOUR 255,40502,3.0,0,11,0,0,0,0,0,0,0,0,0
11806,Fall 2017,Lower Division,KINE 149A,46725,1.0,14,0,0,0,0,0,0,0,0,0,0
11807,Fall 2017,Lower Division,LAST 110,37450,3.0,14,0,0,12,0,0,0,0,0,0,0
