,Term,Class Level,Course Subject and Number,Random Instructor ID,Component Unit,A,A-,B,B+,B-,C,C+,C-,D,D+,F
19949,Spring 2008,Upper Division,RECR 354,29584,2.0,0,0,12,0,0,0,0,0,0,0,0
19950,Spring 2008,Upper Division,RECR 420,28370,2.0,0,0,13,0,0,0,0,0,0,0,0
19951,Spring 2008,Upper Division,RECR 428,26515,3.0,0,0,0,11,10,0,0,0,0,0,0
19952,Spring 2008,Upper Division,RECR 470,29584,3.0,10,12,0,0,0,0,0,0,0,0,0
19953,Spring 2008,Upper Division,RECR 471,41121,3.0,12,0,0,0,0,0,0,0,0,0,0
19954,Spring 2008,Upper Division,RECR 584,28714,1.0,0,0,22,0,0,0,0,0,0,0,0
19955,Spring 2008,Upper Division,RELS 332,27851,3.0,12,12,19,11,18,0,0,0,0,0,0
19956,Spring 2008,Upper Division,RELS 332,28644,3.0,0,16,12,20,20,0,0,0,0,0,0
19957,Spring 2008,Upper Division,RELS 332,44228,3.0,14,0,0,0,0,0,0,0,0,0,0
19958,Spring 2008,Upper Division,RELS 357,26441,3.0,10,11,0,0,0,0,0,0,0,0,0
19959,Spring 2008,Upper Division,RELS 358,27851,3.0,0,0,13,0,0,0,0,0,0,0,0
19960,Spring 2008,Upper Division,RELS 375,26411,3.0,0,0,17,10,0,0,0,0,0,0,0
19961,Spring 2008,Upper Division,SCMS 306,26440,2.0,12,0,26,0,0,10,0,0,0,0,0
19962,Spring 2008,Upper Division,SCMS 306,30538,2.0,12,0,28,0,0,24,0,0,0,0,0
19963,Spring 2008,Upper Division,SCMS 306,35156,2.0,12,0,39,12,0,0,0,0,0,0,0
19964,Spring 2008,Upper Division,SOCI 330,27867,3.0,11,0,0,0,0,0,0,0,0,0,0
19965,Spring 2008,Upper Division,SOCI 380,27512,3.0,14,0,0,0,0,0,0,0,0,0,0
19966,Spring 2008,Upper Division,SOSC 301,30145,3.0,13,0,0,0,0,0,0,0,0,0,0
19967,Spring 2008,Upper Division,SOSC 301,30349,3.0,0,0,0,0,0,11,0,0,10,0,0
19968,Spring 2008,Upper Division,SOSC 302,28943,3.0,0,0,0,10,0,0,0,0,0,0,0
19969,Spring 2008,Upper Division,SOSC 302,30145,3.0,41,0,0,0,0,0,0,0,0,0,0
19970,Spring 2008,Upper Division,SOSC 302,30349,3.0,11,0,11,0,0,0,0,0,0,0,0
19971,Spring 2008,Upper Division,SOSC 302,30938,3.0,12,22,0,0,0,0,0,0,0,0,0
19972,Spring 2008,Upper Division,SOSC 303,27957,3.0,0,0,12,0,0,11,0,0,0,0,0
19973,Spring 2008,Upper Division,SPED 569,26630,3.0,17,0,0,0,0,0,0,0,0,0,0
19974,Spring 2008,Upper Division,SWRK 499H,27904,3.0,12,0,0,0,0,0,0,0,0,0,0
19975,Spring 2008,Upper Division,THEA 302,26427,2.0,11,0,0,0,0,0,0,0,0,0,0
19976,Spring 2008,Upper Division,THEA 303,28200,2.0,11,0,0,0,0,0,0,0,0,0,0
19977,Spring 2008,Upper Division,THEA 309,43462,2.0,15,0,0,0,0,0,0,0,0,0,0
19978,Spring 2008,Upper Division,THEA 311,28564,3.0,0,50,0,13,0,0,0,0,0,0,0
19979,Spring 2008,Upper Division,THEA 315,36652,3.0,10,0,0,0,0,0,0,0,0,0,0
19980,Spring 2008,Upper Division,WMST 333,28644,3.0,21,0,0,0,0,0,0,0,0,0,0
19981,Spring 2008,Upper Division,ABUS 321,43214,3.0,21,0,0,0,0,0,0,0,0,0,0
19982,Spring 2008,Upper Division,ACCT 325,28709,3.0,0,0,0,0,0,11,0,0,0,0,10
19983,Spring 2008,Upper Division,AGRI 331,29038,2.0,0,0,10,0,0,0,10,0,0,0,0
19984,Spring 2008,Upper Division,ANTH 303,41370,3.0,16,0,0,0,0,0,0,0,0,0,0
19985,Spring 2008,Upper Division,BIOL 345,35085,3.0,18,0,16,0,0,0,0,0,0,0,0
19986,Spring 2008,Upper Division,BIOL 360,27991,1.0,0,0,10,0,0,0,10,0,0,0,0
19987,Spring 2008,Upper Division,CDES 303,43202,1.0,0,0,0,0,10,0,0,0,0,0,0
19988,Spring 2008,Upper Division,CDES 468,29076,2.0,17,0,0,0,0,0,0,0,0,0,0
19989,Spring 2008,Upper Division,ENGL 459,26381,3.0,10,0,0,0,0,0,0,0,0,0,0
19990,Spring 2008,Upper Division,GEOS 340,29717,3.0,0,0,0,0,0,14,0,0,0,0,0
19991,Spring 2008,Upper Division,HIST 445,26533,3.0,0,0,0,0,0,0,10,0,0,0,0
19992,Spring 2008,Upper Division,INST 400,-2,0.0,17,0,11,10,0,0,0,0,0,0,0
19993,Spring 2008,Upper Division,KINE 315,30743,3.0,34,0,0,0,0,0,0,0,0,0,0
19994,Spring 2008,Upper Division,KINE 315,39671,3.0,15,0,0,0,0,0,0,0,0,0,0
19995,Spring 2008,Upper Division,KINE 323,28686,3.0,12,0,11,0,0,0,0,0,0,0,0
19996,Spring 2008,Upper Division,KINE 386,28393,3.0,18,0,0,0,0,0,0,0,0,0,0
19997,Spring 2008,Upper Division,KINE 386,32198,3.0,15,0,10,0,0,0,0,0,0,0,0
19998,Spring 2008,Upper Division,KINE 480,27547,2.0,0,0,22,15,0,0,0,0,0,0,0
19999,Spring 2008,Upper Division,KINE 482,27547,3.0,23,0,18,0,0,0,0,0,0,0,0
20000,Spring 2008,Upper Division,MCGS 315,36652,3.0,10,0,0,0,0,0,0,0,0,0,0
20001,Spring 2008,Upper Division,MGMT 441,26665,3.0,0,0,0,0,18,0,0,0,0,0,0
20002,Spring 2008,Upper Division,MKTG 498,32891,3.0,0,22,0,0,0,0,0,0,0,0,0
20003,Spring 2008,Upper Division,NURS 422,40822,3.0,0,12,11,16,0,0,0,0,0,0,0
20004,Spring 2008,Upper Division,NURS 434,40343,2.0,20,0,0,0,0,0,0,0,0,0,0
20005,Spring 2008,Upper Division,NURS 493,28821,1.0,10,12,0,0,0,0,0,0,0,0,0
20006,Spring 2008,Upper Division,PHIL 344,31491,3.0,0,14,0,0,0,0,0,0,0,0,0
20007,Spring 2008,Upper Division,POLS 330,32362,2.0,15,10,12,0,0,0,0,0,0,0,0
20008,Spring 2008,Upper Division,POLS 402,27825,3.0,0,0,0,0,10,0,0,0,0,0,0
20009,Spring 2008,Upper Division,POLS 431,30616,3.0,0,0,13,0,0,0,0,0,0,0,0
20010,Spring 2008,Upper Division,RELS 324,27328,3.0,0,14,0,10,0,0,0,0,0,0,0
20011,Spring 2008,Upper Division,RELS 347,28249,3.0,0,0,17,0,0,0,0,0,0,0,0
20012,Spring 2008,Upper Division,SOCI 350,27867,3.0,22,0,0,0,0,0,0,0,0,0,0
20013,Spring 2008,Upper Division,SOCI 350,30307,3.0,20,16,0,0,0,0,0,0,0,0,0
20014,Spring 2008,Upper Division,SOCI 384,43218,3.0,0,12,11,10,0,10,0,10,0,0,0
20015,Spring 2008,Upper Division,EDTE 672,26630,4.0,12,0,0,0,0,0,0,0,0,0,0
20016,Spring 2008,Upper Division,ABUS 415,43214,3.0,14,0,0,0,0,0,0,0,0,0,0
20017,Spring 2008,Upper Division,ABUS 451,43214,3.0,15,0,0,0,0,0,0,0,0,0,0
20018,Spring 2008,Upper Division,BADM 345,31600,3.0,16,0,0,0,0,0,0,0,0,0,0
20019,Spring 2008,Upper Division,BIOL 350,30912,2.0,10,0,17,0,0,0,0,0,0,0,0
20020,Spring 2008,Upper Division,CHLD 282,43064,3.0,27,0,0,0,0,0,0,0,0,0,0
20021,Spring 2008,Upper Division,CHLD 455,27727,3.0,0,11,0,0,0,0,0,0,0,0,0
20022,Spring 2008,Upper Division,CIVL 312,39264,1.0,0,10,13,0,0,0,0,0,0,0,0
20023,Spring 2008,Upper Division,CMGT 120,29644,2.0,11,21,16,25,14,0,0,0,0,0,0
20024,Spring 2008,Upper Division,CMGT 360,37520,3.0,16,33,16,13,0,0,0,0,0,0,0
20025,Spring 2008,Upper Division,CMGT 489,28807,3.0,13,0,0,0,0,0,0,0,0,0,0
20026,Spring 2008,Upper Division,EDUC 506,27400,1.0,11,0,0,0,0,0,0,0,0,0,0
20027,Spring 2008,Upper Division,EECE 381,34499,1.0,11,0,0,0,0,0,0,0,0,0,0
20028,Spring 2008,Upper Division,GEOG 435,29606,3.0,24,0,10,0,0,0,0,0,0,0,0
20029,Spring 2008,Upper Division,HCSV 369,41090,2.0,22,0,0,0,0,0,0,0,0,0,0
20030,Spring 2008,Upper Division,JOUR 325,31544,2.0,0,0,13,0,0,0,0,0,0,0,0
20031,Spring 2008,Upper Division,JOUR 344,28736,3.0,0,0,11,12,0,0,0,0,0,0,0
20032,Spring 2008,Upper Division,JOUR 460,41288,3.0,15,0,22,12,0,0,0,0,0,0,0
20033,Spring 2008,Upper Division,KINE 316,34270,3.0,0,11,0,0,0,0,0,0,0,0,0
20034,Spring 2008,Upper Division,KINE 390,28686,3.0,19,0,14,0,0,0,0,0,0,0,0
20035,Spring 2008,Upper Division,MATH 304,30920,3.0,0,0,11,0,0,0,0,0,0,0,0
20036,Spring 2008,Upper Division,MGMT 451,29361,3.0,0,12,12,0,0,0,0,0,0,0,0
20037,Spring 2008,Upper Division,MGMT 460,40709,3.0,0,0,0,0,11,11,10,0,0,0,0
20038,Spring 2008,Upper Division,MKTG 566,33150,3.0,23,0,0,0,0,0,0,0,0,0,0
20039,Spring 2008,Upper Division,MUSC 411A,41081,1.0,21,0,0,0,0,0,0,0,0,0,0
20040,Spring 2008,Upper Division,MUSC 411C,35881,1.0,10,0,0,0,0,0,0,0,0,0,0
20041,Spring 2008,Upper Division,NURS 304,29046,4.0,10,0,0,0,0,0,0,0,0,0,0
20042,Spring 2008,Upper Division,NURS 315W,28256,2.0,12,0,0,0,0,0,0,0,0,0,0
20043,Spring 2008,Upper Division,NURS 444,37212,2.0,15,0,0,0,0,0,0,0,0,0,0
20044,Spring 2008,Upper Division,NURS 444,41901,2.0,15,0,0,0,0,0,0,0,0,0,0
20045,Spring 2008,Upper Division,NURS 474,28352,3.0,11,0,0,0,0,0,0,0,0,0,0
20046,Spring 2008,Upper Division,POLS 459D,27910,3.0,11,0,0,0,0,0,0,0,0,0,0
20047,Spring 2008,Upper Division,RECR 350,41376,2.0,12,16,0,0,0,0,0,0,0,0,0
20048,Spring 2008,Upper Division,SOCI 340,27972,3.0,12,0,11,0,0,12,0,0,0,0,0
20049,Spring 2008,Upper Division,SOCI 340,40827,3.0,0,12,0,0,0,0,0,0,0,0,0
20050,Spring 2008,Upper Division,SOCI 354,40827,3.0,0,19,11,0,0,0,0,0,0,0,0
20051,Spring 2008,Upper Division,SWRK 320,27904,3.0,26,0,0,0,0,0,0,0,0,0,0
20052,Spring 2008,Upper Division,SWRK 320,33007,3.0,13,0,0,0,0,0,0,0,0,0,0
20053,Spring 2008,Upper Division,ACCT 425,28932,3.0,0,0,0,0,0,16,0,0,0,0,0
20054,Spring 2008,Upper Division,APCG 495,30197,1.0,15,0,0,0,0,0,0,0,0,0,0
20055,Spring 2008,Upper Division,CHLD 495,28466,3.0,21,0,0,0,0,0,0,0,0,0,0
20056,Spring 2008,Upper Division,CMGT 335,31587,3.0,24,0,15,0,14,13,0,0,0,0,0
20057,Spring 2008,Upper Division,CMGT 345,28548,3.0,14,23,19,0,22,0,0,0,0,0,0
20058,Spring 2008,Upper Division,CMGT 455,30906,2.0,0,0,30,0,13,12,0,0,0,0,0
20059,Spring 2008,Upper Division,CMGT 455,39025,2.0,0,0,31,10,10,0,11,0,0,0,0
20060,Spring 2008,Upper Division,CMGT 457,30649,2.0,0,0,0,13,11,0,13,0,0,0,0
20061,Spring 2008,Upper Division,CMGT 457,43233,2.0,11,26,17,20,0,0,0,0,0,0,0
20062,Spring 2008,Upper Division,CMGT 458,44568,2.0,0,0,33,11,32,14,24,13,0,0,0
20063,Spring 2008,Upper Division,CSCI 305,32241,2.0,18,0,0,0,0,0,0,0,0,0,0
20064,Spring 2008,Upper Division,EDUC 510,26384,1.0,76,0,0,0,0,0,0,0,0,0,0
20065,Spring 2008,Upper Division,ENGL 431,26428,3.0,13,0,0,0,0,0,0,0,0,0,0
20066,Spring 2008,Upper Division,ENGL 458,32316,3.0,11,0,0,0,0,0,0,0,0,0,0
20067,Spring 2008,Upper Division,ENGL 471,30122,3.0,0,0,10,0,0,0,0,0,0,0,0
20068,Spring 2008,Upper Division,FINA 480,43274,3.0,0,0,29,0,0,0,0,0,0,0,0
20069,Spring 2008,Upper Division,HNRS 398H,30160,3.0,10,0,0,0,0,0,0,0,0,0,0
20070,Spring 2008,Upper Division,KINE 510,27877,3.0,14,0,0,0,0,0,0,0,0,0,0
20071,Spring 2008,Upper Division,MGMT 452,29361,3.0,0,10,11,0,0,0,0,0,0,0,0
20072,Spring 2008,Upper Division,NFSC 431,36382,2.0,0,10,0,0,10,0,0,0,0,0,0
20073,Spring 2008,Upper Division,NFSC 465,33629,2.0,13,0,0,0,0,0,0,0,0,0,0
20074,Spring 2008,Upper Division,NURS 300W,28399,3.0,15,0,0,0,0,0,0,0,0,0,0
20075,Spring 2008,Upper Division,NURS 424,36200,2.0,16,0,0,0,0,0,0,0,0,0,0
20076,Spring 2008,Upper Division,NURS 475,28352,3.0,18,0,0,0,0,0,0,0,0,0,0
20077,Spring 2008,Upper Division,RECR 400,27502,3.0,0,0,10,0,0,0,0,0,0,0,0
20078,Spring 2008,Upper Division,SOSC 495,30938,3.0,37,0,0,0,0,0,0,0,0,0,0
20079,Spring 2008,Upper Division,WMST 368,28216,3.0,0,25,0,0,0,0,0,0,0,0,0
20080,Spring 2008,Upper Division,WMST 368,28578,3.0,26,0,0,0,0,0,0,0,0,0,0
20081,Spring 2008,Upper Division,RDGL 664,28882,2.0,0,11,0,0,0,0,0,0,0,0,0
20082,Spring 2008,Upper Division,ASST 300,29550,3.0,0,0,11,0,0,0,0,0,0,0,0
20083,Spring 2008,Upper Division,BIOL 408,31091,3.0,13,0,0,0,0,0,0,0,0,0,0
20084,Spring 2008,Upper Division,CHEM 451,37072,3.0,0,0,0,0,0,10,0,0,0,0,0
20085,Spring 2008,Upper Division,CIMT 348,38781,2.0,11,0,0,0,0,0,0,0,0,0,0
20086,Spring 2008,Upper Division,PHIL 306,27519,3.0,0,0,10,0,0,0,0,0,0,0,0
20087,Spring 2008,Upper Division,POLS 437,44167,3.0,0,0,0,12,0,0,0,0,0,0,0
20088,Spring 2008,Upper Division,RECR 360,28484,2.0,11,0,0,0,0,0,0,0,0,0,0
20089,Spring 2008,Upper Division,SOCI 360,40827,3.0,0,14,0,0,0,0,0,0,0,0,0
20090,Spring 2008,Upper Division,CIVL 313,37382,4.0,13,0,0,0,0,0,0,0,0,0,0
20091,Spring 2008,Upper Division,ECON 352,26668,3.0,0,0,0,0,0,10,0,0,0,0,0
20092,Spring 2008,Upper Division,ENGL 321,27987,3.0,15,0,0,0,0,0,0,0,0,0,0
20093,Spring 2008,Upper Division,HCSV 320,28185,3.0,11,0,0,0,0,0,0,0,0,0,0
20094,Spring 2008,Upper Division,POLS 340,39879,1.0,18,0,0,0,0,0,0,0,0,0,0
20095,Spring 2008,Upper Division,ANSC 330,39154,2.0,0,0,15,0,0,0,0,0,0,0,0
20096,Spring 2008,Upper Division,HCSV 360,39080,3.0,0,0,10,0,0,0,0,0,0,0,0
20097,Spring 2008,Upper Division,HIST 381,28725,3.0,12,0,10,0,0,0,0,0,0,0,0
20098,Spring 2008,Upper Division,JAPN 330,30957,3.0,10,0,0,0,0,0,0,0,0,0,0
20099,Spring 2008,Upper Division,PSYC 354,31541,3.0,10,0,0,0,0,0,0,0,0,0,0
20100,Spring 2008,Upper Division,SPED 672,27588,3.0,18,0,0,0,0,0,0,0,0,0,0
20101,Spring 2008,Upper Division,CMSD 363,31918,3.0,15,0,0,0,0,0,0,0,0,0,0
20102,Spring 2008,Upper Division,HIST 326,27412,3.0,0,0,13,0,0,0,0,0,0,0,0
20103,Spring 2008,Upper Division,SPED 561,28550,3.0,18,13,0,0,0,0,0,0,0,0,0
20104,Spring 2008,Upper Division,AGRI 305,28885,3.0,10,0,18,0,0,0,0,0,0,0,0
20105,Spring 2008,Upper Division,JAPN 305,30659,3.0,22,0,0,0,0,0,0,0,0,0,0
20106,Spring 2008,Upper Division,MGMT 437,26665,3.0,0,0,0,0,10,0,0,0,0,0,0
20107,Spring 2008,Upper Division,NFSC 345,40816,3.0,10,0,0,0,0,0,0,0,0,0,0
20108,Spring 2008,Upper Division,NFSC 470,44680,3.0,12,11,0,0,0,0,0,0,0,0,0
20109,Spring 2008,Upper Division,RECR 342,35143,2.0,0,11,0,0,0,0,0,0,0,0,0
20110,Spring 2008,Upper Division,SWRK 330,39019,3.0,11,0,0,0,0,0,0,0,0,0,0
20111,Spring 2008,Upper Division,ABUS 311,41790,3.0,0,0,10,0,0,0,0,0,0,0,0
20112,Spring 2008,Upper Division,ABUS 421,28311,3.0,0,0,10,0,0,0,0,0,0,0,0
20113,Spring 2008,Upper Division,ACCT 537,36651,3.0,15,0,0,0,0,0,0,0,0,0,0
20114,Spring 2008,Upper Division,ANSC 360,31577,2.0,15,12,0,0,0,0,0,0,0,0,0
20115,Spring 2008,Upper Division,ENGL 478,27900,3.0,22,0,0,0,0,0,0,0,0,0,0
20116,Spring 2008,Upper Division,POLS 456,39970,3.0,0,12,0,0,0,0,0,0,0,0,0
20117,Spring 2008,Upper Division,RECR 558,28370,2.0,0,0,0,12,0,0,0,0,0,0,0
20118,Spring 2008,Upper Division,MECH 340,27490,2.0,0,0,0,0,10,0,0,0,0,0,0
20119,Spring 2008,Upper Division,SPAN 489,31400,1.0,15,0,0,0,0,0,0,0,0,0,0
20120,Spring 2008,Upper Division,ENGL 465,32316,3.0,22,0,0,0,0,0,0,0,0,0,0
20121,Spring 2008,Upper Division,MECH 308,37382,2.0,0,0,0,12,0,0,0,0,0,0,0
20122,Spring 2008,Upper Division,MECH 440B,43199,2.0,0,13,0,0,0,0,0,0,0,0,0
20123,Spring 2008,Upper Division,PSYC 341,28191,3.0,0,12,20,0,0,0,0,0,0,0,0
20124,Spring 2008,Upper Division,MECH 338,28269,3.0,0,0,0,0,0,0,0,12,0,0,0
20125,Spring 2008,Upper Division,SPAN 425,41796,2.0,10,0,0,0,0,0,0,0,0,0,0
20126,Spring 2008,Upper Division,KINE 324,27547,3.0,13,0,12,0,0,0,0,0,0,0,0
20127,Spring 2008,Upper Division,MATH 449,41355,3.0,0,0,0,0,0,0,0,0,10,0,0
20128,Spring 2008,Upper Division,MECA 380,28254,2.0,0,0,0,0,0,12,0,0,0,0,0
20129,Spring 2008,Upper Division,EECE 437,27430,4.0,10,0,0,0,0,0,0,0,0,0,0
20130,Spring 2008,Upper Division,SPED 671,26789,2.0,22,0,0,0,0,0,0,0,0,0,0
20131,Spring 2008,Upper Division,AFRI 300,28579,3.0,0,12,13,11,0,0,0,0,0,0,0
20132,Spring 2008,Upper Division,AGRI 321,30224,2.0,14,0,0,0,0,0,0,0,0,0,0
20133,Spring 2008,Upper Division,AGRI 380B,30472,3.0,14,0,0,0,0,0,0,0,0,0,0
20134,Spring 2008,Upper Division,ARTS 372,26464,3.0,10,0,0,0,0,0,0,0,0,0,0
20135,Spring 2008,Upper Division,BLMC 370,33153,3.0,11,0,0,0,0,0,0,0,0,0,0
20136,Spring 2008,Upper Division,CIVL 411,40826,3.0,0,0,23,15,10,0,0,0,0,0,0
20137,Spring 2008,Upper Division,CIVL 431,27301,3.0,0,0,17,0,10,14,0,0,0,0,0
20138,Spring 2008,Upper Division,CMSD 351,39348,3.0,31,0,0,0,0,0,0,0,0,0,0
20139,Spring 2008,Upper Division,CMSD 435,36902,3.0,0,0,11,0,0,0,0,0,0,0,0
20140,Spring 2008,Upper Division,CMSD 470,36902,3.0,0,11,0,0,0,0,0,0,0,0,0
20141,Spring 2008,Upper Division,EDTE 440,31347,2.0,10,0,0,0,0,0,0,0,0,0,0
20142,Spring 2008,Upper Division,EDTE 440,31525,2.0,21,0,0,0,0,0,0,0,0,0,0
20143,Spring 2008,Upper Division,EDTE 574,29047,1.0,10,0,0,0,0,0,0,0,0,0,0
20144,Spring 2008,Upper Division,EDTE 574,31347,1.0,0,0,23,0,0,0,0,0,0,0,0
20145,Spring 2008,Upper Division,GEOG 440,29565,3.0,22,0,0,0,0,0,0,0,0,0,0
20146,Spring 2008,Upper Division,GEOS 351,36201,3.0,0,11,0,0,0,0,0,0,0,0,0
20147,Spring 2008,Upper Division,GERM 482,27239,3.0,17,0,0,0,0,0,0,0,0,0,0
20148,Spring 2008,Upper Division,HCSV 462,30072,3.0,18,0,0,0,0,0,0,0,0,0,0
20149,Spring 2008,Upper Division,HIST 421,27412,3.0,10,0,0,0,0,0,0,0,0,0,0
20150,Spring 2008,Upper Division,MATH 302,30920,3.0,0,0,14,0,0,12,0,0,0,0,0
20151,Spring 2008,Upper Division,MGMT 345,28811,3.0,0,0,0,0,0,0,10,0,0,0,0
20152,Spring 2008,Upper Division,MGMT 433,41242,3.0,0,0,11,0,11,0,10,0,0,0,0
20153,Spring 2008,Upper Division,MGMT 434,41243,3.0,0,0,12,0,12,12,0,0,0,0,0
20154,Spring 2008,Upper Division,MUSC 334,27672,1.0,15,0,0,0,0,0,0,0,0,0,0
20155,Spring 2008,Upper Division,MUSC 395,26654,3.0,0,0,0,0,0,0,10,0,0,0,0
20156,Spring 2008,Upper Division,NFSC 429,40816,2.0,15,17,0,10,0,0,0,0,0,0,0
20157,Spring 2008,Upper Division,POLS 340B,39879,2.0,17,0,0,0,0,0,0,0,0,0,0
20158,Spring 2008,Upper Division,POLS 459B,43023,3.0,23,0,0,0,0,0,0,0,0,0,0
20159,Spring 2008,Upper Division,PSYC 571,31401,3.0,12,0,0,0,0,0,0,0,0,0,0
20160,Spring 2008,Upper Division,RECR 585,29632,1.0,10,0,0,0,0,0,0,0,0,0,0
20161,Spring 2008,Upper Division,SOSC 430,33007,3.0,12,0,0,0,0,0,0,0,0,0,0
20162,Spring 2008,Upper Division,SWRK 303,27904,3.0,39,0,0,0,0,0,0,0,0,0,0
20163,Spring 2008,Upper Division,SWRK 305,33886,2.0,10,0,0,0,0,0,0,0,0,0,0
20164,Spring 2008,Upper Division,SWRK 325,37634,3.0,10,0,0,0,0,0,0,0,0,0,0
20165,Spring 2008,Upper Division,SWRK 445,29421,3.0,15,0,0,0,0,0,0,0,0,0,0
20166,Spring 2008,Upper Division,SWRK 490B,29927,1.0,17,0,0,0,0,0,0,0,0,0,0
20167,Spring 2008,Upper Division,SWRK 490B,33594,1.0,11,0,0,0,0,0,0,0,0,0,0
20168,Spring 2008,Upper Division,ANTH 368,30246,3.0,14,0,10,0,0,0,0,0,0,0,0
20169,Spring 2008,Upper Division,ANTH 466,27425,3.0,10,0,0,0,0,0,0,0,0,0,0
20170,Spring 2008,Upper Division,APCG 330,30521,1.0,0,0,0,0,12,14,0,0,0,0,0
20171,Spring 2008,Upper Division,ARTS 386,30762,2.0,13,0,0,0,0,0,0,0,0,0,0
20172,Spring 2008,Upper Division,BADM 495M,30833,2.0,0,0,11,0,0,0,0,0,0,0,0
20173,Spring 2008,Upper Division,BIOL 466,27344,3.0,0,0,10,0,0,0,0,0,0,0,0
20174,Spring 2008,Upper Division,CMSD 331,31918,3.0,13,10,0,0,0,0,0,0,0,0,0
20175,Spring 2008,Upper Division,EDTE 676,31347,6.0,0,0,13,0,0,0,0,0,0,0,0
20176,Spring 2008,Upper Division,EECE 453,40533,4.0,13,0,0,0,0,0,0,0,0,0,0
20177,Spring 2008,Upper Division,ENGL 357,38524,3.0,10,0,0,0,0,0,0,0,0,0,0
20178,Spring 2008,Upper Division,ENGL 474,28640,3.0,13,0,0,0,0,0,0,0,0,0,0
20179,Spring 2008,Upper Division,GEOS 370,29717,3.0,0,0,0,0,0,14,0,16,0,0,0
20180,Spring 2008,Upper Division,MUSC 345,34495,2.0,12,0,0,0,0,0,0,0,0,0,0
20181,Spring 2008,Upper Division,MUSC 464,36545,2.0,14,0,0,0,0,0,0,0,0,0,0
20182,Spring 2008,Upper Division,NURS 306W,30228,3.0,0,12,0,0,0,0,0,0,0,0,0
20183,Spring 2008,Upper Division,SPED 636,31407,3.0,15,0,0,0,0,0,0,0,0,0,0
20184,Spring 2008,Upper Division,SPED 670,31620,2.0,21,0,0,0,0,0,0,0,0,0,0
20185,Spring 2008,Upper Division,SPED 673,31620,1.0,22,0,0,0,0,0,0,0,0,0,0
20186,Spring 2008,Upper Division,ABUS 487,31657,3.0,13,0,0,0,0,0,0,0,0,0,0
20187,Spring 2008,Upper Division,ANSC 450,28915,3.0,0,0,14,0,0,0,0,0,0,0,0
20188,Spring 2008,Upper Division,APCG 340,27899,1.0,0,0,12,0,0,0,0,0,0,0,0
20189,Spring 2008,Upper Division,ARTS 411,27688,3.0,0,10,0,0,0,0,0,0,0,0,0
20190,Spring 2008,Upper Division,ARTS 413,26497,3.0,0,0,10,0,0,0,0,0,0,0,0
20191,Spring 2008,Upper Division,CDES 319,30364,2.0,13,0,0,0,0,0,0,0,0,0,0
20192,Spring 2008,Upper Division,CDES 469,39257,3.0,16,0,0,0,0,0,0,0,0,0,0
20193,Spring 2008,Upper Division,CHEM 400,33414,1.0,11,0,0,0,0,0,0,0,0,0,0
20194,Spring 2008,Upper Division,CHLD 462,32396,3.0,13,0,0,0,0,0,0,0,0,0,0
20195,Spring 2008,Upper Division,CMSD 441,27434,3.0,0,0,0,10,0,0,0,0,0,0,0
20196,Spring 2008,Upper Division,CSCI 320,27926,3.0,0,0,10,0,0,0,0,0,0,0,0
20197,Spring 2008,Upper Division,ECON 376,29550,3.0,0,0,11,0,0,0,0,0,0,0,0
20198,Spring 2008,Upper Division,EDUC 509,34571,2.0,17,0,0,0,0,0,0,0,0,0,0
20199,Spring 2008,Upper Division,EDUC 589A,34571,4.0,17,0,0,0,0,0,0,0,0,0,0
20200,Spring 2008,Upper Division,ENGL 440,27408,3.0,11,0,0,0,0,0,0,0,0,0,0
20201,Spring 2008,Upper Division,ENGL 473,28640,3.0,11,0,0,0,0,0,0,0,0,0,0
20202,Spring 2008,Upper Division,ENGL 534,27900,3.0,15,0,0,0,0,0,0,0,0,0,0
20203,Spring 2008,Upper Division,GEOG 355,26562,3.0,0,0,20,0,0,0,0,0,0,0,0
20204,Spring 2008,Upper Division,HIST 433,27281,3.0,10,0,0,0,0,0,0,0,0,0,0
20205,Spring 2008,Upper Division,JAPN 301,30957,3.0,10,0,0,0,0,0,0,0,0,0,0
20206,Spring 2008,Upper Division,NFSC 370,28651,3.0,0,10,0,0,0,0,0,0,0,0,0
20207,Spring 2008,Upper Division,NFSC 370L,32926,1.0,19,0,0,0,0,0,0,0,0,0,0
20208,Spring 2008,Upper Division,POLS 327,44167,3.0,0,0,0,10,0,0,0,0,0,0,0
20209,Spring 2008,Upper Division,POLS 460B,27372,3.0,0,0,11,0,0,0,0,0,0,0,0
20210,Spring 2008,Upper Division,POLS 462,31077,3.0,10,0,0,0,0,0,0,0,0,0,0
20211,Spring 2008,Upper Division,PSSC 363,39154,2.0,11,0,11,0,0,0,0,0,0,0,0
20212,Spring 2008,Upper Division,PSSC 441,41418,3.0,10,0,0,0,0,0,0,0,0,0,0
20213,Spring 2008,Upper Division,PSYC 499H,27287,3.0,11,0,0,0,0,0,0,0,0,0,0
20214,Spring 2008,Upper Division,RECR 441,27502,3.0,0,0,14,0,0,0,0,0,0,0,0
20215,Spring 2008,Upper Division,RECR 444,28543,3.0,0,0,10,0,0,0,0,0,0,0,0
20216,Spring 2008,Upper Division,SCMS 443,26440,2.5,0,0,0,0,0,10,0,0,0,0,0
20217,Spring 2008,Upper Division,SOCI 335,28904,3.0,11,0,0,0,0,0,0,0,0,0,0
