Term,Course Division,Course,Section,Units,Random Faculty ID,Total Enrolled,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Fall 2019,Lower Division,CHEM221B_01,,,,,8,0,0,4,1,0,5,2,2,2,0,0
Fall 2019,Lower Division,CHEM221B_03,,,,,4,1,1,7,1,2,1,0,0,4,0,3
Fall 2019,Lower Division,CHEM221B_04,,,,,17,3,3,1,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,CHEM221B_05,,,,,3,2,1,3,3,3,3,1,1,1,0,3
Fall 2019,Lower Division,COMM120__20,,,,,0,2,5,5,4,1,1,2,0,0,1,3
Fall 2019,Lower Division,COMM120__33,,,,,10,11,2,0,0,1,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__02,,,,,7,4,3,3,2,3,1,1,0,0,0,0
Fall 2019,Lower Division,ENG_107__06,,,,,17,4,1,0,2,0,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__15,,,,,8,10,2,2,0,1,1,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__19,,,,,9,3,3,2,1,1,3,2,0,0,0,0
Fall 2019,Lower Division,ENG_107__80,,,,,19,0,1,2,0,0,0,2,0,0,0,0
Fall 2019,Lower Division,GEOG202__01,,,,,17,0,0,4,0,0,2,0,0,1,0,0
Fall 2019,Lower Division,KINE114F_81,,,,,17,2,4,0,1,0,0,0,0,0,0,0
Fall 2019,Lower Division,KINE137J_01,,,,,6,11,3,3,0,1,0,0,0,0,0,0
Fall 2019,Lower Division,KINE150J_01,,,,,20,0,0,0,2,0,2,0,0,0,0,0
Fall 2019,Lower Division,KINE261H_01,,,,,13,8,3,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,MATH120__08,,,,,6,2,1,3,3,2,7,0,0,0,0,0
Fall 2019,Lower Division,MATH211__08,,,,,5,1,3,3,1,2,2,4,2,1,0,0
Fall 2019,Lower Division,MATH212__03,,,,,2,1,0,3,5,2,2,2,2,2,0,3
Fall 2019,Lower Division,MATH212__05,,,,,6,2,3,2,1,0,2,1,0,0,0,7
Fall 2019,Lower Division,MATH252__02,,,,,16,3,4,1,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,PHIL190__80,,,,,5,1,4,1,5,0,2,4,0,1,0,1
Fall 2019,Lower Division,SSCI100__70,,,,,12,2,0,2,2,3,1,1,0,0,0,1
Fall 2019,Lower Division,USTD100A_82,,,,,18,2,2,1,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ACCT373__70,,,,,9,2,1,5,0,1,0,0,0,2,0,4
Fall 2019,Upper Division,ART_343__03,,,,,16,2,1,4,0,0,0,0,0,0,0,1
Fall 2019,Upper Division,ART_520__01,,,,,5,7,5,5,2,0,0,0,0,0,0,0
Fall 2019,Upper Division,BIOL320__01,,,,,6,2,0,7,1,3,2,1,1,0,1,0
Fall 2019,Upper Division,BIOL450__04,,,,,8,3,5,7,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,BIOL513__01,,,,,10,6,6,2,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,CJUS312__02,,,,,1,7,5,4,0,3,0,2,1,0,1,0
Fall 2019,Upper Division,CJUS375__01,,,,,2,8,4,3,0,5,2,0,0,0,0,0
Fall 2019,Upper Division,COMM378__01,,,,,6,8,2,5,2,1,0,0,0,0,0,0
Fall 2019,Upper Division,COMM422__01,,,,,6,8,1,2,3,3,0,1,0,0,0,0
Fall 2019,Upper Division,ECON335__01,,,,,4,2,1,5,2,0,3,0,0,0,0,7
Fall 2019,Upper Division,EDUC306__03,,,,,13,6,3,1,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB313__02,,,,,24,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB317__02,,,,,7,13,3,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__03,,,,,7,3,7,3,2,2,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__07,,,,,0,1,1,5,10,3,4,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__12,,,,,11,3,4,3,3,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__80,,,,,20,0,1,1,0,0,2,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__81,,,,,17,3,1,0,2,0,1,0,0,0,0,0
Fall 2019,Upper Division,ENG_318__01,,,,,19,0,4,0,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_385__01,,,,,3,7,10,1,0,2,0,1,0,0,0,0
Fall 2019,Upper Division,ENG_508__01,,,,,12,2,5,4,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC410__02,,,,,3,13,6,1,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC413__01,,,,,24,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC550A_03,,,,,5,13,3,0,3,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESPE350__70,,,,,5,4,6,6,0,1,0,1,0,0,0,1
Fall 2019,Upper Division,ESPE350__71,,,,,4,7,4,4,1,2,1,0,0,1,0,0
Fall 2019,Upper Division,HIST350__01,,,,,1,4,4,3,2,5,3,2,0,0,0,0
Fall 2019,Upper Division,HIST368__80,,,,,20,1,0,0,1,0,0,0,0,0,2,0
Fall 2019,Upper Division,HSCI471__01,,,,,21,2,0,0,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,HUM_460__87,,,,,7,7,3,4,0,1,0,0,0,0,0,2
Fall 2019,Upper Division,IST_483__01,,,,,7,2,5,1,2,5,2,0,0,0,0,0
Fall 2019,Upper Division,MATH301A_81,,,,,4,5,1,3,2,2,7,0,0,0,0,0
Fall 2019,Upper Division,MATH301B_01,,,,,7,0,5,5,1,2,4,0,0,0,0,0
Fall 2019,Upper Division,MATH372__03,,,,,6,2,2,3,2,2,4,1,0,2,0,0
Fall 2019,Upper Division,MATH555__01,,,,,7,1,4,0,3,1,2,1,2,0,1,2
Fall 2019,Upper Division,MGMT306__03,,,,,0,2,2,13,2,1,4,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__70,,,,,3,3,1,7,6,2,2,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__74,,,,,3,3,7,3,3,0,5,0,0,0,0,0
Fall 2019,Upper Division,MGMT459__01,,,,,24,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,MGMT490__03,,,,,14,3,1,2,1,0,2,0,0,0,0,1
Fall 2019,Upper Division,MGMT490__04,,,,,0,10,3,3,3,2,2,0,1,0,0,0
Fall 2019,Upper Division,MKTG525__01,,,,,11,10,2,0,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,SPAN302__01,,,,,6,9,4,2,2,1,0,0,0,0,0,0
Fall 2019,Upper Division,SPAN302__02,,,,,10,6,4,3,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,SPAN316B_70,,,,,7,1,5,6,0,0,0,3,0,0,0,2
Fall 2019,Upper Division,SSCI306__06,,,,,10,6,2,1,1,1,3,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__09,,,,,22,0,0,1,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,TA__320A_01,,,,,24,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ADMN601__02,,,,,23,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ADMN602__03,,,,,15,2,2,2,0,1,0,0,0,0,0,1
Fall 2019,Graduate Division,ECLG607__70,,,,,4,15,4,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG607__72,,,,,6,11,5,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG654__02,,,,,4,14,5,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG654__03,,,,,3,13,7,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG655__01,,,,,20,2,1,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG662__01,,,,,19,4,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG662__02,,,,,20,3,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,EDSP632__01,,,,,13,3,6,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ESPE602__70,,,,,23,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ESPE610__01,,,,,21,2,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ESPE653__01,,,,,15,4,1,1,0,0,0,0,0,0,0,2
Fall 2019,Graduate Division,PA__603__01,,,,,22,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,PA__611__72,,,,,6,12,1,1,1,0,0,0,1,0,0,1
Fall 2019,Lower Division,CHEM221B_06,,,,,5,3,1,1,1,1,4,0,0,2,0,5
Fall 2019,Lower Division,EELB230__03,,,,,8,8,5,1,1,0,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__11,,,,,9,6,0,2,5,0,0,1,0,0,0,0
Fall 2019,Lower Division,ENG_107__14,,,,,3,7,5,5,1,1,1,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__17,,,,,6,6,3,4,3,0,1,0,0,0,0,0
Fall 2019,Lower Division,HON_104A_08,,,,,5,1,4,2,3,2,4,2,0,0,0,0
Fall 2019,Lower Division,HSCI273__03,,,,,3,7,5,1,2,2,1,1,0,0,0,1
Fall 2019,Lower Division,KINE114F_80,,,,,18,1,1,0,1,0,2,0,0,0,0,0
Fall 2019,Lower Division,KINE200__03,,,,,23,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,MATH110__12,,,,,7,1,1,6,1,0,3,4,0,0,0,0
Fall 2019,Lower Division,MATH120__07,,,,,3,0,2,3,4,2,9,0,0,0,0,0
Fall 2019,Lower Division,MATH212__06,,,,,1,0,1,1,1,0,5,0,2,5,0,7
Fall 2019,Lower Division,MUS_100__01,,,,,5,3,3,1,3,0,2,1,2,2,0,1
Fall 2019,Lower Division,SPAN101__07,,,,,5,4,0,4,0,3,7,0,0,0,0,0
Fall 2019,Lower Division,TA__251__01,,,,,14,3,2,1,1,2,0,0,0,0,0,0
Fall 2019,Lower Division,USTD100A_03,,,,,17,1,2,3,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ACCT374__03,,,,,11,7,4,0,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,ART_344__01,,,,,11,7,3,0,0,0,0,0,0,0,0,2
Fall 2019,Upper Division,ART_440__01,,,,,5,16,1,0,0,0,0,0,0,0,0,1
Fall 2019,Upper Division,CSE_360__01,,,,,3,4,2,2,2,3,0,3,0,1,3,0
Fall 2019,Upper Division,EDUC306__87,,,,,10,4,2,3,3,1,0,0,0,0,0,0
Fall 2019,Upper Division,EELB313__01,,,,,15,6,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB315__01,,,,,23,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB315__02,,,,,22,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB317__01,,,,,8,8,7,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB510__02,,,,,2,21,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__01,,,,,11,4,3,4,0,0,1,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__04,,,,,19,1,1,0,0,0,2,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__13,,,,,21,0,0,1,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_327__80,,,,,17,2,2,1,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC407__02,,,,,20,1,1,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC410__03,,,,,15,6,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESPE531__71,,,,,13,4,0,1,0,0,2,0,0,0,0,3
Fall 2019,Upper Division,FIN_432__02,,,,,3,3,4,4,6,2,1,0,0,0,0,0
Fall 2019,Upper Division,HIST307__01,,,,,5,4,3,3,6,0,2,0,0,0,0,0
Fall 2019,Upper Division,HSCI360__01,,,,,13,3,1,2,1,1,0,1,0,0,0,1
Fall 2019,Upper Division,HSCI402__01,,,,,18,5,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,HSCI478__01,,,,,20,1,1,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,KINE493__01,,,,,23,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,MATH301A_05,,,,,0,4,3,3,3,5,5,0,0,0,0,0
Fall 2019,Upper Division,MATH301A_80,,,,,3,3,4,3,1,2,7,0,0,0,0,0
Fall 2019,Upper Division,MATH301B_05,,,,,3,0,2,5,5,3,5,0,0,0,0,0
Fall 2019,Upper Division,MATH308__02,,,,,17,2,1,1,1,1,0,0,0,0,0,0
Fall 2019,Upper Division,MATH308__07,,,,,12,5,2,0,0,0,4,0,0,0,0,0
Fall 2019,Upper Division,MATH329__01,,,,,8,0,0,4,0,0,6,0,0,1,0,4
Fall 2019,Upper Division,MATH399__01,,,,,15,1,3,4,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,MATH565__01,,,,,8,0,2,10,0,1,1,0,0,0,0,1
Fall 2019,Upper Division,MGMT306__87,,,,,4,4,3,3,3,3,3,0,0,0,0,0
Fall 2019,Upper Division,MGMT405__02,,,,,3,0,0,8,0,0,9,0,0,3,0,0
Fall 2019,Upper Division,MKTG420__01,,,,,16,4,2,0,0,0,0,0,0,1,0,0
Fall 2019,Upper Division,PA__305__01,,,,,13,5,2,1,1,0,0,1,0,0,0,0
Fall 2019,Upper Division,SPAN412__70,,,,,2,4,0,6,6,2,2,0,0,0,0,1
Fall 2019,Upper Division,SSCI306__04,,,,,4,2,5,3,2,0,7,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__14,,,,,5,9,2,5,0,2,0,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__15,,,,,3,9,5,3,1,1,1,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__21,,,,,16,3,0,3,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__71,,,,,7,8,1,1,4,0,2,0,0,0,0,0
Fall 2019,Graduate Division,ECLG665__02,,,,,17,4,1,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ESPE642__70,,,,,13,2,2,3,0,0,0,0,0,1,0,1
Fall 2019,Graduate Division,HSCI611__01,,,,,21,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,PSYC641__01,,,,,6,7,6,3,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__613__02,,,,,8,13,0,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__645__02,,,,,10,12,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,SW__655__02,,,,,11,9,1,1,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ART_120__02,,,,,11,4,0,4,1,1,0,0,0,0,0,1
Fall 2019,Lower Division,ART_122__02,,,,,4,12,4,2,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,CHEM215__37,,,,,7,0,0,6,0,0,6,0,0,2,0,1
Fall 2019,Lower Division,COMM180__80,,,,,5,3,6,3,1,0,0,0,1,1,0,2
Fall 2019,Lower Division,EELB230__02,,,,,16,3,1,0,0,0,0,0,0,0,0,2
Fall 2019,Lower Division,EELB230__80,,,,,20,1,0,1,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__13,,,,,15,2,0,3,1,0,1,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__81,,,,,10,3,3,4,2,0,0,0,0,0,0,0
Fall 2019,Lower Division,GEOG201__01,,,,,3,3,0,4,1,1,5,4,0,1,0,0
Fall 2019,Lower Division,HON_104A_01,,,,,20,2,0,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,KINE114F_82,,,,,17,2,3,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,MATH110__03,,,,,6,2,2,7,2,2,1,0,0,0,0,0
Fall 2019,Lower Division,MATH120__02,,,,,0,2,2,4,2,1,11,0,0,0,0,0
Fall 2019,Lower Division,MATH120__03,,,,,8,0,0,1,0,4,9,0,0,0,0,0
Fall 2019,Lower Division,MATH165__03,,,,,8,0,2,3,3,1,5,0,0,0,0,0
Fall 2019,Lower Division,MATH212__01,,,,,2,3,1,2,2,3,5,0,0,3,0,1
Fall 2019,Lower Division,SPAN102__03,,,,,8,4,4,2,1,0,1,1,0,1,0,0
Fall 2019,Lower Division,SPAN103__04,,,,,10,7,2,2,0,0,1,0,0,0,0,0
Fall 2019,Lower Division,SPAN251__70,,,,,4,2,0,6,1,1,2,1,1,1,0,3
Fall 2019,Upper Division,ACCT440__01,,,,,13,1,3,0,1,2,0,0,2,0,0,0
Fall 2019,Upper Division,ANTH347__01,,,,,12,4,2,4,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,EDUC306__02,,,,,2,8,9,1,2,0,0,0,0,0,0,0
Fall 2019,Upper Division,EELB301__01,,,,,7,3,3,4,2,0,1,1,1,0,0,0
Fall 2019,Upper Division,ENG_306__08,,,,,20,1,1,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__11,,,,,1,3,5,5,4,3,1,0,0,0,0,0
Fall 2019,Upper Division,ENG_318__02,,,,,6,7,3,2,1,1,0,0,0,0,0,2
Fall 2019,Upper Division,ESEC550A_02,,,,,21,0,1,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESPE514__70,,,,,19,1,1,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESPE531__70,,,,,15,3,0,1,0,0,0,0,0,1,0,2
Fall 2019,Upper Division,GEOG370__01,,,,,1,1,0,1,4,1,13,0,0,1,0,0
Fall 2019,Upper Division,KINE485__02,,,,,0,2,2,3,4,1,4,3,2,0,1,0
Fall 2019,Upper Division,MGMT306__88,,,,,6,5,1,5,4,0,1,0,0,0,0,0
Fall 2019,Upper Division,MGMT515__01,,,,,21,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,PSCI520__01,,,,,1,2,3,9,5,1,1,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__01,,,,,6,0,6,5,1,3,1,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__02,,,,,6,3,3,4,2,1,3,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__13,,,,,9,1,2,3,1,2,4,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__19,,,,,14,2,2,0,2,1,1,0,0,0,0,0
Fall 2019,Upper Division,TA__481__01,,,,,3,10,7,1,0,0,0,0,0,0,0,1
Fall 2019,Upper Division,TA__481__03,,,,,18,0,2,1,1,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ACCT606__01,,,,,7,4,2,2,1,0,3,1,0,1,0,0
Fall 2019,Graduate Division,ECLG607__71,,,,,7,11,3,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG654__01,,,,,5,9,6,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG655__02,,,,,21,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,EDUC605__70,,,,,15,4,2,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,HSCI675__01,,,,,17,4,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,PA__611__71,,,,,13,4,1,1,1,0,0,1,0,0,0,0
Fall 2019,Lower Division,ACCT212__03,,,,,6,2,2,1,1,0,4,0,0,1,0,4
Fall 2019,Lower Division,ART_254__05,,,,,10,0,0,6,0,0,3,0,0,0,0,2
Fall 2019,Lower Division,EELB230__01,,,,,1,9,6,5,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__03,,,,,2,4,4,3,1,1,6,0,0,0,0,0
Fall 2019,Lower Division,FREN101__02,,,,,8,2,5,1,1,1,0,0,1,1,0,1
Fall 2019,Lower Division,GSS_101__95,,,,,6,3,1,2,2,3,0,0,0,0,0,4
Fall 2019,Lower Division,HON_104A_02,,,,,16,2,1,2,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,KINE261J_01,,,,,17,1,2,0,0,0,0,0,0,0,0,1
Fall 2019,Lower Division,KINE261N_01,,,,,17,0,1,2,0,0,1,0,0,0,0,0
Fall 2019,Lower Division,KINE263C_01,,,,,11,4,4,1,0,0,0,0,0,0,0,1
Fall 2019,Lower Division,MATH111A_08,,,,,2,0,0,5,3,3,4,4,0,0,0,0
Fall 2019,Lower Division,MATH111A_09,,,,,0,0,1,3,6,1,6,4,0,0,0,0
Fall 2019,Lower Division,MATH120__09,,,,,1,0,0,2,1,0,11,6,0,0,0,0
Fall 2019,Lower Division,MUS_125__01,,,,,1,4,1,6,5,2,0,1,0,0,1,0
Fall 2019,Lower Division,PHIL191__09,,,,,6,1,4,1,3,2,2,0,0,0,1,1
Fall 2019,Lower Division,SPAN101__02,,,,,6,2,3,1,2,0,2,1,0,1,1,2
Fall 2019,Lower Division,SPAN101__05,,,,,5,3,0,0,3,2,2,0,1,0,1,4
Fall 2019,Lower Division,SPAN203__01,,,,,18,0,0,1,0,0,0,0,0,0,0,2
Fall 2019,Lower Division,TA__131__01,,,,,13,2,2,2,0,0,0,0,0,2,0,0
Fall 2019,Upper Division,ACCT372__03,,,,,8,0,1,2,2,1,2,0,0,3,0,2
Fall 2019,Upper Division,ACCT426__80,,,,,7,6,6,1,0,0,0,0,0,0,0,1
Fall 2019,Upper Division,ANTH362__01,,,,,6,6,3,6,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,BIOL522__01,,,,,5,3,4,5,0,1,1,2,0,0,0,0
Fall 2019,Upper Division,COMM311__01,,,,,12,3,5,0,0,1,0,0,0,0,0,0
Fall 2019,Upper Division,COMM424__01,,,,,8,8,3,0,1,0,1,0,0,0,0,0
Fall 2019,Upper Division,DAN_481__01,,,,,12,8,1,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ECON421__01,,,,,7,2,1,3,0,1,0,3,0,1,0,3
Fall 2019,Upper Division,EDUC306__01,,,,,5,8,2,1,1,2,2,0,0,0,0,0
Fall 2019,Upper Division,EELB510__01,,,,,0,19,2,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__09,,,,,0,0,1,3,6,5,6,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__83,,,,,11,3,3,2,0,1,1,0,0,0,0,0
Fall 2019,Upper Division,ENG_441__01,,,,,8,6,0,2,1,1,0,1,1,1,0,0
Fall 2019,Upper Division,FIN_430__02,,,,,1,4,0,5,4,1,5,0,0,1,0,0
Fall 2019,Upper Division,GEOL320__01,,,,,5,1,0,4,3,3,1,0,1,1,0,2
Fall 2019,Upper Division,HIST395__02,,,,,4,2,3,2,2,1,4,1,0,0,1,1
Fall 2019,Upper Division,HSCI550__01,,,,,2,5,2,2,5,0,5,0,0,0,0,0
Fall 2019,Upper Division,IST_378__01,,,,,6,6,1,1,4,0,3,0,0,0,0,0
Fall 2019,Upper Division,MATH301A_01,,,,,6,1,3,6,3,1,1,0,0,0,0,0
Fall 2019,Upper Division,MATH301C_01,,,,,1,3,0,1,8,5,3,0,0,0,0,0
Fall 2019,Upper Division,MGMT306__06,,,,,2,2,0,4,3,1,9,0,0,0,0,0
Fall 2019,Upper Division,MGMT350__09,,,,,3,2,4,5,0,1,2,2,0,1,0,1
Fall 2019,Upper Division,SCM_445__01,,,,,4,4,5,1,3,0,0,0,0,2,0,2
Fall 2019,Upper Division,SSCI306__07,,,,,8,3,4,2,3,1,0,0,0,0,0,0
Fall 2019,Upper Division,SSCI306__70,,,,,1,6,1,7,3,0,3,0,0,0,0,0
Fall 2019,Upper Division,TA__486__01,,,,,15,0,0,2,4,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ECLG651__01,,,,,16,2,1,1,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,EDUC603__70,,,,,9,4,4,2,1,0,0,0,0,0,0,0
Fall 2019,Graduate Division,EDUC790__05,,,,,20,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ESPE602__95,,,,,12,0,2,6,0,0,0,0,0,0,0,0
Fall 2019,Graduate Division,ESPE627__01,,,,,14,4,1,0,0,0,0,0,1,0,0,0
Fall 2019,Graduate Division,PSYC643__01,,,,,9,5,3,1,0,1,0,0,0,0,0,1
Fall 2019,Lower Division,ART_254__01,,,,,19,1,0,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ART_254__03,,,,,12,7,1,0,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,ENG_107__04,,,,,9,2,2,2,1,2,1,1,0,0,0,0
Fall 2019,Lower Division,ENG_107__09,,,,,5,0,1,6,2,2,3,1,0,0,0,0
Fall 2019,Lower Division,HON_104A_07,,,,,1,9,7,2,1,0,0,0,0,0,0,0
Fall 2019,Lower Division,JAPN101__01,,,,,4,1,0,0,0,1,2,2,0,1,0,9
Fall 2019,Lower Division,MATH111A_06,,,,,1,2,2,2,2,7,4,0,0,0,0,0
Fall 2019,Lower Division,MATH111A_10,,,,,2,1,1,3,1,1,8,3,0,0,0,0
Fall 2019,Lower Division,MATH111A_14,,,,,2,1,1,1,2,4,2,7,0,0,0,0
Fall 2019,Lower Division,MATH120__06,,,,,6,2,3,4,0,1,2,2,0,0,0,0
Fall 2019,Lower Division,MATH270__01,,,,,4,4,2,1,2,3,0,1,0,2,0,1
Fall 2019,Lower Division,MUS_124__01,,,,,2,1,5,4,2,2,1,2,0,0,1,0
Fall 2019,Lower Division,MUS_270__01,,,,,4,9,2,5,0,0,0,0,0,0,0,0
Fall 2019,Lower Division,NURS202__80,,,,,2,11,6,0,1,0,0,0,0,0,0,0
Fall 2019,Lower Division,SPAN101__03,,,,,3,4,2,1,1,1,2,1,1,1,1,2
Fall 2019,Lower Division,USTD100A_24,,,,,19,0,0,0,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ART_395__80,,,,,13,4,1,1,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,CJUS312__70,,,,,1,0,1,3,2,1,4,4,1,2,1,0
Fall 2019,Upper Division,EELB425__01,,,,,14,3,0,3,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__15,,,,,9,3,5,1,1,1,0,0,0,0,0,0
Fall 2019,Upper Division,ENG_306__16,,,,,2,6,4,2,5,0,1,0,0,0,0,0
Fall 2019,Upper Division,ENG_317__80,,,,,9,7,1,2,1,0,0,0,0,0,0,0
Fall 2019,Upper Division,ENTR545__01,,,,,5,2,3,5,0,1,3,0,0,0,0,1
Fall 2019,Upper Division,ESEC407__80,,,,,20,0,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESEC550A_80,,,,,18,2,0,0,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,ESPE530__70,,,,,9,0,0,2,0,0,7,0,0,2,0,0
Fall 2019,Upper Division,ESPE530__71,,,,,7,0,0,7,0,0,4,0,0,2,0,0
Fall 2019,Upper Division,FIN_432__89,,,,,8,4,3,1,1,0,2,1,0,0,0,0
Fall 2019,Upper Division,KINE483__03,,,,,1,2,3,3,1,4,2,1,2,0,0,1
Fall 2019,Upper Division,MATH308__80,,,,,18,0,0,2,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,NSCI306__01,,,,,2,5,2,4,4,2,1,0,0,0,0,0
Fall 2019,Upper Division,NSCI306__03,,,,,6,3,4,4,1,0,2,0,0,0,0,0
Fall 2019,Upper Division,NURS316__80,,,,,10,8,1,1,0,0,0,0,0,0,0,0
Fall 2019,Upper Division,NURS380__80,,,,,3,3,5,5,4,0,0,0,0,0,0,0
Fall 2019,Upper Division,PHIL311__01,,,,,4,6,5,2,1,0,2,0,0,0,0,0
