Term,Course Division,Course,Section,Units,Random Faculty ID,Total Enrolled,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F
Summer 2018,Upper Division,PSYC311__80,,,,,11,0,5,3,0,1,0,0,0,0,0,1
Summer 2018,Graduate Division,EADM625__01,,,,,16,4,0,0,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,COMM120__03,,,,,16,1,0,1,0,0,0,0,1,0,0,1
Summer 2018,Lower Division,HIST142__02,,,,,12,1,2,1,1,0,2,0,0,0,1,0
Summer 2018,Lower Division,PHIL190__03,,,,,2,0,4,5,4,4,1,0,0,0,0,0
Summer 2018,Lower Division,PSYC115__01,,,,,5,1,1,6,1,0,2,1,1,0,0,2
Summer 2018,Upper Division,ACCT347__70,,,,,3,3,3,4,3,0,2,2,0,0,0,0
Summer 2018,Upper Division,COMM306__70,,,,,1,1,0,5,3,1,3,0,0,3,0,3
Summer 2018,Upper Division,COMM401__70,,,,,5,2,6,2,2,0,1,0,0,0,0,2
Summer 2018,Upper Division,COMM564__70,,,,,6,2,6,3,1,1,0,0,0,1,0,0
Summer 2018,Upper Division,NSCI306__02,,,,,13,4,1,1,0,1,0,0,0,0,0,0
Summer 2018,Upper Division,SSCI325__02,,,,,2,6,2,1,6,1,1,0,1,0,0,0
Summer 2018,Graduate Division,HSCI645__02,,,,,9,3,3,4,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,COMM120__01,,,,,1,1,1,4,1,3,4,0,0,0,1,3
Summer 2018,Lower Division,KINE205__02,,,,,5,0,2,1,3,1,0,0,1,3,1,2
Summer 2018,Upper Division,ACCT440__70,,,,,13,0,3,2,0,0,0,0,0,0,0,1
Summer 2018,Upper Division,COMM341__70,,,,,2,2,1,1,1,2,1,1,2,2,2,2
Summer 2018,Upper Division,ENG_306__03,,,,,3,4,1,5,1,3,2,0,0,0,0,0
Summer 2018,Upper Division,ENG_306__04,,,,,2,4,3,2,6,1,1,0,0,0,0,0
Summer 2018,Upper Division,HUM_397__01,,,,,15,2,1,0,0,0,1,0,0,0,0,0
Summer 2018,Upper Division,KINE480__01,,,,,0,1,3,6,2,4,2,0,1,0,0,0
Summer 2018,Upper Division,KINE480__03,,,,,0,2,2,2,5,4,1,0,0,3,0,0
Summer 2018,Upper Division,SSCI306__02,,,,,5,10,1,0,2,0,1,0,0,0,0,0
Summer 2018,Graduate Division,EDUC702__01,,,,,16,1,0,0,0,0,0,0,0,0,0,1
Summer 2018,Graduate Division,HSCI665__01,,,,,4,8,5,0,1,0,0,0,0,0,0,0
Summer 2018,Lower Division,ENG_170__01,,,,,8,2,2,4,2,0,0,0,0,0,0,0
Summer 2018,Upper Division,ACCT539__01,,,,,1,4,2,3,2,1,1,0,0,0,0,4
Summer 2018,Upper Division,BIOL502__01,,,,,16,2,0,0,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,BIOL513__01,,,,,4,10,2,2,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,CJUS330__70,,,,,4,5,3,6,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,ESPE514__70,,,,,13,1,1,1,0,0,0,0,0,0,0,2
Summer 2018,Upper Division,FIN_432__89,,,,,17,0,0,0,0,0,0,0,0,0,0,1
Summer 2018,Upper Division,HD__310__01,,,,,3,1,1,0,0,2,5,0,3,3,0,0
Summer 2018,Upper Division,HIST387__01,,,,,1,8,3,2,3,0,1,0,0,0,0,0
Summer 2018,Upper Division,JAPN370__70,,,,,9,1,2,0,0,2,0,0,0,0,0,4
Summer 2018,Upper Division,MKTG470__01,,,,,13,4,0,0,0,0,0,0,0,1,0,0
Summer 2018,Upper Division,PSYC331__01,,,,,7,1,2,4,0,2,0,1,1,0,0,0
Summer 2018,Upper Division,SPAN415__70,,,,,3,4,1,4,3,1,1,0,0,0,0,1
Summer 2018,Upper Division,SSCI306__70,,,,,6,5,3,1,1,0,2,0,0,0,0,0
Summer 2018,Graduate Division,EADM622__01,,,,,17,0,0,0,0,0,0,0,0,0,0,0
Summer 2018,Graduate Division,EDUC790__02,,,,,16,0,0,0,0,0,0,0,0,0,0,1
Summer 2018,Lower Division,CHEM100__01,,,,,3,2,2,0,7,1,1,1,0,0,0,0
Summer 2018,Lower Division,COMM180__01,,,,,7,5,2,1,0,0,0,1,1,0,0,0
Summer 2018,Lower Division,IST_101__02,,,,,1,2,1,1,4,1,4,0,0,0,1,2
Summer 2018,Lower Division,MATH213__01,,,,,2,2,0,1,0,2,5,0,0,3,0,2
Summer 2018,Upper Division,COMM311__01,,,,,5,2,7,3,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,COMM401__71,,,,,2,8,3,0,1,0,0,1,0,0,0,2
Summer 2018,Upper Division,HSCI465__01,,,,,7,6,1,1,2,0,0,0,0,0,0,0
Summer 2018,Upper Division,HSCI489__01,,,,,16,0,1,0,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,SOC_311__01,,,,,1,8,3,3,0,1,0,0,0,0,1,0
Summer 2018,Upper Division,SPAN312B_70,,,,,0,0,0,2,0,3,5,3,0,4,0,0
Summer 2018,Lower Division,ACCT211__70,,,,,3,5,2,1,1,0,1,0,0,1,0,2
Summer 2018,Lower Division,ADMN210__02,,,,,2,0,3,0,1,7,2,0,0,0,0,1
Summer 2018,Lower Division,ENG_107__01,,,,,5,6,1,1,0,3,0,0,0,0,0,0
Summer 2018,Lower Division,MATH212__02,,,,,2,0,1,1,0,2,1,1,0,0,0,8
Summer 2018,Upper Division,ACCT547__70,,,,,4,3,3,2,0,1,1,1,0,1,0,0
Summer 2018,Upper Division,PSYC310__01,,,,,2,4,2,0,2,1,2,0,1,0,2,0
Summer 2018,Graduate Division,EADM607__17,,,,,15,0,0,0,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,ECON200__01,,,,,3,1,2,2,3,1,2,0,1,0,0,0
Summer 2018,Lower Division,KINE137J_01,,,,,12,1,0,0,0,0,2,0,0,0,0,0
Summer 2018,Lower Division,MATH270__01,,,,,7,1,1,1,2,1,0,0,0,2,0,0
Summer 2018,Upper Division,COMM350__70,,,,,4,0,1,2,1,0,2,1,0,0,0,4
Summer 2018,Upper Division,HSCI441__01,,,,,1,2,2,2,0,3,3,1,1,0,0,0
Summer 2018,Upper Division,HUM_597__01,,,,,13,2,0,0,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,KINE360__01,,,,,0,1,2,3,2,1,2,1,1,0,1,1
Summer 2018,Upper Division,KINE485__01,,,,,0,3,2,2,0,3,2,1,0,2,0,0
Summer 2018,Upper Division,MGMT306__01,,,,,1,0,0,10,1,0,3,0,0,0,0,0
Summer 2018,Upper Division,PSCI540__01,,,,,8,4,0,3,0,0,0,0,0,0,0,0
Summer 2018,Graduate Division,EADM626A_17,,,,,14,0,0,0,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,MATH211__02,,,,,1,0,0,1,1,0,2,2,2,1,1,3
Summer 2018,Lower Division,PSYC240__70,,,,,4,3,1,4,0,0,0,1,0,0,0,1
Summer 2018,Upper Division,EESL536__01,,,,,11,0,1,1,1,0,0,0,0,0,0,0
Summer 2018,Upper Division,KINE486__01,,,,,1,5,2,4,1,1,0,0,0,0,0,0
Summer 2018,Upper Division,SSCI325__06,,,,,12,0,0,2,0,0,0,0,0,0,0,0
Summer 2018,Graduate Division,ACCT610__70,,,,,5,5,3,0,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,PHIL190__02,,,,,5,0,2,4,0,1,0,1,0,0,0,0
Summer 2018,Lower Division,SOC_180__01,,,,,4,1,1,4,1,0,1,0,1,0,0,0
Summer 2018,Upper Division,HUM_340__01,,,,,11,1,0,0,0,0,0,1,0,0,0,0
Summer 2018,Upper Division,MATH355__01,,,,,7,0,1,0,1,1,0,1,0,0,0,2
Summer 2018,Upper Division,SSCI306__01,,,,,10,1,0,1,1,0,0,0,0,0,0,0
Summer 2018,Graduate Division,EADM602__17,,,,,9,3,0,0,0,0,0,0,0,0,0,0
Summer 2018,Graduate Division,EADM621B_01,,,,,9,2,1,0,0,0,0,0,0,0,0,0
Summer 2018,Graduate Division,NURS660__01,,,,,12,0,0,0,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,ART_254__01,,,,,5,0,4,2,0,0,1,0,0,0,0,0
Summer 2018,Lower Division,HD__240__70,,,,,2,1,2,3,1,0,1,0,0,0,1,1
Summer 2018,Lower Division,KINE210__01,,,,,1,4,2,2,1,0,0,0,0,0,0,2
Summer 2018,Upper Division,KINE323__01,,,,,7,0,1,2,2,0,0,0,0,0,0,0
Summer 2018,Upper Division,MGMT306__02,,,,,2,1,1,3,0,1,4,0,0,0,0,0
Summer 2018,Upper Division,SSCI304__01,,,,,2,8,1,0,0,0,0,0,0,0,0,1
Summer 2018,Lower Division,TA__160__01,,,,,7,1,0,3,0,0,0,0,0,0,0,0
Summer 2018,Upper Division,ENG_306__05,,,,,2,1,2,3,0,2,1,0,0,0,0,0
Summer 2018,Upper Division,FIN_313__02,,,,,2,1,1,0,0,0,3,0,0,0,0,4
Summer 2018,Graduate Division,EDUC766__01,,,,,10,0,0,0,0,0,0,0,0,0,0,0
Summer 2018,Lower Division,KINE114E_02,,,,,4,3,1,1,0,0,1,0,0,0,0,0
Summer 2018,Lower Division,PHIL190__01,,,,,0,1,3,1,1,3,0,1,0,0,0,0
Summer 2018,Lower Division,SW__200__70,,,,,5,3,1,0,0,1,0,0,0,0,0,0
Summer 2018,Upper Division,HD__324__01,,,,,1,0,1,0,3,1,3,0,0,1,0,0
Fall 2018,Upper Division,SSCI316__03,,,,,80,21,22,68,13,27,34,5,3,7,1,6
Fall 2018,Lower Division,PSCI203__02,,,,,123,42,48,54,7,2,5,1,0,1,0,0
Fall 2018,Upper Division,NSCI314__01,,,,,68,51,27,38,30,19,14,10,2,10,4,8
Fall 2018,Upper Division,SSCI316__04,,,,,54,23,27,72,18,14,43,5,5,8,1,7
Fall 2018,Lower Division,PSCI203__01,,,,,29,11,18,47,19,19,55,10,11,22,7,19
Fall 2018,Upper Division,NSCI351__01,,,,,64,90,48,32,8,10,5,4,1,0,2,3
Fall 2018,Upper Division,NSCI310__01,,,,,29,14,9,35,19,12,55,15,15,44,3,15
Fall 2018,Lower Division,PHYS121__01,,,,,23,28,18,41,17,28,29,25,15,14,6,19
Fall 2018,Lower Division,HSCI120__01,,,,,12,21,14,29,62,21,28,19,14,6,11,7
Fall 2018,Lower Division,PSYC100__01,,,,,27,29,28,23,30,24,11,18,12,4,3,17
Fall 2018,Lower Division,BIOL100__01,,,,,76,22,25,26,12,12,12,12,1,7,3,14
Fall 2018,Upper Division,HUM_375__01,,,,,43,29,31,60,19,11,13,4,4,2,1,3
Fall 2018,Lower Division,SOC_100__01,,,,,65,34,33,29,11,11,7,7,6,8,2,4
Fall 2018,Lower Division,SSCI165__01,,,,,149,38,14,6,3,2,1,0,1,0,0,2
Fall 2018,Upper Division,NSCI300__01,,,,,34,12,43,35,40,20,20,3,5,0,0,4
Fall 2018,Upper Division,SSCI316__01,,,,,186,14,0,0,0,0,5,0,0,0,0,5
Fall 2018,Lower Division,PSCI203__03,,,,,17,16,14,17,22,22,28,17,6,16,6,28
Fall 2018,Lower Division,BIOL100__03,,,,,34,28,28,44,19,19,15,3,3,7,1,7
Fall 2018,Lower Division,ANTH140__01,,,,,34,6,9,20,17,21,31,24,4,12,11,18
Fall 2018,Lower Division,BIOL200__01,,,,,4,5,4,12,14,22,17,26,17,17,15,54
Fall 2018,Upper Division,NSCI320__01,,,,,28,18,20,69,20,17,16,1,0,0,0,18
Fall 2018,Lower Division,BIOL100__02,,,,,34,35,37,33,13,20,11,5,5,2,2,9
Fall 2018,Lower Division,PSCI203__04,,,,,7,1,9,14,4,3,34,26,22,27,0,57
Fall 2018,Upper Division,NSCI310__02,,,,,16,7,8,35,10,13,57,8,8,26,4,9
Fall 2018,Upper Division,PSYC311__01,,,,,5,7,19,28,14,26,30,19,12,10,1,28
Fall 2018,Lower Division,KINE205__70,,,,,97,42,8,15,4,6,7,6,1,0,0,12
Fall 2018,Lower Division,MGMT230__01,,,,,89,31,27,23,22,3,0,2,0,1,0,0
Fall 2018,Upper Division,NSCI351__87,,,,,41,68,40,17,12,5,5,4,1,1,0,4
Fall 2018,Upper Division,PSYC350__01,,,,,9,16,22,29,21,27,27,18,9,9,2,9
Fall 2018,Lower Division,PSYC100__02,,,,,1,3,7,7,9,8,16,14,0,40,0,91
Fall 2018,Lower Division,SOC_100__02,,,,,95,21,10,21,13,6,9,4,2,1,3,11
Fall 2018,Upper Division,SSCI316__05,,,,,167,18,0,0,0,0,3,4,1,0,0,3
Fall 2018,Lower Division,PSYC100__03,,,,,34,28,10,30,18,14,16,7,13,3,4,18
Fall 2018,Lower Division,HUM_180__02,,,,,86,56,18,9,14,6,1,2,0,0,0,2
Fall 2018,Lower Division,MUS_180__70,,,,,29,26,13,22,9,20,9,8,7,10,5,28
Fall 2018,Lower Division,PSYC201__01,,,,,71,0,0,67,0,0,27,0,0,9,0,10
Fall 2018,Lower Division,HUM_197__01,,,,,175,2,2,1,0,0,2,0,0,0,0,0
Fall 2018,Upper Division,HUM_385__01,,,,,64,31,19,24,11,7,14,4,2,1,2,2
Fall 2018,Lower Division,BIOL220__01,,,,,7,12,11,12,9,13,16,13,4,20,18,45
Fall 2018,Lower Division,CSE_129__02,,,,,10,1,9,18,7,19,20,21,21,7,14,31
Fall 2018,Lower Division,IST_101__01,,,,,28,38,14,20,21,11,8,8,7,5,2,15
Fall 2018,Lower Division,BIOL200__02,,,,,19,1,2,30,7,2,26,4,8,25,9,42
Fall 2018,Lower Division,KINE205__02,,,,,1,10,18,26,31,19,27,11,1,9,3,14
Fall 2018,Lower Division,KINE205__01,,,,,39,17,14,23,14,14,19,4,8,8,0,9
Fall 2018,Lower Division,HUM_180__01,,,,,55,17,19,24,12,10,7,6,5,3,0,4
Fall 2018,Lower Division,CHEM221A_01,,,,,24,4,1,18,7,6,16,20,0,12,0,50
Fall 2018,Lower Division,HIST146__03,,,,,71,14,12,24,5,5,8,3,1,3,0,8
Fall 2018,Upper Division,PA__315__01,,,,,0,5,13,32,32,23,23,5,6,7,2,6
Fall 2018,Lower Division,HIST200__01,,,,,69,10,21,22,9,4,10,3,0,0,1,1
Fall 2018,Upper Division,HUM_344__01,,,,,141,0,1,0,3,1,0,0,0,0,1,1
Fall 2018,Upper Division,SSCI316__02,,,,,8,10,15,10,28,26,8,18,7,7,4,7
Fall 2018,Lower Division,HIST140__01,,,,,22,8,10,13,15,14,9,10,10,8,2,26
Fall 2018,Lower Division,HIST146__01,,,,,13,12,16,24,19,18,14,7,3,4,3,14
Fall 2018,Lower Division,HIST146__04,,,,,8,9,13,28,22,22,14,9,1,4,3,13
Fall 2018,Lower Division,HIST270__01,,,,,24,19,6,20,16,16,12,6,3,1,1,20
Fall 2018,Lower Division,ENG_110__01,,,,,60,11,6,22,8,3,7,3,0,6,1,11
Fall 2018,Lower Division,TA__260__01,,,,,87,26,3,7,1,1,1,0,2,5,0,4
Fall 2018,Upper Division,HUM_340__02,,,,,16,19,14,22,17,11,17,4,4,6,1,4
Fall 2018,Upper Division,HUM_350__70,,,,,69,17,12,12,12,4,2,1,1,0,0,5
Fall 2018,Lower Division,SSCI165__02,,,,,17,29,19,17,10,15,9,5,4,2,2,5
Fall 2018,Upper Division,SSCI304__01,,,,,17,13,16,16,21,16,13,8,4,4,3,3
Fall 2018,Lower Division,ENG_170__03,,,,,5,9,15,10,14,15,11,18,20,6,7,3
Fall 2018,Upper Division,PSYC390__02,,,,,24,19,14,25,13,11,10,3,7,4,0,3
Fall 2018,Lower Division,HIST142__01,,,,,40,10,17,22,3,11,16,5,2,0,5,1
Fall 2018,Upper Division,HUM_328__01,,,,,13,11,19,0,38,14,13,9,6,2,0,6
Fall 2018,Lower Division,BIOL100__04,,,,,12,21,21,23,15,8,7,5,1,2,2,8
Fall 2018,Lower Division,CSE_122__01,,,,,40,23,19,13,9,4,5,3,4,1,1,3
Fall 2018,Lower Division,CHEM100__02,,,,,40,0,25,23,15,13,3,1,1,0,0,3
Fall 2018,Lower Division,GEOL101__04,,,,,41,22,10,20,11,2,7,4,2,2,0,3
Fall 2018,Lower Division,MUS_180__71,,,,,65,7,15,7,6,2,3,2,5,3,2,7
Fall 2018,Lower Division,MUS_180__72,,,,,57,4,14,11,4,5,5,1,3,3,2,15
Fall 2018,Upper Division,ECON311__01,,,,,70,9,10,15,4,3,3,6,0,3,0,1
Fall 2018,Upper Division,GEOG300__01,,,,,39,35,19,13,6,2,1,0,1,0,0,8
Fall 2018,Lower Division,COMM200__01,,,,,6,19,17,26,23,13,12,3,4,0,0,0
Fall 2018,Lower Division,GEOL210__02,,,,,26,17,11,17,17,6,12,5,1,2,2,7
Fall 2018,Lower Division,HIST201__01,,,,,10,11,15,23,12,11,11,9,7,2,2,10
Fall 2018,Lower Division,HSCI120__02,,,,,3,12,12,14,30,9,15,13,4,5,5,1
Fall 2018,Upper Division,SSCI316__80,,,,,3,8,16,16,13,13,20,12,12,5,0,5
Fall 2018,Lower Division,CJUS101__01,,,,,19,23,21,16,8,10,9,5,0,2,1,8
Fall 2018,Lower Division,HIST146__02,,,,,2,2,2,6,5,6,17,6,7,9,3,57
Fall 2018,Lower Division,PSYC100__80,,,,,3,11,12,10,14,16,12,20,8,7,7,2
Fall 2018,Lower Division,ENG_111__01,,,,,10,9,6,11,10,6,6,10,13,13,6,21
Fall 2018,Lower Division,GEOL101__02,,,,,30,10,8,19,11,11,11,11,0,6,0,4
Fall 2018,Upper Division,HUM_370__01,,,,,117,0,0,0,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,PSYC360__02,,,,,5,3,13,10,15,13,25,12,10,3,0,7
Fall 2018,Lower Division,CHEM100__01,,,,,12,6,11,11,14,27,16,6,7,1,0,4
Fall 2018,Lower Division,GEOL210__03,,,,,12,9,11,17,13,11,11,8,6,5,5,7
Fall 2018,Lower Division,HIST144__01,,,,,20,5,4,27,6,4,18,9,2,3,0,15
Fall 2018,Upper Division,HUM_340__70,,,,,51,5,10,15,6,0,6,3,0,3,0,12
Fall 2018,Upper Division,NSCI300__02,,,,,8,7,13,24,9,15,8,9,4,2,1,9
Fall 2018,Lower Division,CHEM105__70,,,,,32,25,21,10,5,5,1,2,0,1,1,4
Fall 2018,Lower Division,ECON104__01,,,,,7,6,13,19,13,13,13,4,5,3,3,6
Fall 2018,Upper Division,HUM_335__71,,,,,8,5,3,33,19,13,10,5,0,2,0,6
Fall 2018,Lower Division,CHEM205__01,,,,,18,10,13,13,14,14,6,5,2,3,1,2
Fall 2018,Lower Division,HD__240__01,,,,,13,14,8,13,10,10,11,2,6,2,4,7
Fall 2018,Lower Division,KINE205__07,,,,,30,14,0,18,18,0,9,5,0,4,0,2
Fall 2018,Upper Division,FIN_313__80,,,,,32,23,8,15,11,1,8,0,0,0,0,1
Fall 2018,Upper Division,HUM_335__01,,,,,36,9,22,13,7,6,0,1,0,2,0,3
Fall 2018,Upper Division,HUM_335__02,,,,,49,11,19,10,4,2,0,0,0,0,0,4
Fall 2018,Lower Division,GEOL210__01,,,,,9,14,11,10,10,4,15,7,4,4,4,6
Fall 2018,Upper Division,HUM_335__87,,,,,21,7,10,25,8,4,5,7,0,3,2,6
Fall 2018,Lower Division,ANTH100__01,,,,,23,16,12,13,5,10,2,3,2,1,0,8
Fall 2018,Lower Division,CHEM205__02,,,,,27,14,9,10,10,4,4,4,2,4,2,5
Fall 2018,Upper Division,HUM_325__01,,,,,4,1,5,18,13,7,17,8,5,8,2,7
Fall 2018,Upper Division,HUM_330__01,,,,,23,14,8,15,7,6,4,4,0,1,1,12
Fall 2018,Upper Division,SSCI325__01,,,,,7,9,5,11,8,7,18,9,4,11,5,1
Fall 2018,Lower Division,CHEM205__80,,,,,26,13,9,19,11,3,10,1,0,1,0,1
Fall 2018,Lower Division,KINE205__06,,,,,5,14,15,14,8,7,8,5,4,2,0,11
Fall 2018,Upper Division,HUM_335__70,,,,,5,4,9,30,10,7,8,7,2,4,3,4
Fall 2018,Lower Division,PHYS100__01,,,,,3,12,19,13,19,11,8,6,1,0,0,0
Fall 2018,Upper Division,NSCI325__01,,,,,7,5,4,11,10,10,19,6,4,5,5,6
Fall 2018,Upper Division,PSYC331__01,,,,,10,8,15,12,9,7,8,6,6,3,1,6
Fall 2018,Lower Division,ECON200__70,,,,,65,6,4,4,3,4,2,0,0,0,0,2
Fall 2018,Lower Division,GEOL101__23,,,,,22,14,8,19,2,9,12,1,1,0,1,1
Fall 2018,Upper Division,PSYC357__80,,,,,1,6,9,19,14,8,13,4,4,4,2,6
Fall 2018,Lower Division,ECON202__70,,,,,16,19,21,6,5,10,2,3,3,1,2,0
Fall 2018,Lower Division,KINE205__08,,,,,31,18,9,3,2,9,8,1,0,4,1,2
Fall 2018,Lower Division,KINE210__02,,,,,4,16,10,24,11,7,2,1,0,2,0,9
Fall 2018,Upper Division,HUM_375__02,,,,,8,20,17,23,3,7,4,0,2,1,1,0
Fall 2018,Upper Division,PSYC364__01,,,,,24,16,12,12,11,4,2,2,0,1,1,1
Fall 2018,Upper Division,PSYC301__01,,,,,9,18,16,18,6,7,4,3,2,0,0,1
Fall 2018,Upper Division,HUM_380__87,,,,,38,10,3,16,3,1,3,0,0,1,0,8
Fall 2018,Upper Division,PSYC358__01,,,,,2,4,0,7,6,7,5,7,0,12,0,32
Fall 2018,Lower Division,BIOL217__01,,,,,54,0,0,27,0,0,0,0,0,0,0,0
Fall 2018,Lower Division,KINE210__01,,,,,17,14,14,16,3,6,4,1,0,0,0,6
Fall 2018,Lower Division,TA__160__01,,,,,26,8,7,7,12,4,6,2,1,2,2,4
Fall 2018,Lower Division,HD__280__01,,,,,7,6,13,10,13,7,10,4,3,7,0,0
Fall 2018,Upper Division,HUM_319__01,,,,,19,13,5,9,18,3,3,7,2,1,0,0
Fall 2018,Upper Division,PSYC382__01,,,,,8,6,4,8,10,13,10,3,5,5,1,7
Fall 2018,Lower Division,ART_221__01,,,,,13,9,11,11,8,6,4,5,1,3,0,8
Fall 2018,Lower Division,GEOL101__01,,,,,4,6,6,13,5,3,8,4,6,8,1,15
Fall 2018,Upper Division,KINE480__01,,,,,5,8,1,20,15,4,15,3,2,3,2,1
Fall 2018,Lower Division,CHEM223A_01,,,,,5,1,4,13,9,4,19,2,4,12,2,3
Fall 2018,Lower Division,CSE_129__01,,,,,3,0,5,7,3,9,11,6,7,11,6,8
Fall 2018,Lower Division,KINE160__01,,,,,76,0,0,0,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,HD__480__01,,,,,3,9,10,7,9,3,12,13,3,4,1,2
Fall 2018,Lower Division,ART_200__70,,,,,12,8,6,9,7,4,13,3,3,1,0,9
Fall 2018,Upper Division,PSYC351__01,,,,,6,1,5,11,7,11,12,7,7,4,1,2
Fall 2018,Lower Division,ART_200__71,,,,,15,13,9,5,3,6,9,3,1,4,0,5
Fall 2018,Upper Division,PSYC318__01,,,,,2,1,3,6,11,10,20,3,2,7,3,4
Fall 2018,Upper Division,PSYC390__01,,,,,1,6,13,16,8,10,6,3,0,2,3,4
Fall 2018,Lower Division,KINE114C_03,,,,,50,7,8,3,1,0,2,0,0,0,0,0
Fall 2018,Upper Division,PSYC328__01,,,,,46,0,0,19,0,0,4,0,0,2,0,0
Fall 2018,Upper Division,PSYC363__01,,,,,21,0,0,26,0,0,15,0,0,5,0,4
Fall 2018,Upper Division,PSYC367__01,,,,,15,5,8,15,1,6,10,1,3,6,0,1
Fall 2018,Lower Division,HD__270__01,,,,,19,14,8,10,5,2,1,6,2,1,0,2
Fall 2018,Lower Division,KINE205__04,,,,,46,7,3,6,0,0,2,3,1,0,0,2
Fall 2018,Upper Division,GEOL309__01,,,,,56,9,1,2,0,1,0,0,0,1,0,0
Fall 2018,Upper Division,HSCI367__70,,,,,64,2,0,1,1,0,0,0,0,1,0,1
Fall 2018,Upper Division,PSYC357__01,,,,,5,4,9,6,10,9,12,4,1,2,0,8
Fall 2018,Lower Division,ANTH102__01,,,,,5,6,1,9,7,7,4,14,7,4,2,3
Fall 2018,Lower Division,CHEM215__01,,,,,8,3,7,7,11,8,11,5,2,4,0,3
Fall 2018,Lower Division,CJUS102__01,,,,,1,3,9,6,8,9,10,11,0,1,0,11
Fall 2018,Lower Division,GEOL205__01,,,,,18,5,10,9,4,8,6,4,1,0,1,3
Fall 2018,Lower Division,PHYS221__01,,,,,16,5,5,6,6,8,10,0,2,4,1,6
Fall 2018,Upper Division,PSYC385__80,,,,,4,8,10,11,13,9,4,6,2,1,0,1
Fall 2018,Lower Division,ACCT211__05,,,,,25,6,13,8,3,6,0,2,0,1,0,4
Fall 2018,Lower Division,CHEM215__16,,,,,8,6,5,8,3,13,10,4,3,0,5,3
Fall 2018,Lower Division,KINE205__03,,,,,3,9,8,12,8,11,4,3,3,1,2,4
Fall 2018,Lower Division,BIOL100__80,,,,,4,4,6,9,7,11,6,8,6,1,2,3
Fall 2018,Lower Division,GEOL101__03,,,,,16,5,2,6,5,3,11,12,1,0,2,4
Fall 2018,Upper Division,PSYC334__01,,,,,2,9,9,14,6,6,11,1,4,1,0,4
Fall 2018,Upper Division,PSYC386__01,,,,,13,4,7,12,8,4,10,6,2,0,1,0
Fall 2018,Upper Division,SCM_304__05,,,,,24,7,8,7,6,3,3,1,2,1,1,4
Fall 2018,Lower Division,KINE114C_01,,,,,27,13,5,12,4,4,1,0,0,0,0,0
Fall 2018,Lower Division,KINE114C_02,,,,,66,0,0,0,0,0,0,0,0,0,0,0
Fall 2018,Upper Division,PSYC387__01,,,,,10,11,8,12,6,2,5,4,3,3,1,1
Fall 2018,Lower Division,ACCT211__06,,,,,16,9,8,13,7,8,0,2,0,0,1,1
Fall 2018,Lower Division,ADMN210__03,,,,,13,13,7,13,6,3,3,4,0,0,0,3
Fall 2018,Lower Division,HSCI271__01,,,,,23,21,13,4,2,1,0,1,0,0,0,0
Fall 2018,Lower Division,SOC_180__02,,,,,13,7,5,10,4,4,14,0,0,4,0,4
Fall 2018,Upper Division,HD__324__01,,,,,7,1,5,7,7,10,8,3,2,9,1,5
Fall 2018,Upper Division,KINE481__01,,,,,1,1,6,7,5,8,9,5,3,6,3,11
Fall 2018,Upper Division,SCM_304__01,,,,,16,12,3,12,10,4,4,1,0,1,2,0
Fall 2018,Lower Division,KINE114A_02,,,,,43,3,2,9,1,2,4,0,0,0,0,0
Fall 2018,Upper Division,FIN_313__02,,,,,33,12,6,7,1,3,0,0,0,0,0,2
Fall 2018,Upper Division,FIN_313__03,,,,,5,4,7,8,9,8,11,1,6,0,0,5
Fall 2018,Upper Division,FIN_314__06,,,,,29,8,6,11,3,3,2,1,0,1,0,0
Fall 2018,Upper Division,MGMT302__80,,,,,14,18,10,9,7,2,3,0,0,1,0,0
Fall 2018,Upper Division,MKTG305__71,,,,,32,11,4,5,2,1,3,1,1,1,0,3
Fall 2018,Upper Division,PSYC303__01,,,,,15,9,5,17,5,4,6,1,0,0,1,1
Fall 2018,Upper Division,PSYC360__01,,,,,9,21,9,11,6,1,6,0,0,0,0,1
Fall 2018,Upper Division,PSYC385__02,,,,,21,14,10,11,3,2,2,0,0,0,0,1
Fall 2018,Upper Division,CSE_500__02,,,,,4,2,5,7,5,15,7,6,3,4,4,1
Fall 2018,Upper Division,MGMT302__03,,,,,24,25,7,3,2,0,2,0,0,0,0,0
Fall 2018,Upper Division,PSYC355__01,,,,,11,7,12,8,6,3,9,3,1,1,1,1
Fall 2018,Upper Division,PSYC362__01,,,,,7,5,7,7,5,6,11,2,1,4,2,6
Fall 2018,Lower Division,ADMN210__01,,,,,8,4,1,11,2,1,15,0,0,11,0,9
