,Term,Term Name,Courselev (group),Course,Facid,A,A-,B,B+,B-,C,C+,C-,CR,D,D+,F,NC,WU,Max. Units Class
2078,2192,Spring 2019,1:Undergraduate,CS   243,QQFEH,4,3,4,3,1,6,0,1,0,2,0,0,0,0,
2079,2192,Spring 2019,1:Undergraduate,CS   309,CKHYFB,15,18,14,7,6,0,2,0,1,0,0,0,0,2,
2080,2192,Spring 2019,1:Undergraduate,CS   328,CKHYFB,4,5,7,2,7,0,0,1,0,0,0,1,1,0,
2081,2192,Spring 2019,1:Undergraduate,CS   328,UPNPI,15,1,1,8,2,1,0,0,0,0,1,0,0,0,
2082,2192,Spring 2019,1:Undergraduate,CS   444,QQFEH,25,0,0,0,0,0,0,0,2,0,0,0,0,0,
2083,2192,Spring 2019,1:Undergraduate,CS   449,HALSF,11,7,14,5,7,2,1,1,0,1,0,0,0,0,
2084,2192,Spring 2019,1:Undergraduate,CS   461,AKSWX,7,5,5,6,5,5,6,4,0,1,0,0,0,0,
2085,2192,Spring 2019,1:Undergraduate,CS   480,XJXUFB,5,3,2,1,1,1,1,0,0,0,0,0,0,0,
2086,2192,Spring 2019,1:Undergraduate,CS   480L,XJXUFB,5,3,2,2,1,1,1,0,0,0,0,0,0,0,
2087,2192,Spring 2019,1:Undergraduate,DANC 103,CMJKI,12,9,1,1,2,0,2,0,2,0,0,0,2,2,
2088,2192,Spring 2019,1:Undergraduate,DANC 120,GBHTH,1,4,3,6,4,0,0,0,0,0,0,0,1,0,
2089,2192,Spring 2019,1:Undergraduate,DANC 240,AQRBI,11,0,0,2,1,0,0,0,2,0,0,2,0,2,
2090,2192,Spring 2019,1:Undergraduate,DANC 245,BRLSI,15,0,0,0,0,0,0,0,0,0,0,0,1,1,
2091,2192,Spring 2019,1:Undergraduate,DANC 247,WKPFI,10,0,1,0,0,1,0,0,4,0,0,0,1,0,
2092,2192,Spring 2019,1:Undergraduate,DANC 303,MTGWH,28,5,0,4,1,0,0,0,0,0,0,0,0,2,
2093,2192,Spring 2019,1:Undergraduate,DANC 310,GBHTH,2,2,6,4,1,0,1,1,0,0,0,0,0,0,
2094,2192,Spring 2019,1:Undergraduate,DANC 330,CMJKI,5,3,0,4,0,0,0,0,1,0,0,0,0,0,
2095,2192,Spring 2019,1:Undergraduate,DANC 400,MTGWH,28,2,0,3,0,1,0,0,0,0,0,0,1,0,
2096,2192,Spring 2019,1:Undergraduate,DANC 484,MJIYFB,4,3,2,1,2,0,2,1,0,1,0,0,0,0,
2097,2192,Spring 2019,1:Undergraduate,DANC 488,CMJKI,22,4,0,1,0,0,0,0,1,1,0,0,0,0,
2098,2192,Spring 2019,1:Undergraduate,DANC 489,CMJKI,8,3,0,2,0,0,0,0,0,0,0,0,0,0,
2099,2192,Spring 2019,1:Undergraduate,ECON 104,AXUHU,9,5,5,2,1,8,0,0,1,0,0,4,3,0,
2100,2192,Spring 2019,1:Undergraduate,ECON 104,DAVLX,9,7,2,1,0,2,2,0,0,0,0,1,0,0,
2101,2192,Spring 2019,1:Undergraduate,ECON 210,YYXEOB,1,5,7,1,3,7,6,6,0,4,7,5,0,0,
2102,2192,Spring 2019,1:Undergraduate,ECON 305,YYXEOB,2,1,3,3,6,2,12,1,2,5,0,3,1,0,
2103,2192,Spring 2019,1:Undergraduate,ECON 305D,YYXEOB,1,0,0,1,0,2,2,1,0,3,0,1,0,0,
2104,2192,Spring 2019,1:Undergraduate,ECON 309,DAVLX,29,17,8,7,3,3,1,2,1,3,0,2,2,1,
2105,2192,Spring 2019,1:Undergraduate,ECON 309D,DAVLX,18,9,9,4,4,2,1,1,0,3,0,2,0,0,
2106,2192,Spring 2019,1:Undergraduate,ECON 310,ASNRI,1,3,3,0,2,3,2,2,0,0,1,4,1,2,
2107,2192,Spring 2019,1:Undergraduate,ECON 310L,ASNRI,0,0,0,0,0,0,0,0,10,0,0,0,2,0,
2108,2192,Spring 2019,1:Undergraduate,ECON 323,HKPFI,10,6,12,7,3,5,3,4,2,1,2,0,0,2,
2109,2192,Spring 2019,1:Undergraduate,ECON 323D,HKPFI,3,3,3,1,2,1,0,0,0,0,1,0,0,1,
2110,2192,Spring 2019,1:Undergraduate,ECON 470S,ASNRI,4,2,5,1,1,0,1,0,0,0,0,0,1,1,
2111,2192,Spring 2019,1:Undergraduate,ECON 490,HKPFI,4,5,1,0,0,0,0,0,0,0,0,0,0,0,
2112,2192,Spring 2019,1:Undergraduate,EDUC 110,VHMVH,14,2,1,0,0,0,0,0,0,0,0,0,0,0,
2113,2192,Spring 2019,1:Undergraduate,EDUC 285,DHOBI,0,0,0,0,0,0,0,0,54,0,0,0,14,0,
2114,2192,Spring 2019,1:Undergraduate,EDUC 377,IHAVF,13,4,1,3,0,0,0,0,0,0,0,0,0,0,
2115,2192,Spring 2019,1:Undergraduate,ENGL 102,FYKNI,0,0,0,0,0,0,0,0,52,0,0,0,5,0,
2116,2192,Spring 2019,1:Undergraduate,ENGL 102,IFWQH,0,0,0,0,0,0,0,0,13,0,0,0,5,0,
2117,2192,Spring 2019,1:Undergraduate,ENGL 102,XNOYH,0,0,0,0,0,0,0,0,20,0,0,0,1,0,
2118,2192,Spring 2019,1:Undergraduate,ENGL 103,CWBYG,11,9,4,3,9,1,3,5,1,0,0,1,0,0,
2119,2192,Spring 2019,1:Undergraduate,ENGL 103,DBARF,19,1,4,4,1,2,1,0,0,0,0,1,0,2,
2120,2192,Spring 2019,1:Undergraduate,ENGL 103,IFWQH,16,6,1,3,1,2,0,1,0,0,0,0,0,0,
2121,2192,Spring 2019,1:Undergraduate,ENGL 103,JOLDI,25,2,2,0,1,0,0,0,0,0,0,3,0,0,
2122,2192,Spring 2019,1:Undergraduate,ENGL 103,JQPQF,30,0,10,0,0,1,0,0,6,0,0,0,0,1,
2123,2192,Spring 2019,1:Undergraduate,ENGL 103,NVLJI,5,4,8,6,1,2,7,0,0,0,0,2,0,2,
2124,2192,Spring 2019,1:Undergraduate,ENGL 103,TROTH,3,4,2,1,1,1,2,1,0,0,0,0,0,0,
2125,2192,Spring 2019,1:Undergraduate,ENGL 103,VEGUH,11,13,9,5,7,4,7,1,0,0,0,4,0,0,
2126,2192,Spring 2019,1:Undergraduate,ENGL 103,XNOYH,9,0,2,3,0,1,1,0,0,0,0,0,0,0,
2127,2192,Spring 2019,1:Undergraduate,ENGL 103,YEIXH,42,8,1,5,5,3,0,1,0,0,0,5,0,0,
2128,2192,Spring 2019,1:Undergraduate,ENGL 104,JOLDI,25,6,3,2,1,0,2,0,0,0,1,2,4,0,
2129,2192,Spring 2019,1:Undergraduate,ENGL 104,XNOYH,19,10,7,8,11,2,2,1,1,0,0,2,0,2,
2130,2192,Spring 2019,1:Undergraduate,ENGL 104,YEIXH,7,5,3,4,1,1,0,1,0,0,0,2,1,0,
2131,2192,Spring 2019,1:Undergraduate,ENGL 105,DBARF,5,1,2,5,1,3,1,0,0,0,0,0,0,1,
2132,2192,Spring 2019,1:Undergraduate,ENGL 107,NVLJI,5,3,2,5,1,0,3,0,1,0,0,1,1,0,
2133,2192,Spring 2019,1:Undergraduate,ENGL 110,CWBYG,0,0,0,0,0,0,0,0,28,0,0,0,4,0,
2134,2192,Spring 2019,1:Undergraduate,ENGL 120,FYKNI,11,4,2,5,2,0,0,0,0,0,0,1,0,1,
2135,2192,Spring 2019,1:Undergraduate,ENGL 211,SEFWX,5,0,7,0,2,0,0,0,2,0,0,0,1,0,
2136,2192,Spring 2019,1:Undergraduate,ENGL 211,WOQDY,6,4,2,0,0,0,0,0,0,0,0,2,1,0,
2137,2192,Spring 2019,1:Undergraduate,ENGL 215,JOLDI,0,0,0,0,0,0,0,0,11,0,0,0,3,0,
2138,2192,Spring 2019,1:Undergraduate,ENGL 220,TROTH,8,3,7,2,3,2,1,0,0,0,0,1,0,0,
2139,2192,Spring 2019,1:Undergraduate,ENGL 225,TEGUH,5,1,1,2,7,2,2,0,0,1,2,1,0,3,
2140,2192,Spring 2019,1:Undergraduate,ENGL 231,UTFHI,3,2,5,4,0,0,0,0,0,0,0,0,0,0,
2141,2192,Spring 2019,1:Undergraduate,ENGL 306,FYKNI,19,2,2,2,1,0,0,0,2,0,0,0,0,1,
2142,2192,Spring 2019,1:Undergraduate,ENGL 308B,TROTH,6,3,5,4,0,1,0,0,1,0,0,1,0,0,
2143,2192,Spring 2019,1:Undergraduate,ENGL 311,LVOCY,11,2,1,1,2,0,0,1,0,0,0,0,0,1,
2144,2192,Spring 2019,1:Undergraduate,ENGL 314,SEFWX,14,0,1,2,1,1,0,0,0,1,0,0,0,0,
2145,2192,Spring 2019,1:Undergraduate,ENGL 316,VDHAI,4,2,0,9,0,0,0,1,0,1,0,0,0,0,
2146,2192,Spring 2019,1:Undergraduate,ENGL 318,TPNPI,10,1,4,4,1,0,0,0,0,0,0,0,0,0,
2147,2192,Spring 2019,1:Undergraduate,ENGL 320,TPNPI,16,9,2,9,1,0,0,0,0,0,0,0,0,0,
2148,2192,Spring 2019,1:Undergraduate,ENGL 326,YXQVLB,0,2,2,4,2,2,1,2,0,1,2,3,0,0,
2149,2192,Spring 2019,1:Undergraduate,ENGL 336,VDHAI,4,3,2,5,0,0,0,0,0,1,0,0,0,0,
2150,2192,Spring 2019,1:Undergraduate,ENGL 342,TROTH,6,3,5,7,2,1,0,1,0,0,0,0,0,0,
2151,2192,Spring 2019,1:Undergraduate,ENGL 344,KNFNH,16,3,1,0,2,2,0,0,0,1,0,0,0,0,
2152,2192,Spring 2019,1:Undergraduate,ENGL 360,EJLRI,1,2,2,2,4,2,2,0,1,1,1,0,0,0,
2153,2192,Spring 2019,1:Undergraduate,ENGL 406,PRDACB,7,1,3,2,0,0,1,0,0,0,0,0,0,0,
2154,2192,Spring 2019,1:Undergraduate,ENGL 436,TEGUH,2,0,1,7,2,3,0,1,0,1,0,0,0,0,
2155,2192,Spring 2019,1:Undergraduate,ENGL 450,VEGUH,7,1,1,0,1,1,0,0,0,0,0,1,1,0,
2156,2192,Spring 2019,1:Undergraduate,ENGL 461,LVOCY,14,0,0,0,0,0,0,0,0,0,0,0,0,1,
2157,2192,Spring 2019,1:Undergraduate,ENGL 490,KNFNH,0,0,0,0,0,0,0,0,24,0,0,0,0,0,
2158,2192,Spring 2019,1:Undergraduate,ENGR 210,GJIYFB,5,1,5,0,1,1,0,3,0,0,1,1,0,0,
2159,2192,Spring 2019,1:Undergraduate,ENGR 211,RYEACB,5,1,4,1,5,7,1,1,0,2,0,0,0,0,
2160,2192,Spring 2019,1:Undergraduate,ENGR 215,PGMMI,20,8,6,2,1,2,0,0,0,0,0,0,0,0,
2161,2192,Spring 2019,1:Undergraduate,ENGR 225,WQIYU,6,4,7,3,2,3,0,1,0,0,1,0,0,0,
2162,2192,Spring 2019,1:Undergraduate,ENGR 305,PGMMI,3,5,9,1,2,2,1,0,0,0,0,0,0,0,
2163,2192,Spring 2019,1:Undergraduate,ENGR 313,FNFNH,2,1,5,9,5,2,4,2,0,0,3,0,0,4,
2164,2192,Spring 2019,1:Undergraduate,ENGR 322,IDLYFB,3,1,8,1,3,3,3,3,0,2,0,0,0,1,
2165,2192,Spring 2019,1:Undergraduate,ENGR 325,VOHPG,2,1,3,0,5,5,0,5,0,8,0,0,0,1,
2166,2192,Spring 2019,1:Undergraduate,ENGR 326,VOHPG,2,2,5,1,5,3,4,2,0,2,0,1,0,3,
2167,2192,Spring 2019,1:Undergraduate,ENGR 330,FNFNH,4,0,2,1,1,0,2,3,0,0,0,0,0,0,
2168,2192,Spring 2019,1:Undergraduate,ENGR 331,SAOSF,2,0,7,0,1,5,2,2,0,2,0,1,0,2,
2169,2192,Spring 2019,1:Undergraduate,ENGR 333,DCVBH,3,2,6,1,3,11,3,0,0,0,0,0,0,0,
2170,2192,Spring 2019,1:Undergraduate,ENGR 351,NBEVLB,5,6,5,5,5,2,1,2,0,1,3,1,0,0,
2171,2192,Spring 2019,1:Undergraduate,ENGR 410,VKIII,2,4,5,9,3,0,2,0,0,0,0,0,0,0,
2172,2192,Spring 2019,1:Undergraduate,ENGR 416,NBEVLB,9,1,3,2,1,2,2,0,0,0,0,0,0,0,
2173,2192,Spring 2019,1:Undergraduate,ENGR 421,FNFNH,3,0,2,3,0,2,1,1,0,0,0,0,0,1,
2174,2192,Spring 2019,1:Undergraduate,ENGR 435,IDLYFB,5,7,6,3,3,1,0,0,0,0,0,0,0,0,
2175,2192,Spring 2019,1:Undergraduate,ENGR 440,VXGQI,8,7,5,5,3,0,3,2,0,1,1,0,0,0,
2176,2192,Spring 2019,1:Undergraduate,ENGR 473,ZAELI,13,6,12,4,2,3,0,0,0,1,0,0,0,0,
2177,2192,Spring 2019,1:Undergraduate,ENGR 480,IZGOU,0,0,0,0,0,0,0,0,19,0,0,0,0,0,
2178,2192,Spring 2019,1:Undergraduate,ENGR 480,ZAELI,0,0,0,0,0,0,0,0,10,0,0,0,1,0,
2179,2192,Spring 2019,1:Undergraduate,ENGR 481,VOHPG,3,6,2,2,1,5,0,0,0,0,0,0,0,0,
2180,2192,Spring 2019,1:Undergraduate,ENGR 492,RYEACB,6,1,1,7,1,2,0,0,0,0,0,0,0,0,
2181,2192,Spring 2019,1:Undergraduate,ENGR 492,VXGQI,10,3,2,1,0,0,1,0,0,0,0,0,0,0,
2182,2192,Spring 2019,1:Undergraduate,ENST 120,BDFFOB,0,0,0,0,0,0,0,0,14,0,0,0,0,0,
2183,2192,Spring 2019,1:Undergraduate,ENST 123,PGMMI,0,0,0,0,0,0,0,0,20,0,0,0,9,0,
2184,2192,Spring 2019,1:Undergraduate,ENST 295,BDFFOB,4,4,1,7,2,0,0,0,0,0,0,0,0,0,
2185,2192,Spring 2019,1:Undergraduate,ENST 480,BDFFOB,4,5,1,3,0,1,0,0,0,0,0,0,0,0,
2186,2192,Spring 2019,1:Undergraduate,ENST 490,BDFFOB,6,6,3,8,3,0,1,0,0,0,0,0,0,0,
2187,2192,Spring 2019,1:Undergraduate,ES   105,DBARF,11,1,5,5,0,2,2,0,2,1,0,3,1,0,
2188,2192,Spring 2019,1:Undergraduate,ES   106,TRPMU,11,1,2,3,1,2,2,1,2,0,0,2,0,0,
2189,2192,Spring 2019,1:Undergraduate,ES   107,CQPEOB,19,2,1,2,3,2,0,1,0,1,0,1,0,0,
2190,2192,Spring 2019,1:Undergraduate,ES   245,TRPMU,11,1,1,2,5,1,1,0,1,0,0,0,1,2,
2191,2192,Spring 2019,1:Undergraduate,ES   280,CQPEOB,17,0,0,0,0,0,0,0,0,0,0,1,0,0,
2192,2192,Spring 2019,1:Undergraduate,ES   280,TRPMU,0,0,0,0,0,0,0,0,13,0,0,0,8,0,
2193,2192,Spring 2019,1:Undergraduate,ES   306,HGNHI,21,9,2,1,1,2,1,0,1,0,0,0,1,0,
2194,2192,Spring 2019,1:Undergraduate,ES   308,HGNHI,4,5,7,6,0,4,5,1,0,4,0,1,0,2,
2195,2192,Spring 2019,1:Undergraduate,ES   310,CQPEOB,6,5,2,2,2,2,2,3,0,0,1,5,1,0,
2196,2192,Spring 2019,1:Undergraduate,ES   336,VDHAI,5,1,2,4,0,0,0,1,0,0,0,0,0,0,
2197,2192,Spring 2019,1:Undergraduate,ES   396,XUGQH,0,0,0,0,0,0,0,0,12,0,0,0,3,0,
2198,2192,Spring 2019,1:Undergraduate,ES   480,TRPMU,12,0,0,0,0,0,0,0,28,0,0,1,0,0,
2199,2192,Spring 2019,1:Undergraduate,ESM  105,YWFDM,10,5,11,7,12,9,6,2,0,6,0,1,1,4,
2200,2192,Spring 2019,1:Undergraduate,ESM  108,YWFDM,4,4,5,3,2,2,4,1,7,0,1,1,2,0,
2201,2192,Spring 2019,1:Undergraduate,ESM  215,GNMJI,5,9,18,8,9,13,10,7,1,4,1,2,0,5,
2202,2192,Spring 2019,1:Undergraduate,ESM  230,POEIX,27,8,17,15,5,4,3,4,0,1,0,2,0,2,
2203,2192,Spring 2019,1:Undergraduate,ESM  301,RHUUFB,14,3,4,3,0,1,0,1,1,0,0,1,0,0,
2204,2192,Spring 2019,1:Undergraduate,ESM  302,WVYZX,8,5,12,7,2,5,1,1,9,0,1,11,5,0,
2205,2192,Spring 2019,1:Undergraduate,ESM  303,FVSXFB,6,8,17,9,8,8,4,9,1,1,1,0,0,0,
2206,2192,Spring 2019,1:Undergraduate,ESM  305,EXJWH,13,17,15,15,9,2,4,3,0,2,0,3,0,0,
2207,2192,Spring 2019,1:Undergraduate,ESM  305,XWHHI,7,8,11,6,6,1,5,0,0,0,0,0,0,0,
2208,2192,Spring 2019,1:Undergraduate,ESM  308,YWFDM,17,13,3,7,7,5,4,0,6,7,2,0,2,2,
2209,2192,Spring 2019,1:Undergraduate,ESM  309B,TJLAI,6,7,15,10,4,3,8,3,0,4,0,0,2,1,
2210,2192,Spring 2019,1:Undergraduate,ESM  325,FFIGG,4,5,11,2,6,2,1,4,0,0,0,1,0,0,
2211,2192,Spring 2019,1:Undergraduate,ESM  325,GTZXFB,14,4,11,2,2,2,4,1,0,1,0,1,0,0,
2212,2192,Spring 2019,1:Undergraduate,ESM  353,TJLAI,8,9,3,6,0,0,0,0,0,0,0,0,0,0,
2213,2192,Spring 2019,1:Undergraduate,ESM  355,WVERF,9,7,13,4,2,0,2,0,1,0,0,1,0,0,
2214,2192,Spring 2019,1:Undergraduate,ESM  360,BVGTH,1,3,3,3,5,1,2,0,0,0,0,0,1,0,
2215,2192,Spring 2019,1:Undergraduate,ESM  365,FFIGG,6,3,3,3,3,0,1,0,0,0,0,2,0,0,
2216,2192,Spring 2019,1:Undergraduate,ESM  370,POEIX,2,3,0,4,2,1,1,2,0,0,0,0,0,1,
2217,2192,Spring 2019,1:Undergraduate,ESM  425,WVYZX,5,4,12,11,9,8,11,9,1,2,1,1,0,0,
2218,2192,Spring 2019,1:Undergraduate,ESM  435,NKPPI,20,7,4,3,2,3,1,0,0,1,0,1,0,2,
2219,2192,Spring 2019,1:Undergraduate,ESM  435,TWTAH,8,6,2,3,1,0,1,0,0,1,1,1,0,1,
2220,2192,Spring 2019,1:Undergraduate,ESM  453,TJLAI,16,7,0,2,0,0,0,0,0,0,0,0,0,0,
2221,2192,Spring 2019,1:Undergraduate,ESM  455,FYDZF,5,9,10,1,4,0,0,0,0,0,0,0,0,0,
2222,2192,Spring 2019,1:Undergraduate,ESM  460,BVGTH,2,2,4,0,2,0,0,0,0,0,0,2,0,0,
2223,2192,Spring 2019,1:Undergraduate,ESM  475,BVGTH,7,6,0,3,0,0,0,0,0,0,0,0,0,0,
2224,2192,Spring 2019,1:Undergraduate,FILM 102,NWRPI,30,8,7,9,4,5,5,3,1,1,0,4,2,0,
2225,2192,Spring 2019,1:Undergraduate,FILM 260,SBFSH,12,1,1,1,0,0,0,0,0,0,0,1,0,0,
2226,2192,Spring 2019,1:Undergraduate,FILM 306,NWRPI,37,14,8,3,4,2,4,0,0,0,0,1,1,0,
2227,2192,Spring 2019,1:Undergraduate,FILM 318,NWRPI,11,4,2,2,5,1,2,0,0,0,0,0,0,0,
2228,2192,Spring 2019,1:Undergraduate,FILM 362,RAEXFB,4,1,7,2,4,2,1,3,0,1,0,0,0,0,
2229,2192,Spring 2019,1:Undergraduate,FILM 375,JRFMI,4,7,4,4,3,2,1,2,0,1,0,0,0,0,
2230,2192,Spring 2019,1:Undergraduate,FILM 380,RAEXFB,14,6,0,0,0,0,0,0,0,0,0,0,0,0,
2231,2192,Spring 2019,1:Undergraduate,FILM 425,JRFMI,5,12,1,2,3,1,0,3,0,0,0,0,0,1,
2232,2192,Spring 2019,1:Undergraduate,FILM 475,JRFMI,10,12,0,1,0,0,0,0,0,0,0,0,0,0,
2233,2192,Spring 2019,1:Undergraduate,FISH 220,APEHOB,7,4,1,1,3,0,0,0,0,0,0,0,0,0,
2234,2192,Spring 2019,1:Undergraduate,FISH 300,GJRCI,9,0,19,1,0,13,5,0,0,7,0,16,0,0,
2235,2192,Spring 2019,1:Undergraduate,FISH 310,PCXEOB,11,8,5,5,9,8,2,1,0,0,0,1,0,0,
2236,2192,Spring 2019,1:Undergraduate,FISH 320,OXSQT,11,1,11,0,2,1,0,0,0,0,0,0,0,0,
2237,2192,Spring 2019,1:Undergraduate,FISH 320L,OXSQT,4,1,5,0,0,0,0,0,0,0,0,0,0,0,
2238,2192,Spring 2019,1:Undergraduate,FISH 335,PCXEOB,7,7,3,7,0,1,1,0,0,0,0,0,0,0,
2239,2192,Spring 2019,1:Undergraduate,FISH 434,OXSQT,6,6,7,1,1,3,2,0,0,0,1,0,0,0,
2240,2192,Spring 2019,1:Undergraduate,FISH 460,VHRCY,7,2,10,1,1,1,0,0,0,0,0,0,0,0,
2241,2192,Spring 2019,1:Undergraduate,FISH 471,PKLPX,9,0,5,0,0,1,0,0,0,1,0,0,0,0,
2242,2192,Spring 2019,1:Undergraduate,FISH 474,XQBDH,10,2,5,0,4,5,2,0,0,3,2,0,0,0,
2243,2192,Spring 2019,1:Undergraduate,FISH 480,PKLPX,4,0,5,0,0,4,0,0,0,2,0,0,0,0,
2244,2192,Spring 2019,1:Undergraduate,FISH 480L,PKLPX,4,0,5,0,0,4,0,0,0,2,0,0,0,0,
2245,2192,Spring 2019,1:Undergraduate,FOR  100,DMPCG,7,2,4,0,3,5,3,3,2,1,0,2,0,0,
2246,2192,Spring 2019,1:Undergraduate,FOR  130,POYEI,13,7,11,11,6,9,4,8,0,14,4,1,1,6,
2247,2192,Spring 2019,1:Undergraduate,FOR  131,WRDZX,40,13,5,8,5,4,0,0,0,1,0,2,0,9,
2248,2192,Spring 2019,1:Undergraduate,FOR  170,YHKSF,0,0,0,0,0,0,0,0,50,0,0,0,0,0,
2249,2192,Spring 2019,1:Undergraduate,FOR  222,QIJQF,16,5,3,6,0,0,2,0,0,0,1,0,0,0,
2250,2192,Spring 2019,1:Undergraduate,FOR  223,IEBGO,25,11,8,5,2,0,1,1,0,3,0,1,0,0,
2251,2192,Spring 2019,1:Undergraduate,FOR  250,QSMCI,12,12,17,16,6,2,2,0,0,0,0,0,0,1,
2252,2192,Spring 2019,1:Undergraduate,FOR  311,QSMCI,4,4,16,8,15,4,6,0,0,0,0,0,0,0,
2253,2192,Spring 2019,1:Undergraduate,FOR  331,POYEI,4,8,18,8,7,8,5,4,0,7,1,0,0,0,
2254,2192,Spring 2019,1:Undergraduate,FOR  365,RFTTS,5,9,7,6,7,8,4,2,0,3,1,1,0,1,
2255,2192,Spring 2019,1:Undergraduate,FOR  431,RFTTS,18,14,4,9,2,0,5,0,0,0,0,0,0,0,
2256,2192,Spring 2019,1:Undergraduate,FOR  479,JGGVH,5,3,6,8,3,6,1,1,0,0,0,1,0,0,
2257,2192,Spring 2019,1:Undergraduate,FREN 105,MXOFOB,2,7,2,0,1,3,1,3,0,0,0,0,0,0,
2258,2192,Spring 2019,1:Undergraduate,FREN 106,MXOFOB,0,4,2,2,4,1,0,0,1,0,0,3,1,0,
2259,2192,Spring 2019,1:Undergraduate,FREN 300,MTHVH,6,5,3,8,2,2,0,1,0,0,0,0,1,1,
2260,2192,Spring 2019,1:Undergraduate,GEOG 105,HVDNU,14,8,2,7,2,3,2,6,3,0,0,0,0,2,
2261,2192,Spring 2019,1:Undergraduate,GEOG 106,IVNRI,49,2,4,3,1,0,0,3,4,0,0,3,1,3,
2262,2192,Spring 2019,1:Undergraduate,GEOG 106L,IVNRI,6,4,4,0,0,1,0,0,0,0,0,0,0,0,
2263,2192,Spring 2019,1:Undergraduate,GEOG 301,RHUUFB,16,4,5,5,4,0,3,4,2,0,0,2,0,1,
2264,2192,Spring 2019,1:Undergraduate,GEOG 302,VYEMX,4,4,5,1,4,1,2,2,0,2,1,0,1,0,
2265,2192,Spring 2019,1:Undergraduate,GEOG 302M,VYEMX,9,3,0,0,0,0,0,0,0,0,0,0,0,0,
2266,2192,Spring 2019,1:Undergraduate,GEOG 310L,VYEMX,3,4,1,0,1,0,1,1,0,0,0,1,0,0,
2267,2192,Spring 2019,1:Undergraduate,GEOG 311,VYEMX,1,2,2,2,1,0,0,1,0,1,0,0,0,1,
2268,2192,Spring 2019,1:Undergraduate,GEOG 363,HVDNU,8,5,8,3,3,1,1,4,0,0,0,0,0,0,
2269,2192,Spring 2019,1:Undergraduate,GEOG 375,AURLI,5,1,6,2,3,0,0,1,0,0,0,0,0,0,
2270,2192,Spring 2019,1:Undergraduate,GEOG 469,EXDACB,22,0,0,0,0,0,0,0,0,0,0,0,0,0,
2271,2192,Spring 2019,1:Undergraduate,GEOL 103,JHXQH,9,7,7,4,8,2,7,0,0,0,0,0,0,3,
2272,2192,Spring 2019,1:Undergraduate,GEOL 106,JHXQH,22,29,13,14,8,7,9,2,8,2,3,4,2,3,
2273,2192,Spring 2019,1:Undergraduate,GEOL 109,UFNLI,12,13,5,5,3,0,3,1,0,2,0,1,0,0,
2274,2192,Spring 2019,1:Undergraduate,GEOL 110,KDMDI,9,3,1,3,0,0,0,0,0,0,0,0,0,0,
2275,2192,Spring 2019,1:Undergraduate,GEOL 300,OWOMI,14,1,10,1,6,8,0,0,4,1,0,0,0,1,
2276,2192,Spring 2019,1:Undergraduate,GEOL 300L,OWOMI,0,0,0,0,0,0,0,0,19,0,0,0,0,0,
2277,2192,Spring 2019,1:Undergraduate,GEOL 305,YCWVF,10,11,6,3,9,0,3,0,5,0,0,0,2,0,
2278,2192,Spring 2019,1:Undergraduate,GEOL 306,KDMDI,2,6,2,6,2,3,2,1,0,0,0,0,0,0,
2279,2192,Spring 2019,1:Undergraduate,GEOL 314,OWOMI,2,4,4,4,1,4,1,0,0,0,0,0,0,0,
2280,2192,Spring 2019,1:Undergraduate,GEOL 334,AXPMG,2,3,4,7,3,1,2,0,0,0,0,0,0,0,
2281,2192,Spring 2019,1:Undergraduate,GEOL 380,UFNLI,5,1,2,2,3,0,0,0,0,1,0,0,0,0,
2282,2192,Spring 2019,1:Undergraduate,GEOL 435,NVQYH,5,4,8,3,1,2,1,0,0,0,0,0,0,0,
2283,2192,Spring 2019,1:Undergraduate,GEOL 455,UFNLI,0,0,0,0,0,0,0,0,10,0,0,0,0,0,
2284,2192,Spring 2019,1:Undergraduate,GEOL 475,OWOMI,1,3,5,1,3,0,1,0,0,0,0,0,0,0,
2285,2192,Spring 2019,1:Undergraduate,GEOL 486,AXPMG,10,4,5,1,2,1,2,0,0,1,0,0,0,0,
2286,2192,Spring 2019,1:Undergraduate,GERM 106,DVKQF,4,2,0,0,1,0,0,0,1,0,0,1,0,1,
2287,2192,Spring 2019,1:Undergraduate,GSP  101,GLUWX,38,17,13,14,16,14,11,8,1,6,2,15,4,0,
2288,2192,Spring 2019,1:Undergraduate,GSP  101L,IUQQF,3,0,4,2,3,0,2,1,0,2,1,2,2,0,
2289,2192,Spring 2019,1:Undergraduate,GSP  101L,KZAPH,5,4,3,1,2,1,3,0,0,2,0,2,0,0,
2290,2192,Spring 2019,1:Undergraduate,GSP  101L,NHPYT,15,6,5,5,4,8,2,5,0,0,2,8,1,0,
2291,2192,Spring 2019,1:Undergraduate,GSP  101L,VYEMX,13,8,6,4,4,3,4,1,0,3,0,3,1,0,
2292,2192,Spring 2019,1:Undergraduate,GSP  216,JPEVH,16,10,18,4,1,5,6,1,0,1,1,5,0,3,
2293,2192,Spring 2019,1:Undergraduate,GSP  270,SDHACB,58,22,8,15,13,5,1,3,2,1,1,3,0,3,
2294,2192,Spring 2019,1:Undergraduate,GSP  316,EXDACB,8,6,8,2,4,2,2,1,0,0,0,0,0,0,
2295,2192,Spring 2019,1:Undergraduate,GSP  318,OYRLX,10,4,4,1,4,0,2,1,0,0,0,1,0,0,
2296,2192,Spring 2019,1:Undergraduate,GSP  330,SDHACB,13,4,0,3,1,1,0,0,0,0,0,1,0,0,
